Title,Disaster Number,Incident End Date,Incident Begin Date,Multiple Disaster,Duration
FLOODING,247,1968-07-30T00:00:00.000Z,1968-07-30T00:00:00.000Z,False,1
FLOODING,247,1968-07-30T00:00:00.000Z,1968-07-30T00:00:00.000Z,False,1
FLOODING,247,1968-07-30T00:00:00.000Z,1968-07-30T00:00:00.000Z,False,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,248,1968-08-04T00:00:00.000Z,1968-08-04T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,245,1968-06-18T00:00:00.000Z,1968-06-18T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
FLOODING,247,1968-07-30T00:00:00.000Z,1968-07-30T00:00:00.000Z,False,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
"TORNADOES, SEVERE STORMS & FLOODING",242,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,245,1968-06-18T00:00:00.000Z,1968-06-18T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
FLOODING,247,1968-07-30T00:00:00.000Z,1968-07-30T00:00:00.000Z,False,1
FLOODING,247,1968-07-30T00:00:00.000Z,1968-07-30T00:00:00.000Z,False,1
"TORNADOES, SEVERE STORMS & FLOODING",242,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
"TORNADOES, SEVERE STORMS & FLOODING",242,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,248,1968-08-04T00:00:00.000Z,1968-08-04T00:00:00.000Z,True,1
FLOODING,247,1968-07-30T00:00:00.000Z,1968-07-30T00:00:00.000Z,False,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,245,1968-06-18T00:00:00.000Z,1968-06-18T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,245,1968-06-18T00:00:00.000Z,1968-06-18T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,245,1968-06-18T00:00:00.000Z,1968-06-18T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,241,1968-05-29T00:00:00.000Z,1968-05-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,248,1968-08-04T00:00:00.000Z,1968-08-04T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,245,1968-06-18T00:00:00.000Z,1968-06-18T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,245,1968-06-18T00:00:00.000Z,1968-06-18T00:00:00.000Z,True,1
FLOODING,247,1968-07-30T00:00:00.000Z,1968-07-30T00:00:00.000Z,False,1
FLOODING,247,1968-07-30T00:00:00.000Z,1968-07-30T00:00:00.000Z,False,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,248,1968-08-04T00:00:00.000Z,1968-08-04T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,243,1968-06-05T00:00:00.000Z,1968-06-05T00:00:00.000Z,True,1
"SEVERE STORMS, HIGH WINDS & FLOODING",246,1968-07-05T00:00:00.000Z,1968-07-05T00:00:00.000Z,True,1
HURRICANE GLADYS,252,1968-11-07T00:00:00.000Z,1968-11-07T00:00:00.000Z,False,1
HEAVY RAINS & FLOODING,248,1968-08-04T00:00:00.000Z,1968-08-04T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,248,1968-08-04T00:00:00.000Z,1968-08-04T00:00:00.000Z,True,1
HURRICANE GLADYS,252,1968-11-07T00:00:00.000Z,1968-11-07T00:00:00.000Z,False,1
HURRICANE GLADYS,252,1968-11-07T00:00:00.000Z,1968-11-07T00:00:00.000Z,False,1
HURRICANE GLADYS,252,1968-11-07T00:00:00.000Z,1968-11-07T00:00:00.000Z,False,1
HEAVY RAINS & FLOODING,249,1968-08-15T00:00:00.000Z,1968-08-15T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,249,1968-08-15T00:00:00.000Z,1968-08-15T00:00:00.000Z,True,1
HURRICANE GLADYS,252,1968-11-07T00:00:00.000Z,1968-11-07T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
HURRICANE GLADYS,252,1968-11-07T00:00:00.000Z,1968-11-07T00:00:00.000Z,False,1
HEAVY RAINS & FLOODING,249,1968-08-15T00:00:00.000Z,1968-08-15T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,251,1968-09-13T00:00:00.000Z,1968-09-13T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,248,1968-08-04T00:00:00.000Z,1968-08-04T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,248,1968-08-04T00:00:00.000Z,1968-08-04T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,249,1968-08-15T00:00:00.000Z,1968-08-15T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,248,1968-08-04T00:00:00.000Z,1968-08-04T00:00:00.000Z,True,1
HURRICANE GLADYS,252,1968-11-07T00:00:00.000Z,1968-11-07T00:00:00.000Z,False,1
HURRICANE GLADYS,252,1968-11-07T00:00:00.000Z,1968-11-07T00:00:00.000Z,False,1
HURRICANE GLADYS,252,1968-11-07T00:00:00.000Z,1968-11-07T00:00:00.000Z,False,1
HEAVY RAINS & FLOODING,249,1968-08-15T00:00:00.000Z,1968-08-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
HURRICANE GLADYS,252,1968-11-07T00:00:00.000Z,1968-11-07T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,250,1968-09-09T00:00:00.000Z,1968-09-09T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,248,1968-08-04T00:00:00.000Z,1968-08-04T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,248,1968-08-04T00:00:00.000Z,1968-08-04T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
HURRICANE GLADYS,252,1968-11-07T00:00:00.000Z,1968-11-07T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
HURRICANE GLADYS,252,1968-11-07T00:00:00.000Z,1968-11-07T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
HURRICANE GLADYS,252,1968-11-07T00:00:00.000Z,1968-11-07T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
HURRICANE GLADYS,252,1968-11-07T00:00:00.000Z,1968-11-07T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,253,1969-01-26T00:00:00.000Z,1969-01-26T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,254,1969-02-15T00:00:00.000Z,1969-02-15T00:00:00.000Z,True,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,255,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,257,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,257,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,259,1969-04-25T00:00:00.000Z,1969-04-25T00:00:00.000Z,False,1
FLOODING,259,1969-04-25T00:00:00.000Z,1969-04-25T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,259,1969-04-25T00:00:00.000Z,1969-04-25T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,259,1969-04-25T00:00:00.000Z,1969-04-25T00:00:00.000Z,False,1
FLOODING,257,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,259,1969-04-25T00:00:00.000Z,1969-04-25T00:00:00.000Z,False,1
FLOODING,259,1969-04-25T00:00:00.000Z,1969-04-25T00:00:00.000Z,False,1
FLOODING,257,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,257,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,257,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,259,1969-04-25T00:00:00.000Z,1969-04-25T00:00:00.000Z,False,1
FLOODING,256,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,257,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,259,1969-04-25T00:00:00.000Z,1969-04-25T00:00:00.000Z,False,1
FLOODING,259,1969-04-25T00:00:00.000Z,1969-04-25T00:00:00.000Z,False,1
FLOODING,259,1969-04-25T00:00:00.000Z,1969-04-25T00:00:00.000Z,False,1
FLOODING,259,1969-04-25T00:00:00.000Z,1969-04-25T00:00:00.000Z,False,1
FLOODING,259,1969-04-25T00:00:00.000Z,1969-04-25T00:00:00.000Z,False,1
FLOODING,257,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,257,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,257,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,257,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,257,1969-04-18T00:00:00.000Z,1969-04-18T00:00:00.000Z,False,1
FLOODING,259,1969-04-25T00:00:00.000Z,1969-04-25T00:00:00.000Z,False,1
