Username,Profile name,Bio,Profile picture,URL,Name,LastName,Location,Website,Following,Followers,Tweets,Verified,City,Country,Linkedin
@inaitriago,Andreina Itriago A.,Periodista de @Armandoinfo y corresponsal de @AnadoluAjansi. A veces también publico en @Cronica_ElMundo. Profesora en @lacatolica.,https://pbs.twimg.com/profile_images/903999527824359426/qg8T3MVI_normal.jpg,https://twitter.com/inaitriago,Andreina,Itriago A.,Venezuela,undefined,2085,2095,3995,no,Caracas,Venezuela,
@ingating,Inga Ting,Data journalist at @abcnews; former data journo at @smh. I like to stare at spreadsheets. Profile pic by the brilliant @mkbrangan. Email ting.inga@abc.net.au,https://pbs.twimg.com/profile_images/844049737363865602/ReW7KRGS_normal.jpg,https://twitter.com/ingating,Inga,Ting,"Sydney, Australia",undefined,1103,1799,2938,Cuenta verificada,Sydney,Australia,
@j_la28,Jennifer LaFleur,"@irworkshop Proud @reveal & @propublica alum; #data, #disparities, #disabilities; FOIA, faces, felines (pub key: http://bit.ly/2sgrmqA )",https://pbs.twimg.com/profile_images/1011734354429693953/yMGtsToT_normal.jpg,https://twitter.com/j_la28,Jennifer,LaFleur,"Washington, DC",https://t.co/VS2H6aGSaN,1898,4406,6255,Cuenta verificada,Washington DC,USA,
@JudithClavain,Judith C. Clavain,"Periodista. Cursando Máster en Periodismo de investigación, datos y visualización.",https://pbs.twimg.com/profile_images/989586680343617537/FbQU_eUx_normal.jpg,https://twitter.com/JudithClavain,Judith,C. Clavain,Barcelona,undefined,473,890,15700,no,Barcelona,Spain,
@juruwolfe,Julia Wolfe,"Visual journalist, @FiveThirtyEight. Teacher @cunyjschool. Previously @WSJGraphics, @globeandmail. Say hi: julia.wolfe@fivethirtyeight.com",https://pbs.twimg.com/profile_images/882624158978453505/FFw7XPzS_normal.jpg,https://twitter.com/juruwolfe,Julia,Wolfe,"New York, USA",https://t.co/95JZwIBNkj,1354,4387,8705,Cuenta verificada,New York,USA,
@Kaarinss,Carina Bellver,Periodista immersa en el món de les dades i co-founder de @StorydataBcn,https://pbs.twimg.com/profile_images/1264968829/foto_twitter_normal.JPG,https://twitter.com/Kaarinss,Carina,Bellver,"Vila de Gracia, Barcelona",https://t.co/G5UWa5pPll,534,405,1309,no,Barcelona,Spain,
@KarlArevalo10,Karla Arévalo,Data journalist at El Diario de Hoy.,https://pbs.twimg.com/profile_images/998804516181954560/ATf7vuA1_normal.jpg,https://twitter.com/KarlArevalo10,Karla,Arévalo,"Santa Tecla, El Salvador",undefined,422,497,611,no,Santa Tecla,El Salvador,
@KarrieKehoe,Karrie Kehoe,Data journalist | python fan & investigative reporter | past @thetimes @icijorg @tr_foundation | Rants my own |  Send me data! Karrie.anne.kehoe@gmail.com,https://pbs.twimg.com/profile_images/1003376236343840768/7eJcq7fe_normal.jpg,https://twitter.com/KarrieKehoe,Karrie,Kehoe,London/Dublin,undefined,3718,2528,13100,no,London,UK,
@KatherineERiley,Kat(her)i(n)e Riley,"Google News Fellow at @financialtimes, also @GoldsmithsMADJ. Before: @TheAtlantic @Pi_Media @UCLHistory @TheProspect. Really loves charts. No peanuts please.",https://pbs.twimg.com/profile_images/998896487428833280/xCdco16G_normal.jpg,https://twitter.com/KatherineERiley,Kat(her)i(n)e,Riley,"Chicagoan by birth, Londoner by luck",https://t.co/bzmjfzLUQa,5001,731,4955,no,Chicago,USA,
@KathyPennacchio,Katherine Pennacchio,"Periodista venezolana. Data journalist.  Escribo en @runrunesweb y coordino proyectos de investigación-datos en @ipysvenezuela  
PGP Key http://goo.gl/Oxxre2",https://pbs.twimg.com/profile_images/919343126132723712/niatcDdQ_normal.jpg,https://twitter.com/KathyPennacchio,Katherine,Pennacchio,"Caracas, Venezuela",https://t.co/9lTdL60fIP,1743,5742,"10,8 ",no,Caracas,Venezuela,
@keilacguimaraes,Keila Guimaraes,"Data journalist, @GoogleNewsLab | Published @Bloomberg @qz @BBCBrasil @AJEnglish & others | @ejcnet's 2017 grantee | Former #Interhacktives at @cityunilondon",https://pbs.twimg.com/profile_images/518541520102629376/CiBx6l6f_normal.jpeg,https://twitter.com/keilacguimaraes,Keila,Guimaraes,"Sao Paulo, Brazil",http://t.co/J8jVUy8scp,1021,1453,7348,no,Sao Paulo,Brasil,
@kpeiro,Karma Peiró,"Digital/Data Journalism. Following path of technological innovation, transparency, open data, activism...
Former Editor @naciodigital",https://pbs.twimg.com/profile_images/990873005072048129/7tMgMSZH_normal.jpg,https://twitter.com/kpeiro,Karma,Peiró,Barcelona,https://t.co/1OP1OqUtaE,4125,6452,"12,6 ",no,Barcelona,Spain,
@kvidyak,Vidya Krishnamurthy,"Recovering Washingtonian. #WoodyWoo, @medillschool @pewresearch alum. Now at @Hewlett_Found. I follow politics, media, tech, philanthropy, #ddj.  Tweets my own.",https://pbs.twimg.com/profile_images/3315193077/7ef661e0fee2573581d1248ea456c27f_normal.jpeg,https://twitter.com/kvidyak,Vidya,Krishnamurthy,"Menlo Park, CA",https://t.co/ktRYbfrd36,905,2576,2874,no,Menlo Park,USA,
@LaColo_Marina,Rosario Marina,Periodista en @LANACION. Colorada en todos lados. Antes en el máster @M_investigacion. Ahora en @_El_InterCambio (Guatemala),https://pbs.twimg.com/profile_images/832266280895909888/Kv5qQDPa_normal.jpg,https://twitter.com/LaColo_Marina,Rosario,Marina,"La Plata, Argentina",undefined,734,321,629,no,La Plata,Argentina,
@larevalogross,Lisette Arévalo Gross,Periodista. Pasante editorial @radioambulante. Editora  @GKcityec.  Alumn de @columbiajourn Stabile Center for Investigative Journalism.,https://pbs.twimg.com/profile_images/1015284943193346049/kyhzaGO4_normal.jpg,https://twitter.com/larevalogross,Lisette,Arévalo Gross,"Quito, Ecuador",undefined,2016,959,1686,no,Quito,Ecuador,
@latule,Ana Tudela Flores,"Periodista. Escribí Crisis S.A. Cofundadora de @datadista. Trabajando en #PlayaBurbuja. El libro, aquí: https://tienda.datadista.com/products/playa-burbuja …",https://pbs.twimg.com/profile_images/972223502051921920/ZXzWB7C9_normal.jpg,https://twitter.com/latule,Ana,Tudela Flores,,https://t.co/zyj5oO7TOO,1681,6553,26800,no,,,
@lauraayusobaena,Laura Ayuso,Periodista de investigación y politóloga.,https://pbs.twimg.com/profile_images/619586591212851200/vIBXTweB_normal.jpg,https://twitter.com/lauraayusobaena,Laura,Ayuso,Madrid,https://t.co/iystepy6rz,307,204,362,no,Madrid,Spain,
@Laurapbr,Laura Placer Breijo,"Periodista por la USC, de datos por la UNIR. En La Voz de Galicia me dejan hacer infografías y hablar de Eurovisión.",https://pbs.twimg.com/profile_images/676181582546366465/r0J2eXoe_normal.jpg,https://twitter.com/Laurapbr,Laura,Placer Breijo,,undefined,499,429,6574,no,,,
@LauTeruel,Laura Teruel,"Profesora de Periodismo con compromiso social y conciencia ciudadana. Madre. Política, comunicación, RRSS , feminismo y temas sociales.",https://pbs.twimg.com/profile_images/621066942296813568/1J6BMzPj_normal.jpg,https://twitter.com/LauTeruel,Laura,Teruel,Málaga,https://t.co/J4A7WbVx8d,1082,2142,22900,no,Málaga,Spain,
@lbrufau,Laia Brufau,periodista i fan dels meus minis,https://pbs.twimg.com/profile_images/905698544581046272/nN55gt1g_normal.jpg,https://twitter.com/lbrufau,Laia,Brufau,Barcelona,http//www.storydata.cat,1111,486,1492,no,Barcelona,Spain,
@LeilaHaddou,Leila Haddou,Data Journalism Editor for @thetimes and @thesundaytimes. Formerly investigations @ft and @guardian. Co-organiser @journocoders. Open DMs,https://pbs.twimg.com/profile_images/378800000236019128/c6b92ff05b12891949944fce8fa9b44f_normal.jpeg,https://twitter.com/LeilaHaddou,Leila,Haddou,"Greenwich, London",https://t.co/RvNs9KSOPg,1606,1945,2057,Cuenta verificada,Greenwich,UK,
@leymarta,Marta Ley,Periodista y CAV. Especializada en #datajournalism en el @M_investigacion. Ahora en @elmundodata,https://pbs.twimg.com/profile_images/909915283032330240/Za72KN3r_normal.jpg,https://twitter.com/leymarta,Marta,Ley,Alcalá de Henares. Madrid,https://t.co/ySNwbbTFp2,1274,1326,5860,no,Alcalá de Henares,Spain,
@Leyretxuu,Leyre Pejenaute,"Journalist. Cuenta verificadacuentos. En tránsito, del frío siberiano al calor tropical, rumbo a las Antípodas... de los datos. @93metros más allá.
A ver qué pasa.",https://pbs.twimg.com/profile_images/1232009329/DSCN4082_normal.JPG,https://twitter.com/Leyretxuu,Leyre,Pejenaute,,undefined,758,612,5073,no,,,
@liliasaul,Lilia Saúl Rodríguez,Periodista. Editora en Iniciativa para el Periodismo de Investigación ICFJ/@ConnectasOrg. Integrante d @ChicaPoderosamx y @mxinformate #ddj #periodismodedatos,https://pbs.twimg.com/profile_images/795900918592110592/aulgDFTJ_normal.jpg,https://twitter.com/liliasaul,Lilia,Saúl Rodríguez,Mexico,https://t.co/Jk3cHPvHU1,6227,7533,27 ,no,Mexico,Mexico,
@lisacrost,Lisa Charlotte Rost,"Creating & writing about dataviz for @datawrapper. #visber organizer. Fan of numbers, systems & overviews. I believe in maps, not the territory.",https://pbs.twimg.com/profile_images/659502983072382976/_uJ0dOcK_normal.jpg,https://twitter.com/lisacrost,Lisa,Charlotte Rost,Berlin,https://t.co/jRHcODIl3Q,878,10800,3527,no,Berlin,Germany,
@LisaJonesJourno,Lisa Jones,"Senior data journalist. Love news, cats, stationery, hills and simplifying nonsense.
Email: lisajonesjourno@gmail.com. Views mine.",https://pbs.twimg.com/profile_images/378800000244884851/2699c5e596d2956d69fff1dd88e2d879_normal.jpeg,https://twitter.com/LisaJonesJourno,Lisa,Jones,"Wales, United Kingdom",https://t.co/OpO3WoJoHi,1200,760,3541,no,Wales,UK,
@LMartinezEDH,Lilian A. Martinez,"Salvadoran data journalist. I write about public health, migrants, environment and security. Always learning. #FocusData's editor at @edhnoticias",https://pbs.twimg.com/profile_images/822560527935275010/M11S2pN__normal.jpg,https://twitter.com/LMartinezEDH,Lilian,A. Martinez,"El Salvador, Central America",https://t.co/SIQEg7FY1F,1931,1109,5583,no,San Salvador,El Salvador,
@lmartingrx,Laura Martín,"Periodista. Me obsesionan los datos, las tipografías y las paletas de color. El mundo sería más bonito si nadie usase Comic Sans. Hago cosas en @Eslang.",https://pbs.twimg.com/profile_images/856891196467183617/F301GZms_normal.jpg,https://twitter.com/lmartingrx,Laura,Martín,Granada - Málaga - Madrid,https://t.co/GWYNK4a5oh,274,368,6794,no,Granada,Spain,
@lopezg_patricia,Patricia López,"Periodista. #ComunicaciónDigital. Especializada en #periodismodatos por @M_Investigacion. Antes, en @elespanolcom y @elmundoes.",https://pbs.twimg.com/profile_images/749178545872797696/712SmSol_normal.jpg,https://twitter.com/lopezg_patricia,Patricia,López,Madrid,https://t.co/wBrjjWQxbD,1492,1110,3945,no,Madrid,Spain,
@loremelendez,Lorena Meléndez G.,Periodista en @RunRunesWeb. Coordino el #Hambrómetro y soy parte del equipo @MonitorVictimas | Journalist in Venezuela | lmelendez@runrun.es,https://pbs.twimg.com/profile_images/791054775139831809/AqqfBG6h_normal.jpg,https://twitter.com/loremelendez,Lorena,Meléndez G.,"Caracas, la fallida",https://t.co/rIf9wkpOtp,1671,7363,16800,no,Caracas,Venezuela,
@maiajastre,Maia Jastreblansky,Periodista. Política en @lanacion y @lanacionmas. Data J. Cs de la Comunicación (UBA). La de los #PanamaPapers.,https://pbs.twimg.com/profile_images/1007588475552575488/hteP_MQr_normal.jpg,https://twitter.com/maiajastre,Maia,Jastreblansky,Buenos Aires,https://t.co/tYTMAR5Yle,1819,19200,6424,Cuenta verificada,Buenos Aires,Argentina,
@Maid_Marianne,Marianne Bouchart,Data editor. Founder @HeiDaHQ + @Data_Blog. Manager of #datajournalismawards. Former Bloomberg @business #ddj + graphics + web prod. Speaker. Writer.,https://pbs.twimg.com/profile_images/938832170801606656/DpXJRm20_normal.jpg,https://twitter.com/Maid_Marianne,Marianne,Bouchart,,undefined,3071,2422,3364,no,,,
@malvarezdelvayo,María ÁlvarezdelVayo,Periodista de datos. Del @M_Investigacion aprendiendo en @civio. The future ain't what it used to be.,https://pbs.twimg.com/profile_images/965268886898790402/TGaqEujV_normal.jpg,https://twitter.com/malvarezdelvayo,María,ÁlvarezdelVayo,Madrid/Badajoz,https://t.co/Uv1rBAR2cA,785,381,2993,no,Madrid,Spain,
@maria_zuil,María Zuil,"Periodista intencional. 
Reportajes en @elconfidencial. 
De @P_investigacion",https://pbs.twimg.com/profile_images/947175705586085889/1Mu7Rduv_normal.jpg,https://twitter.com/maria_zuil,María,Zuil,Madrid,https://t.co/liJjp6pTES,1443,2142,3731,no,Madrid,Spain,
@mariallort,Maria Llort,Periodista. Colaboro con @ctxt.Periodisme de dades i #transparencia a @transpapress. Abans a París i Barcelona amb @EFEnoticias i @europapress.,https://pbs.twimg.com/profile_images/720332553060659201/S-NafR44_normal.jpg,https://twitter.com/mariallort,Maria,Llort,Barcelona,undefined,386,118,60,no,Barcelona,Spain,
@marianchaparro,Marian Chaparro,Doctora en Periodismo | Profesora de redacción y transparencia | Directora del máster en periodismo de datos de @UNIRuniversidad,https://pbs.twimg.com/profile_images/887415078701674496/ahKHji7u_normal.jpg,https://twitter.com/marianchaparro,Marian,Chaparro,Madrid,https://t.co/NVFJBn9git,496,1269,4505,no,Madrid,Spain,
@MarianTV,Mariana Trigo Viera,"Subeditora de diseño interactivo en LA NACION, Argentina. Formo parte del equipo de @LNdata. Amante de la cultura nipona.",https://pbs.twimg.com/profile_images/2365178460/45ac0i43pexybezjwq6w_normal.jpeg,https://twitter.com/MarianTV,Mariana,Trigo Viera,"Buenos Aires, Argentina",http://t.co/7M6DSlEyED,369,3896,3260,no,Buenos Aires,Argentina,
@MarieSegger,Marie Segger,"Data & social fellow @TheEconomist. Former @googlenewslab fellow @SPIEGELONLINE, Trinity Mirror & @HuffPostDE intern, all about #ddj, #dataviz & #EUpolitics",https://pbs.twimg.com/profile_images/748608354503753728/TDOT4aEB_normal.jpg,https://twitter.com/MarieSegger,Marie,Segger,"London, England",https://t.co/NVCTYLugv1,1795,1136,1324,no,London,UK,
@marilia_gehrke,Marília Gehrke,"Journalist, researcher, PhD student at UFRGS. Interested in data journalism & good stories.",https://pbs.twimg.com/profile_images/933327348946161664/fgFgRO_e_normal.jpg,https://twitter.com/marilia_gehrke,Marília,Gehrke,"Porto Alegre, Brasil",https://t.co/AlcSZdNFLx,615,461,628,no,Porto Alegre,Brasil,
@marisamagar,María Isabel Magaña,Periodista en @datasketch. Friki formada @M_Investigacion. |Learning to #code like a journalist| #periodismodatos #DDJ #DataViz. Un pie en cada lado del charco.,https://pbs.twimg.com/profile_images/684435932532084737/ANV0YGZu_normal.jpg,https://twitter.com/marisamagar,María Isabel,Magaña,,https://t.co/FuHJJWkMpH,1466,1043,8011,no,,,
@MarjooG,Marjorie Grassler,"Ph.D #datajournalism & #bigdata, Founder of @Datadigma_, developing a passion for #robot #transhumanism #futur",https://pbs.twimg.com/profile_images/837637093606182914/3td1Ou_f_normal.jpg,https://twitter.com/MarjooG,Marjorie,Grassler,Barcelona,https://t.co/EyBCVL7uuE,853,300,932,no,Barcelona,Spain,
@MaryJoWebster,MaryJo Webster,Data journalist. Watchdog. Educator. @StarTribune. PGP=http://bit.ly/2yrXTxh,https://pbs.twimg.com/profile_images/428579568358658049/usgUFTuL_normal.jpeg,https://twitter.com/MaryJoWebster,MaryJo,Webster,"Arden Hills, Minnesota",https://t.co/tlTENOlitY,455,2140,5324,Cuenta verificada,Minessota,USA,
@marysaints,Mariana Santos,CEO @poderosaschicas Stanford @JSK Fellow @KnightFoundation Innovation Chair @FIU @ICFJKnight @guardian swim & surf,https://pbs.twimg.com/profile_images/380526409/mary15_normal.jpg,https://twitter.com/marysaints,Mariana,Santos,"Rio de Janeiro, Brazil",https://t.co/xLIgLaJJ8O,2819,6912,13400,no,Rio de Janeiro,Brasil,
@mcrosasb,Maria Crosas,Journalist • Digital • dataviz • Chatbots · New Technologies · Telegram bot: http://telegram.me/DinfografiaBot  · Articles on @storybench,https://pbs.twimg.com/profile_images/1018430721168433154/FPIvUsmS_normal.jpg,https://twitter.com/mcrosasb,Maria,Crosas,"Barcelona, Spain",https://t.co/Nmhp33206i,2535,1609,5109,no,Barcelona,Spain,
@Megan_Lucero,Megan Lucero,"Director of the @bureaulocal at @TBIJ: meganlucero@tbij.com // Formerly Data Journalism Editor at @thetimes and @thesundaytimes. Views, mine.",https://pbs.twimg.com/profile_images/861974040440958977/wVFxWqRI_normal.jpg,https://twitter.com/Megan_Lucero,Megan,Lucero,"London, UK",https://t.co/eBrlT6L691,1259,4043,3321,Cuenta verificada,London,UK,
@michelleminkoff,Michelle Minkoff,"Data Journalist @AP in Washington, DC. Combining passions for data, journ & tech. Kidney transplant recipient in Dec. 2016 thanks to fellow news nerd @tiffehr.",https://pbs.twimg.com/profile_images/841314742169948160/-Tr7mzNQ_normal.jpg,https://twitter.com/michelleminkoff,Michelle,Minkoff,"Washington, DC",https://t.co/lh6Kj1Z6Db,4066,5677,7984,Cuenta verificada,Washington DC,USA,
@milagsalazar,Milagros Salazar,Directora y fundadora de @ConvocaPE Periodista de investigación especializada en análisis de datos. Mi apuesta: hacer sostenible el periodismo de investigación.,https://pbs.twimg.com/profile_images/506832527416254464/7kVWRUTd_normal.jpeg,https://twitter.com/milagsalazar,Milagros,Salazar,,http://t.co/OYwgYeOGiM,1874,4606,3609,no,,,
@milamila07,Camila Salazar,Data Journalist. Economist. Data trainer. Open data. Fellow 2015 @EscuelaDeDatos @SchoolOfData Docente UCR,https://pbs.twimg.com/profile_images/896954960671236100/Yk5di9Xp_normal.jpg,https://twitter.com/milamila07,Camila,Salazar,"Alajuela, Costa Rica",https://t.co/eoDwcv0kNq,1111,2134,3761,no,Alajuela,Costa Rica,
@milena_iul,Milena,"Tech for human rights campaigns w/ @Amnesty. Leading http://decoders.amnesty.org  
Previously w/ @SchoolOfData, @OKFN & @Anticorruption",https://pbs.twimg.com/profile_images/2685848169/ff7661bb67067a28987586593b107e47_normal.jpeg,https://twitter.com/milena_iul,Milena,,London,undefined,776,1562,1611,no,London,UK,
@milesantana,Jamile Santana,#journalist #datajournalist #g1 #g1mogiesuzano,https://pbs.twimg.com/profile_images/935188879191236608/YR6FgDdl_normal.jpg,https://twitter.com/milesantana,Jamile,Santana,"Mogi das Cruzes, SP",https://t.co/mlQ4Hkw2Hc,644,991,5219,no,Mogi das Cruzes,Brasil,
@MissSarahLeo,Sarah Leo,"Visual data journalist at @TheEconomist & PhD candidate at @uclspp, interested in (counter-)terrorism. London-based Austrian. Views my own.",https://pbs.twimg.com/profile_images/544101583386968064/wPskGjYs_normal.jpeg,https://twitter.com/MissSarahLeo,Sarah,Leo,London,undefined,681,743,7994,no,London,UK,
@montsehid,Montse Hidalgo,To be filled in later.,https://pbs.twimg.com/profile_images/864607841704747008/6S9l0pLR_normal.jpg,https://twitter.com/montsehid,Montse,Hidalgo,,undefined,170,502,183,no,,,
@NaliniLC,NaliniLepetit-Chella,"Journaliste @NewsTankHER passée par @ElMundoData, @elperiodico et @OuestFrance. Formée au #ddj dans le master @M_Investigacion et à l'@IjbaOfficiel. Fan de BD.",https://pbs.twimg.com/profile_images/586853221810987009/ZtnsQh5a_normal.jpg,https://twitter.com/NaliniLC,NaliniLepetit,Chella,Madrid,undefined,2110,345,396,no,Madrid,Spain,
@NataliaMazotte,Natália Mazotte,#ddj #datavis #digitalmethods #access2info  #opendata #gender @escoladedados @okfnbr director @generonumero co-founder. Cooking and board game lover,https://pbs.twimg.com/profile_images/798640298314371074/QoudKm-q_normal.jpg,https://twitter.com/NataliaMazotte,Natália,Mazotte,Brasil,https://t.co/NfjQHmU4Jp,1305,2459,3078,no,Brasilia,Brasil,
@nayaroldan,Nayeli Roldán,"Reportera. Rebelde, crítica, utópica, lectora, franca, ex anti twitter y muy feliz. Todo lo tuiteado es a título personal. (Tips: nroldan@animalpolitico.com)",https://pbs.twimg.com/profile_images/1011284303035142144/KDqNWaAS_normal.jpg,https://twitter.com/nayaroldan,Nayeli,Roldán,Ciudad de México,https://t.co/lFLbyiwr4A,2664,10400,39800,no,Ciudad de México,Mexico,
@nellylun,Nelly Luna Amancio,Editora general - fundadora http://Ojo-publico.com  y @OjoLab Periodista de Investigación #PamamaPapers #Ambiente #Ciencia #ddj #Innovación PGP 0x124511EF,https://pbs.twimg.com/profile_images/979416818786893827/7OYstZ4e_normal.jpg,https://twitter.com/nellylun,Nelly,Luna Amancio,"Lima, Perú",https://t.co/fpdLc5qaky,1858,8431,21200,no,Lima,Peru,
@neusvidal,Neus Vidal,Investigative journalist @93metros Published @thetimes @el_pais. @cityjournalism with @becarioslacaixa. Lecturer @uocuniversity Founder @transpapress #FOIA,https://pbs.twimg.com/profile_images/1004369930840694785/NHtIfm-O_normal.jpg,https://twitter.com/neusvidal,Neus,Vidal,Barcelona via London,https://t.co/3eEO6Kdd4T,848,654,2042,no,Barcelona,Spain,
@niamh,niamh,wha?,https://pbs.twimg.com/profile_images/980321482461999104/cw70wCSv_normal.jpg,https://twitter.com/niamh,niamh,niamh,"Dublin City, Ireland",undefined,705,188,395,no,Dublin,Ireland,
@nuria_gut,Nuria Gutiérrez,"Periodista. 
Me interesa el periodismo de datos",https://pbs.twimg.com/profile_images/529382549080903680/-ZGd2WV__normal.jpeg,https://twitter.com/nuria_gut,Nuria,Gutiérrez,Barcelona,undefined,917,231,638,no,Barcelona,Spain,
@NuriaNogueraQ,NuriaNoguera,Sin bio,https://pbs.twimg.com/profile_images/982166896987422721/0l7PeDLb_normal.jpg,https://twitter.com/NuriaNogueraQ,Nuria,Noguera,Barcelona,https://t.co/bGJskh346c,264,72,167,no,Barcelona,Spain,
@oargueso,Olaya Argüeso,"Data journalist. Coordinator at @M_Investigacion. Before: @La_Ser, @tve_tve, ITX. @ledeprog alumna at @Columbia.",https://pbs.twimg.com/profile_images/1019220737008263168/G8vasLd__normal.jpg,https://twitter.com/oargueso,Olaya,Argüeso,Madrid,https://t.co/10sUUuBq6w,427,616,1146,no,Madrid,Spain,
@olilianayk,Liliana Bounegru,Editor http://DataJournalismHandbook.org  + http://DataDrivenJournalism.net . Data journalism @ejcnet. RMA @uva_amsterdam. Researcher http://emapsproject.com  + http://digitalmethods.net .,https://pbs.twimg.com/profile_images/3232587758/3472c5d13946cb514f0a500d938797ff_normal.jpeg,https://twitter.com/olilianayk,Liliana,Bounegru,United Kingdom,http://t.co/zBZbnO6RTp,887,3380,917,no,London,UK,
@PalomaRuizdPozo,Paloma Ruiz del Pozo,Junior Web Data Analyst en @Accenture  Periodista  Premio Periodismo de Datos @datalabx 2017  Antes @abc_es y @antena3com #DataDrivenJournalism,https://pbs.twimg.com/profile_images/943112292794855424/d99Jffz-_normal.jpg,https://twitter.com/PalomaRuizdPozo,Paloma,Ruiz del,"Krakow, Poland",https://t.co/UdUlGJCU8j,2427,803,16100,no,Krakow,Poland,
@patalgar,Patrícia Álvarez,Periodista. Visualització de dades. Caminant incansable. La vida dóna moltes voltes i les voltes donen molta vida.,https://pbs.twimg.com/profile_images/706853481894776832/OH8Lo-Td_normal.jpg,https://twitter.com/patalgar,Patrícia,Álvarez,Barcelona,https://t.co/1kndw1OXha,942,1020,3204,no,Barcelona,Spain,
@PauGuisado,Paula Guisado,Di un salto de @93metros y aterricé en @elmundoes. Data and investigative journalist made in @M_Investigacion.  #transparencia #ddj PGP: http://bit.ly/2q8MzT8,https://pbs.twimg.com/profile_images/777872179539111936/4FrGDKCg_normal.jpg,https://twitter.com/PauGuisado,Paula,Guisado,,https://t.co/rjyEq3BhYa,1037,3134,7999,no,,,
@Periodistante,Gabriela Villegas,"Reportera del noreste de México en @elnorte de @reforma |  Por ahora en @M_Investigacion en Madrid, España | Tuits personales |",https://pbs.twimg.com/profile_images/962833201008963584/DJhhNyFl_normal.jpg,https://twitter.com/Periodistante,Gabriela,Villegas,"Madrid, Spain",undefined,686,932,10200,no,Madrid,Spain,
@Pilarjlopez,Pilar Lopez,Almeriense en Madrid. Periodista e informática investigando el Periodismo de Datos y la Ley de Transparencia en la UCM.,https://pbs.twimg.com/profile_images/3114055787/bc2481606e47725a9a236e41f23824e9_normal.jpeg,https://twitter.com/Pilarjlopez,Pilar,Lopez,Madrid,https://t.co/HfDsf13Ce8,623,473,1339,no,Madrid,Spain,
@pinardag,Pınar Dağ FirthⓋ,Data/Journalism Lecturer @khasedutr Co-Founder @dagmedyaveri&Researcher @AllianzGI_US #datajournalism #ddj #vg #opendata #dataviz #verigazeteciligi #vegan,https://pbs.twimg.com/profile_images/946615425378471938/T4eKCKVu_normal.jpg,https://twitter.com/pinardag,Pınar,Dağ FirthⓋ,"İstanbu,London,San Francisco",https://t.co/cTMUOHqy4p,3656,4993,21500,no,Istanbul,Turkey,
@PorcelinaD,Pamela Duncan,Data journalist with @GuardianData. Previously Irish Times,https://pbs.twimg.com/profile_images/734067874256584705/r-TmU1cv_normal.jpg,https://twitter.com/PorcelinaD,Pamela,Duncan,London (via Donegal & Dublin),https://t.co/WHX5m7F9nN,2073,2521,789,Cuenta verificada,London,UK,
@pupulchatterjee,Pupul Chatterjee,"#ddj for @bbcbristol @bbcpointswest @bbcrb| Freelance @ITVCentral @transport_net @VictoriaLIVE @brumtransport @birminghammail, Times, Mirror| Ex @IndianExpress",https://pbs.twimg.com/profile_images/378800000060911899/c82313ac8b0aa5aab914543e0a286105_normal.jpeg,https://twitter.com/pupulchatterjee,Pupul,Chatterjee,Bristol and/or Birmingham,https://t.co/CO7OUgOpFN,2224,1094,9373,no,Bristol,UK,
@RBanningLover,Rachel Banning-Lover,Engagement and Communities Editor @FTLifeArts. Previously @GuardianGDP & IJP fellow @tagesspiegel.  Interested in #ddj. Chocolate brownie enthusiast.,https://pbs.twimg.com/profile_images/2809893733/e36d4c4233fd148d3927cf75fa665354_normal.png,https://twitter.com/RBanningLover,Rachel,Banning-Lover,"London, England",https://t.co/tgjYAjE3Bu,1386,1986,2164,Cuenta verificada,London,UK,
@Remrow,Vanessa Wormer,"Head of Data and Digital Investigations @SZ, #PanamaPapers #ParadisePapers team. PGP https://keybase.io/remrow  linked to vanessa.wormer[at]http://sz.de .",https://pbs.twimg.com/profile_images/818107291044089856/3KrswX38_normal.jpg,https://twitter.com/Remrow,Vanessa,Wormer,"Munich, Germany",https://t.co/TUbecA4Ma2,1904,4555,3788,Cuenta verificada,Munich,Germany,
@renata_mh,Renata Hirota,falta bio,https://pbs.twimg.com/profile_images/792885104410562561/VJgiFEpl_normal.jpg,https://twitter.com/renata_mh,Renata,Hirota,,undefined,178,235,2070,no,,,
@SamantaRioseras,Samanta Rioseras,Soy periodista y siempre encuentro el medio para demostrarlo,https://pbs.twimg.com/profile_images/978238075661963264/7HnVhULT_normal.jpg,https://twitter.com/SamantaRioseras,Samanta,Rioseras,,undefined,1047,1054,6062,no,,,
@saniaaziz12,Sania Aziz,"Studying MA Data Journalism at @MyBCU and writing for @bhameastside  Waiting for the next big thing. Reading, writing, eating, and daydreaming.",https://pbs.twimg.com/profile_images/1014081295964626944/Xa4HQoG7_normal.jpg,https://twitter.com/saniaaziz12,Sania,Aziz,"Hyderabad, Dubai, Birmingham",https://t.co/xaKn8tJkLc,162,193,1778,no,Hyderabad,Dubai,
@silviagalilea,Sílvia Galilea,"Apassionada de la comunicació en tots els seus formats, ara a @economieslocals i aprenent noves narratives d'#opendata a @storydatabcn",https://pbs.twimg.com/profile_images/937073333283250176/4gfMh6SN_normal.jpg,https://twitter.com/silviagalilea,Sílvia,Galilea,Barcelona,https://t.co/vXixefT1Ah,39,34,26,no,Barcelona,Spain,
