"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","SIC_CODE","PRIMARY_INDICATOR","CODE_DESCRIPTION"
"110002049079","NCDB","I02#199611210002  1","COMPLIANCE ACTIVITY","2834","PRIMARY","PHARMACEUTICAL PREPARATIONS"
"110002049079","NCDB","I02#199304155036  1","COMPLIANCE ACTIVITY","2834","PRIMARY","PHARMACEUTICAL PREPARATIONS"
"110002053223","ICIS","2657295","FORMAL ENFORCEMENT ACTION","4941","SECONDARY","WATER SUPPLY"
"110002053223","ICIS","32163","FORMAL ENFORCEMENT ACTION","4941","PRIMARY","WATER SUPPLY"
"110002053223","NPDES","PR0026778","NPDES PERMIT","4941","SECONDARY","WATER SUPPLY"
"110002054703","NCDB","I02#199306094549  1","COMPLIANCE ACTIVITY","2833","PRIMARY","MEDICINAL CHEMICALS AND BOTANICAL PRODUCTS"
"110002054703","ICIS","44225","FORMAL ENFORCEMENT ACTION","2834","PRIMARY","PHARMACEUTICAL PREPARATIONS"
"110002054703","AIRS/AFS","7209700003","AIR SYNTHETIC MINOR","2833","PRIMARY","MEDICINAL CHEMICALS AND BOTANICAL PRODUCTS"
"110002054703","AIR","PR0000007209700003","AIR SYNTHETIC MINOR","2833","PRIMARY","MEDICINAL CHEMICALS AND BOTANICAL PRODUCTS"
"110002054703","NPDES","PR0000353","ICIS-NPDES MAJOR","2833","PRIMARY","MEDICINAL CHEMICALS AND BOTANICAL PRODUCTS"
"110002054703","ICIS","40644","FORMAL ENFORCEMENT ACTION","2899","PRIMARY","CHEMICALS AND CHEMICAL PREPARATIONS, NOT ELSEWHERE CLASSIFIED"
"110002063356","AIRS/AFS","7212100036","AIR MINOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110002063356","AIR","PR0000007212100036","AIR MINOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110002063374","AIR","PR0000007202500066","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110002063374","AIRS/AFS","7202500066","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110002063454","AIR","PR0000007208500007","AIR MINOR","7219","PRIMARY","LAUNDRY AND GARMENT SERVICES, NOT ELSEWHERE CLASSIFIED"
"110002063454","AIRS/AFS","7208500007","AIR MINOR","7219","PRIMARY","LAUNDRY AND GARMENT SERVICES, NOT ELSEWHERE CLASSIFIED"
"110002063481","AIRS/AFS","7203900002","AIR MINOR","1429","PRIMARY","CRUSHED AND BROKEN STONE, NOT ELSEWHERE CLASSIFIED"
"110002063481","AIR","PR0000007203900002","AIR MINOR","1429","PRIMARY","CRUSHED AND BROKEN STONE, NOT ELSEWHERE CLASSIFIED"
"110002063490","AIR","PR0000007205500005","AIR MINOR","2041","PRIMARY","FLOUR AND OTHER GRAIN MILL PRODUCTS"
"110002063490","AIRS/AFS","7205500005","AIR MINOR","2041","PRIMARY","FLOUR AND OTHER GRAIN MILL PRODUCTS"
"110002063506","AIRS/AFS","7212500004","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110002063506","AIR","PR0000007212500004","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110002063515","TRIS","00725NTRSPHWY18","TRI REPORTER","2519","SECONDARY","HOUSEHOLD FURNITURE, NOT ELSEWHERE CLASSIFIED"
"110002063515","TRIS","00725NTRSPHWY18","TRI REPORTER","2512","SECONDARY","WOOD HOUSEHOLD FURNITURE, UPHOLSTERED"
"110002063515","TRIS","00725NTRSPHWY18","TRI REPORTER","2434","PRIMARY","WOOD KITCHEN CABINETS"
"110002063515","TRIS","00725NTRSPHWY18","TRI REPORTER","2531","SECONDARY","PUBLIC BUILDING AND RELATED FURNITURE"
"110002063515","TRIS","00725NTRSPHWY18","TRI REPORTER","2511","SECONDARY","WOOD HOUSEHOLD FURNITURE, EXCEPT UPHOLSTERED"
"110002063542","TRIS","00613KYSRRZENOG","TRI REPORTER","2251","PRIMARY","WOMEN'S FULL-LENGTH AND KNEE-LENGTH HOSIERY, EXCEPT SOCKS"
"110002063579","NPDES","PRR05B063","ICIS-NPDES MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110002063579","NPDES","PRRO5B068","ICIS-NPDES MINOR","1442","SECONDARY","CONSTRUCTION SAND AND GRAVEL"
"110002063597","AIR","PR0000007213700038","AIR MINOR","2086","PRIMARY","BOTTLED AND CANNED SOFT DRINKS AND CARBONATED WATERS"
"110002063597","AIRS/AFS","7213700038","AIR MINOR","2086","PRIMARY","BOTTLED AND CANNED SOFT DRINKS AND CARBONATED WATERS"
"110002085207","TRIS","00602BXTRF111CO","TRI REPORTER","2834","PRIMARY","PHARMACEUTICAL PREPARATIONS"
"110002085216","TRIS","00602ZLTXDURBIN","TRI REPORTER","3679","PRIMARY","ELECTRONIC COMPONENTS, NOT ELSEWHERE CLASSIFIED"
"110002085234","TRIS","00613RDSRVBARRI","TRI REPORTER","2087","PRIMARY","FLAVORING EXTRACTS AND FLAVORING SYRUPS, NOT ELSEWHERE CLASSIFIED"
"110002085323","TRIS","00648TLLBSCARR1","TRI REPORTER","3679","PRIMARY","ELECTRONIC COMPONENTS, NOT ELSEWHERE CLASSIFIED"
"110002085341","TRIS","00658SMCNDCARRN","TRI REPORTER","3674","PRIMARY","SEMICONDUCTORS AND RELATED DEVICES"
"110002085350","NCDB","I02#199610080002  1","COMPLIANCE ACTIVITY","2655","SECONDARY","FIBER CANS, TUBES, DRUMS, AND SIMILAR PRODUCTS"
"110002085350","AIR","PR0000007206500009","AIR MINOR","2653","PRIMARY","CORRUGATED AND SOLID FIBER BOXES"
"110002085350","AIR","PR0000007206500009","AIR MINOR","2655","SECONDARY","FIBER CANS, TUBES, DRUMS, AND SIMILAR PRODUCTS"
"110002085350","TRIS","00659BRNQNCARRN","TRI REPORTER","2653","PRIMARY","CORRUGATED AND SOLID FIBER BOXES"
"110002085350","AIRS/AFS","7206500009","AIR MINOR","2653","PRIMARY","CORRUGATED AND SOLID FIBER BOXES"
"110002085350","AIRS/AFS","7206500009","AIR MINOR","2655","SECONDARY","FIBER CANS, TUBES, DRUMS, AND SIMILAR PRODUCTS"
"110002085350","NCDB","I02#199610080002  1","COMPLIANCE ACTIVITY","2653","PRIMARY","CORRUGATED AND SOLID FIBER BOXES"
"110002085378","TRIS","00708PRVTLFREET","TRI REPORTER","2337","SECONDARY","WOMEN'S, MISSES', AND JUNIORS' SUITS, SKIRTS, AND COATS"
"110002085378","TRIS","00708PRVTLFREET","TRI REPORTER","2329","PRIMARY","MEN'S AND BOYS' CLOTHING, NOT ELSEWHERE CLASSIFIED"
"110002085387","TRIS","00715WSTRNTURPE","TRI REPORTER","3999","PRIMARY","MANUFACTURING INDUSTRIES, NOT ELSEWHERE CLASSIFIED"
"110002085403","TRIS","00731FSTSWROAD1","TRI REPORTER","2062","PRIMARY","CANE SUGAR REFINING"
"110002085421","TRIS","00740XMDTRCARR1","TRI REPORTER","3841","PRIMARY","SURGICAL AND MEDICAL INSTRUMENTS AND APPARATUS"
"110002085500","TRIS","00926RBTNCAVPON","TRI REPORTER","2434","PRIMARY","WOOD KITCHEN CABINETS"
"110002085500","TRIS","00926RBTNCAVPON","TRI REPORTER","2521","SECONDARY","WOOD OFFICE FURNITURE"
"110002315897","NCDB","I02#199210275211  1","COMPLIANCE ACTIVITY","9711","PRIMARY","NATIONAL SECURITY"
"110002315897","NCDB","I02#199210265211  1","COMPLIANCE ACTIVITY","9711","PRIMARY","NATIONAL SECURITY"
"110002315897","NCDB","I02#1999081815455 1","COMPLIANCE ACTIVITY","9711","PRIMARY","NATIONAL SECURITY"
"110002315897","ICIS","41173","FORMAL ENFORCEMENT ACTION","9711","PRIMARY","NATIONAL SECURITY"
"110002315897","NCDB","I02#1999081714684 1","COMPLIANCE ACTIVITY","9711","PRIMARY","NATIONAL SECURITY"
"110002315897","AIR","PR0000007203700004","AIR MAJOR","9711","PRIMARY","NATIONAL SECURITY"
"110002315897","NCDB","I02#1999081815455 2","COMPLIANCE ACTIVITY","9711","PRIMARY","NATIONAL SECURITY"
"110002315897","NCDB","I02#1999081715455 1","COMPLIANCE ACTIVITY","9711","PRIMARY","NATIONAL SECURITY"
"110002315897","NPDES","PR0020010","ICIS-NPDES MAJOR","9711","PRIMARY","NATIONAL SECURITY"
"110002315897","NCDB","I02#19980601007   2","COMPLIANCE ACTIVITY","9711","PRIMARY","NATIONAL SECURITY"
"110002315897","AIRS/AFS","7203700004","AIR MAJOR","9711","PRIMARY","NATIONAL SECURITY"
"110002315897","TRIS","00735SDDSNRTEPR","TRI REPORTER","9711","PRIMARY","NATIONAL SECURITY"
"110002341127","TRIS","00961BYMNSLUCHE","TRI REPORTER","3479","SECONDARY","COATING, ENGRAVING, AND ALLIED SERVICES, NOT ELSEWHERE CLASSIFIED"
"110002341127","TRIS","00961BYMNSLUCHE","TRI REPORTER","3444","PRIMARY","SHEET METALWORK"
"110002346809","TRIS","00643MPRTXCARR1","TRI REPORTER","2321","PRIMARY","MEN'S AND BOYS' SHIRTS, EXCEPT WORK SHIRTS"
"110002348807","ICIS","32116","FORMAL ENFORCEMENT ACTION","4941","PRIMARY","WATER SUPPLY"
"110002348807","ICIS","2658687","FORMAL ENFORCEMENT ACTION","4941","SECONDARY","WATER SUPPLY"
"110002465804","TRIS","00758BYMNCRD866","TRI REPORTER","3411","PRIMARY","METAL CANS"
"110002466448","TRIS","00718DLLTMINDUS","TRI REPORTER","3646","PRIMARY","COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURES"
"110002466554","TRIS","00716NFRMTROAD1","TRI REPORTER","3572","PRIMARY","COMPUTER STORAGE DEVICES"
"110002466581","TRIS","00768RLBLBSTATE","TRI REPORTER","2844","PRIMARY","PERFUMES, COSMETICS, AND OTHER TOILET PREPARATIONS"
"110004887944","NPDES","PR0022527","ICIS-NPDES NON-MAJOR","4941","PRIMARY","WATER SUPPLY"
"110004887953","ICIS","44271","FORMAL ENFORCEMENT ACTION","4952","PRIMARY","SEWERAGE SYSTEMS"
"110004887962","ICIS","2658671","FORMAL ENFORCEMENT ACTION","4941","SECONDARY","WATER SUPPLY"
"110004887962","ICIS","32232","FORMAL ENFORCEMENT ACTION","4941","PRIMARY","WATER SUPPLY"
"110004888088","NCDB","I02#199312145036  1","COMPLIANCE ACTIVITY","2841","PRIMARY","SOAP AND OTHER DETERGENTS, EXCEPT SPECIALTY CLEANERS"
"110004888168","ICIS","31154","FORMAL ENFORCEMENT ACTION","8621","PRIMARY","PROFESSIONAL MEMBERSHIP ORGANIZATIONS"
"110004888710","NPDES","PRR053198","ICIS-NPDES NON-MAJOR","4311","PRIMARY","UNITED STATES POSTAL SERVICE THIS INDUSTRY INCLUDES ALL ESTABLISHMENTS OF THE UNITED STATES POSTAL SERVICE."
"110004888710","NPDES","PRR053198","STORM WATER INDUSTRIAL","4311","PRIMARY","UNITED STATES POSTAL SERVICE THIS INDUSTRY INCLUDES ALL ESTABLISHMENTS OF THE UNITED STATES POSTAL SERVICE."
"110004888792","ICIS","26214","FORMAL ENFORCEMENT ACTION","3643","SECONDARY","CURRENT-CARRYING WIRING DEVICES"
"110004888792","TRIS","00928PMCRNNO67A","TRI REPORTER","3678","SECONDARY","ELECTRONIC CONNECTORS"
"110004888792","TRIS","00928PMCRNNO67A","TRI REPORTER","3471","PRIMARY","ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING"
"110004888792","ICIS","26214","FORMAL ENFORCEMENT ACTION","3679","PRIMARY","ELECTRONIC COMPONENTS, NOT ELSEWHERE CLASSIFIED"
"110004888836","NPDES","PR0000493","ICIS-NPDES NON-MAJOR","2097","PRIMARY","MANUFACTURED ICE"
"110004888863","NCDB","I02#19910319A2002 1","COMPLIANCE ACTIVITY","3545","PRIMARY","CUTTING TOOLS, MACHINE TOOL ACCESSORIES, AND MACHINISTS' PRECISION MEASURING DEVICES"
"110004889050","TRIS","00607WSTNGRD174","TRI REPORTER","3629","PRIMARY","ELECTRICAL INDUSTRIAL APPARATUS, NOT ELSEWHERE CLASSIFIED"
"110004889201","ICIS","33510","FORMAL ENFORCEMENT ACTION","4952","PRIMARY","SEWERAGE SYSTEMS"
"110004889201","NPDES","PR0024015","ICIS-NPDES NON-MAJOR","4941","PRIMARY","WATER SUPPLY"
"110004889210","NPDES","PR0022837","ICIS-NPDES NON-MAJOR","4941","PRIMARY","WATER SUPPLY"
"110004889265","TRIS","00634BCTNDLOT6V","TRI REPORTER","2835","PRIMARY","IN VITRO AND IN VIVO DIAGNOSTIC SUBSTANCES"
"110004889283","ICIS","32239","FORMAL ENFORCEMENT ACTION","4941","PRIMARY","WATER SUPPLY"
"110004889283","NPDES","PR0024163","ICIS-NPDES NON-MAJOR","4941","PRIMARY","WATER SUPPLY"
"110004889283","ICIS","2658662","FORMAL ENFORCEMENT ACTION","4941","SECONDARY","WATER SUPPLY"
"110004889372","NCDB","I02#19890426A2002 3","COMPLIANCE ACTIVITY","3471","PRIMARY","ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING"
"110004889773","NCDB","I02#19890426A2002 1","COMPLIANCE ACTIVITY","5211","PRIMARY","LUMBER AND OTHER BUILDING MATERIALS DEALERS"
"110004889773","NCDB","I02#19890426A2002 1","COMPLIANCE ACTIVITY","2491","SECONDARY","WOOD PRESERVING"
"110004889773","TRIS","00625LTRLM6AURB","TRI REPORTER","2491","PRIMARY","WOOD PRESERVING"
"110004889773","NCDB","I02#19980604007   2","COMPLIANCE ACTIVITY","2491","PRIMARY","WOOD PRESERVING"
"110004889880","ICIS","31183","FORMAL ENFORCEMENT ACTION","4173","PRIMARY","TERMINAL AND SERVICE FACILITIES FOR MOTOR VEHICLE PASSENGER TRANSPORTATION"
"110004890066","ICIS","24939","FORMAL ENFORCEMENT ACTION","4952","SECONDARY","SEWERAGE SYSTEMS"
"110004890066","ICIS","24939","FORMAL ENFORCEMENT ACTION","4941","PRIMARY","WATER SUPPLY"
"110004890155","AIR","PR0000007212790000","AIR MINOR","4731","PRIMARY","ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO"
"110004890155","AIRS/AFS","7212790000","AIR MINOR","4731","PRIMARY","ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO"
"110004890431","NCDB","I02#199304155036  3","COMPLIANCE ACTIVITY","2834","PRIMARY","PHARMACEUTICAL PREPARATIONS"
"110004890486","ICIS","32252","FORMAL ENFORCEMENT ACTION","9199","SECONDARY","GENERAL GOVERNMENT, NOT ELSEWHERE CLASSIFIED"
"110004890538","NCDB","I02#199710170001  1","COMPLIANCE ACTIVITY","3469","PRIMARY","METAL STAMPINGS, NOT ELSEWHERE CLASSIFIED"
"110004890556","AIR","PR0000007212700016","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110004890556","AIRS/AFS","7212700016","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110004890565","AIRS/AFS","7202100223","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110004890565","AIR","PR0000007202100223","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110004890645","ICIS","1400002373","FORMAL ENFORCEMENT ACTION","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004890645","ICIS","1400002373","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004890798","ICIS","5414858","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","SECONDARY","GASOLINE SERVICE STATIONS"
"110004891500","ICIS","1400003535","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004891699","ICIS","5870859","FORMAL ENFORCEMENT ACTION","8299","SECONDARY","SCHOOLS AND EDUCATIONAL SERVICES, NOT ELSEWHERE CLASSIFIED"
"110004891699","ICIS","5870859","ENFORCEMENT/COMPLIANCE ACTIVITY","8299","SECONDARY","SCHOOLS AND EDUCATIONAL SERVICES, NOT ELSEWHERE CLASSIFIED"
"110004891779","TRIS","00919MNTCDNO113","TRI REPORTER","2024","PRIMARY","ICE CREAM AND FROZEN DESSERTS"
"110004891993","ICIS","1400003609","ENFORCEMENT/COMPLIANCE ACTIVITY","2389","PRIMARY","APPAREL AND ACCESSORIES, NOT ELSEWHERE CLASSIFIED"
"110004891993","ICIS","1400003609","FORMAL ENFORCEMENT ACTION","2389","PRIMARY","APPAREL AND ACCESSORIES, NOT ELSEWHERE CLASSIFIED"
"110004892037","ICIS","600007552","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004892215","ICIS","600007637","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004892251","NCDB","I02#2002091110145 1","COMPLIANCE ACTIVITY","4911","PRIMARY","ELECTRIC SERVICES"
"110004892509","ICIS","600007523","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004892527","ICIS","600007183","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","SECONDARY","GASOLINE SERVICE STATIONS"
"110004892545","ICIS","600007545","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004892643","ICIS","1400002743","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004892689","ICIS","1400005319","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004892705","ICIS","1400002782","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004892723","ICIS","1400004201","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004892732","ICIS","1400005322","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004892769","ICIS","19843","FORMAL ENFORCEMENT ACTION","8062","PRIMARY","GENERAL MEDICAL AND SURGICAL HOSPITALS"
"110004892885","AIR","PR0000007201300097","AIR SYNTHETIC MINOR","3341","PRIMARY","SECONDARY SMELTING AND REFINING OF NONFERROUS METALS"
"110004892885","AIRS/AFS","7201300097","AIR MINOR","3341","PRIMARY","SECONDARY SMELTING AND REFINING OF NONFERROUS METALS"
"110004892910","ICIS","1400004266","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004893009","ICIS","600006897","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","SECONDARY","GASOLINE SERVICE STATIONS"
"110004893036","ICIS","1400002779","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004893054","ICIS","1400002793","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004893152","ICIS","600007532","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004893189","ICIS","600007538","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004893312","ICIS","1400003528","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004893429","ICIS","1400005310","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004893508","ICIS","1400001405","FORMAL ENFORCEMENT ACTION","7334","PRIMARY","PHOTOCOPYING AND DUPLICATING SERVICES"
"110004893508","ICIS","1400001405","ENFORCEMENT/COMPLIANCE ACTIVITY","7334","PRIMARY","PHOTOCOPYING AND DUPLICATING SERVICES"
"110004893517","ICIS","3400047407","ENFORCEMENT/COMPLIANCE ACTIVITY","1521","PRIMARY","GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES"
"110004893580","ICIS","1400005316","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004893580","ICIS","1400005316","FORMAL ENFORCEMENT ACTION","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004893768","ICIS","600007324","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","SECONDARY","GASOLINE SERVICE STATIONS"
"110004893866","ICIS","600036725","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004894008","ICIS","1400004965","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004894384","ICIS","1400002520","FORMAL ENFORCEMENT ACTION","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004894384","ICIS","1400002520","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004894400","ICIS","39950","FORMAL ENFORCEMENT ACTION","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004894909","ICIS","1400004460","ENFORCEMENT/COMPLIANCE ACTIVITY","5411","PRIMARY","GROCERY STORES"
"110004894909","ICIS","1400004460","FORMAL ENFORCEMENT ACTION","5411","PRIMARY","GROCERY STORES"
"110004894918","NCDB","I02#19920827A2002 3","COMPLIANCE ACTIVITY","2891","PRIMARY","ADHESIVES AND SEALANTS"
"110004894918","NPDES","PRNOE3294","NPDES PERMIT","2851","PRIMARY","PAINTS, VARNISHES, LACQUERS, ENAMELS, AND ALLIED PRODUCTS"
"110004894918","NPDES","PRNOE3294","STORM WATER INDUSTRIAL","2851","PRIMARY","PAINTS, VARNISHES, LACQUERS, ENAMELS, AND ALLIED PRODUCTS"
"110004895016","TRIS","00638PRCSNBETAN","TRI REPORTER","2048","PRIMARY","PREPARED FEEDS AND FEED INGREDIENTS FOR ANIMALS AND FOWLS, EXCEPT DOGS AND CATS"
"110004895105","ICIS","600006855","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","SECONDARY","GASOLINE SERVICE STATIONS"
"110004895338","AIRS/AFS","7209700011","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110004895338","AIR","PR0000007209700011","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110004895409","ICIS","600007611","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110004895524","ICIS","1400004462","FORMAL ENFORCEMENT ACTION","5411","PRIMARY","GROCERY STORES"
"110004895524","ICIS","1400004462","ENFORCEMENT/COMPLIANCE ACTIVITY","5411","PRIMARY","GROCERY STORES"
"110004895784","ICIS","1400004464","ENFORCEMENT/COMPLIANCE ACTIVITY","5411","PRIMARY","GROCERY STORES"
"110004895784","ICIS","1400004464","FORMAL ENFORCEMENT ACTION","5411","PRIMARY","GROCERY STORES"
"110004895962","AIR","PR0000007202300002","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110004895962","AIRS/AFS","7202300002","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110004896051","ICIS","1400004457","FORMAL ENFORCEMENT ACTION","5411","PRIMARY","GROCERY STORES"
"110004896051","ICIS","1400004457","ENFORCEMENT/COMPLIANCE ACTIVITY","5411","PRIMARY","GROCERY STORES"
"110005973642","AIRS/AFS","7202900015","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110005973642","AIR","PR0000007202900015","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110005975294","AIR","PR0000007200500018","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110005975294","AIRS/AFS","7200500018","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110006119002","ICIS","1400001412","ENFORCEMENT/COMPLIANCE ACTIVITY","2389","PRIMARY","APPAREL AND ACCESSORIES, NOT ELSEWHERE CLASSIFIED"
"110006119002","ICIS","1400001412","FORMAL ENFORCEMENT ACTION","2389","PRIMARY","APPAREL AND ACCESSORIES, NOT ELSEWHERE CLASSIFIED"
"110006119020","AIR","PR0000007212300017","AIR MINOR","9711","PRIMARY","NATIONAL SECURITY"
"110006119182","NCDB","I02#19890425A2001 3","COMPLIANCE ACTIVITY","5169","PRIMARY","CHEMICALS AND ALLIED PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110006433582","ICIS","42721","FORMAL ENFORCEMENT ACTION","2061","PRIMARY","CANE SUGAR, EXCEPT REFINING"
"110006433760","SSTS","057326PR001","PESTICIDE PRODUCER","2812","UNKNOWN","ALKALIES AND CHLORINE"
"110006433760","SSTS","057326PR001","PESTICIDE PRODUCER","2821","UNKNOWN","PLASTICS MATERIALS, SYNTHETIC RESINS, AND NONVULCANIZABLE ELASTOMERS"
"110006433760","NCDB","I02#19880915A2001 1","COMPLIANCE ACTIVITY","2952","PRIMARY","ASPHALT FELTS AND COATINGS"
"110006433760","NCDB","I02#199405245036  1","COMPLIANCE ACTIVITY","2899","PRIMARY","CHEMICALS AND CHEMICAL PREPARATIONS, NOT ELSEWHERE CLASSIFIED"
"110006433760","NPDES","PRNOE3293","NPDES PERMIT","2851","PRIMARY","PAINTS, VARNISHES, LACQUERS, ENAMELS, AND ALLIED PRODUCTS"
"110006433760","NPDES","PRNOE3293","STORM WATER INDUSTRIAL","2851","PRIMARY","PAINTS, VARNISHES, LACQUERS, ENAMELS, AND ALLIED PRODUCTS"
"110006433993","ICIS","1400002757","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110006433993","ICIS","1400002757","FORMAL ENFORCEMENT ACTION","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110006622100","AIRS/AFS","7212700007","AIR MINOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110006622100","ICIS","32146","FORMAL ENFORCEMENT ACTION","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110006622100","AIR","PR0000007212700007","AIR MINOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110006622100","NPDES","PR0021202","ICIS-NPDES MAJOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110006622146","NPDES","PR0000086","ICIS-NPDES MAJOR","2869","PRIMARY","INDUSTRIAL ORGANIC CHEMICALS, NOT ELSEWHERE CLASSIFIED"
"110006622164","ICIS","44301","FORMAL ENFORCEMENT ACTION","9223","PRIMARY","CORRECTIONAL INSTITUTIONS"
"110006622164","ICIS","2659425","FORMAL ENFORCEMENT ACTION","4941","SECONDARY","WATER SUPPLY"
"110006622164","ICIS","44300","FORMAL ENFORCEMENT ACTION","9223","PRIMARY","CORRECTIONAL INSTITUTIONS"
"110006622164","NPDES","PR0024589","ICIS-NPDES NON-MAJOR","9223","PRIMARY","CORRECTIONAL INSTITUTIONS"
"110006622191","NPDES","PR0023396","ICIS-NPDES MAJOR","9111","PRIMARY","EXECUTIVE OFFICES"
"110006622547","NPDES","PR0026085","ICIS-NPDES MAJOR","4941","PRIMARY","WATER SUPPLY"
"110006622547","ICIS","2660394","FORMAL ENFORCEMENT ACTION","4941","SECONDARY","WATER SUPPLY"
