"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","AFFILIATION_TYPE","START_DATE","END_DATE","ORG_NAME","ORG_TYPE","DUNS_NUMBER","DIVISION_NAME","PHONE_NUMBER","ALTERNATE_PHONE","FAX_NUMBER","EMAIL_ADDRESS","EIN","STATE_BUSINESS_ID","MAILING_ADDRESS","SUPPLEMENTAL_ADDRESS","CITY_NAME","STATE_CODE","STATE_NAME","POSTAL_CODE","COUNTRY_NAME"
"110007342642","OTAQREG","08698","GASOLINE AND DIESEL PRODUCERS","OWNER","","","ENRON LIQUID FUELS INC","UNKNOWN","","","","","","","","","","","","","","",""
"110007342642","OTAQREG","81511","GASOLINE AND DIESEL PRODUCERS","OWNER","","","PEERLESS OIL & CHEM","UNKNOWN","","","","","","","","","","","","","","",""
"110007342642","OTAQREG","08136","GASOLINE AND DIESEL PRODUCERS","OWNER","","","PEERLESS OIL & CHEM","UNKNOWN","","","","","","","","","","","","","","",""
"110007342768","AIR","PR0000007213900013","AIR MINOR","ALTERNATE MAILING ADDRESS","","","ALFONSO M DIAZ","UNKNOWN","","","","","","","","","","","","","","",""
"110007342786","TRIS","00763WRNRLCARRE","TRI REPORTER","PARENT COMPANY","","","PFIZER INC","PRIVATE","001326495","","","","","","","","","","","","","",""
"110007342786","RCRAINFO","PRD091144709","LQG","OWNER","01-JAN-2004 00:00:00","","PFIZER PHARMACEUTICALS LLC","PRIVATE","","","","","","","","","","","","","","",""
"110007342786","NPDES","PR0023451","ICIS-NPDES MAJOR","MAILING ADDRESS","","","PFIZER PHARMACEUIECALS LLC","UNKNOWN","","","","","","","","","","","","","","",""
"110007342795","TRIS","00791PRPYBPR03K","TRI REPORTER","PARENT COMPANY","","","PUERTO RICO ELECTRIC POWER AUTHORITY","PRIVATE","090034703","","","","","","","","","","","","","",""
"110007353960","RCRAINFO","PRR000024885","LQG","OWNER","07-JAN-1975 00:00:00","","US FEDERAL GOVERNMENT GSA PBS","FEDERAL","","","518-431-0311","","","","","","","","","","","",""
"110007353960","RCRAINFO","PRR000024885","LQG","OPERATOR","07-JAN-1975 00:00:00","","US FEDERAL GOVERNMENT GSA PBS","FEDERAL","","","518-431-0311","","","","","","","","","","","",""
"110007432821","RMP","100000185417","RMP REPORTER","JOINT PARENT COMPANY","","","LINDE, INC.","UNKNOWN","","","","","","","","","","","","","","",""
"110007432821","RMP","100000185417","RMP REPORTER","OWNER/OPERATOR","","","LINDE, INC.","UNKNOWN","","","","","","","","","","","","","","",""
"110007432821","RMP","100000185417","RMP REPORTER","PARENT COMPANY","","","LINDE GAS NORTH AMERICA LLC","UNKNOWN","4174819","","","","","","","","","","","","","",""
"110007432821","TRIS","00656RPRDCSTATE","TRI REPORTER","PARENT COMPANY","","","AIR PRODUCTS & CHEMICALS INC","PRIVATE","003001070","","","","","","","","","","","","","",""
"110007435061","TRIS","00758BXTRHRD165","TRI REPORTER","PARENT COMPANY","","","BAXTER SALES CORP","PRIVATE","180532558","","","","","","","","","","","","","",""
"110007436051","TRIS","00661BRNSPROAD3","TRI REPORTER","PARENT COMPANY","","","BOURNS INC","PRIVATE","008255754","","","","","","","","","","","","","",""
"110007436818","TRIS","00680BRSTLFOREI","TRI REPORTER","PARENT COMPANY","","","BRISTOL-MYERS SQUIBB CO","PRIVATE","001288497","","","","","","","","","","","","","",""
"110007439049","TRIS","00615CRBGNSTRD3","TRI REPORTER","PARENT COMPANY","","","GE CO.","PRIVATE","001367960","","","","","","","","","","","","","",""
"110007439600","TRIS","00673CRBSTRD992","TRI REPORTER","PARENT COMPANY","","","DUO-FAST CORP","PRIVATE","005119441","","","","","","","","","","","","","",""
"110007440402","TRIS","00709CNTRLRD341","TRI REPORTER","PARENT COMPANY","","","VAN DORN CORP","PRIVATE","077777258","","","","","","","","","","","","","",""
"110007442197","TRIS","00751DSSTNKM156","TRI REPORTER","PARENT COMPANY","","","TH GOLDSCHMIDT AG","PRIVATE","","","","","","","","","","","","","","",""
"110007442428","TRIS","00603DSCFPRD459","TRI REPORTER","PARENT COMPANY","","","DSC COMMUNICATION CORP","PRIVATE","","","","","","","","","","","","","","",""
"110007443855","TRIS","00623NSCXXCARR3","TRI REPORTER","PARENT COMPANY","","","NASCO INTL","PRIVATE","","","","","","","","","","","","","","",""
"110007542187","TRIS","00660TRMNLSTATE","TRI REPORTER","PARENT COMPANY","","","EMERSON ELECTRIC CO","PRIVATE","006269633","","","","","","","","","","","","","",""
"110007544416","TRIS","00937SSLMMLUISM","TRI REPORTER","PARENT COMPANY","","","TOTAL HOLDINGS USA INC","PRIVATE","090432527","","","","","","","","","","","","","",""
"110007544871","TRIS","00762HRMNTHWY2K","TRI REPORTER","PARENT COMPANY","","","HARVARD INDUSTRIES INC","PRIVATE","002168037","","","","","","","","","","","","","",""
"110007547468","TRIS","00658NSTFRPR189","TRI REPORTER","PARENT COMPANY","","","INSITUFORM TECHNOLOGIES INC","PRIVATE","109243139","","","","","","","","","","","","","",""
"110007549206","TRIS","00757PWRPRPRRD1","TRI REPORTER","PARENT COMPANY","","","R E PHELON CO INC","PRIVATE","","","","","","","","","","","","","","",""
"110007551853","TRIS","00763PRTRCSTREE","TRI REPORTER","PARENT COMPANY","","","MAGRUDER COLOR CO INC","PRIVATE","011510542","","","","","","","","","","","","","",""
"110007552781","TRIS","00792LTRNSCARR9","TRI REPORTER","PARENT COMPANY","","","LUTRON ELECTRONICS CO INC","PRIVATE","","","2152822592","","","","","","","","","","","",""
"110007553236","TRIS","00666TMPLXPOBOX","TRI REPORTER","PARENT COMPANY","","","ASCOM TIMEPLEX HOLDING BV","PRIVATE","","","","","","","","","","","","","","",""
"110007555494","TRIS","00766CMPTRURBLA","TRI REPORTER","PARENT COMPANY","","","WESTINGHOUSE ELECTRIC CORP","PRIVATE","001343953","","","","","","","","","","","","","",""
"110007556073","TRIS","00708PRDCTDSTRE","TRI REPORTER","PARENT COMPANY","","","WESTINGHOUSE ELECTRIC CORP","PRIVATE","001343953","","","","","","","","","","","","","",""
"110007802119","TRIS","00701DPNTGHIGHW","TRI REPORTER","PARENT COMPANY","","","E I DU PONT DE NEMOURS & CO","PRIVATE","008966418","","","","","","","","","","","","","",""
"110007802119","SSTS","039926PR001","PESTICIDE PRODUCER","OWNER","","","DUPONT AGRICULTURAL CARIBE IND LTD","UNKNOWN","980494280","","","","","","","","","","","","","",""
"110007802119","TRIS","00701DPNTGHIGHW","TRI REPORTER","PARENT COMPANY","","","E.I. DU PONT DE NEMOURS & CO","UNKNOWN","","","","","","","","","","","","","","",""
"110007802119","RCRAINFO","PRD981130131","LQG","OPERATOR","01-JAN-1998 00:00:00","","DUPONT AGRICULTURAL CARIBE IND LTD","UNKNOWN","980494280","","","","","","","","","","","","","",""
"110007802645","TRIS","00683BXTRHRD122","TRI REPORTER","PARENT COMPANY","","","FENWAL INTERNATIONAL INC","PRIVATE","794519020","","","","","","","","","","","","","",""
"110007802645","RCRAINFO","PR0000090613","LQG","OPERATOR","01-DEC-2012 00:00:00","","FENWAL A FRESENIUS KABI CO","PRIVATE","","","","","","","","","","","","","","",""
"110007802645","RCRAINFO","PR0000090613","LQG","OWNER","01-MAR-2007 00:00:00","","PUERTO RICO INDUSTRIAL DEVELOPMENT CO","STATE","","","787-758-4747","","","","","","","","","","","",""
"110007803476","RCRAINFO","PR0000905018","LQG","OWNER","17-JUN-2013 00:00:00","","WILLIAM BROWN","PRIVATE","","","","","","","","","","","","","","",""
"110007803476","TRIS","00715ZMMRCTURPE","TRI REPORTER","PARENT COMPANY","","","ZIMMER HOLDINGS INC","PRIVATE","786133579","","","","","","","","","","","","","",""
"110007803476","RCRAINFO","PR0000905018","LQG","OPERATOR","24-AUG-2009 00:00:00","","BILL BROWN","PRIVATE","","","","","","","","","","","","","","",""
"110007803476","RCRAINFO","PR0000905018","LQG","OWNER","24-AUG-2009 00:00:00","","BILL BROWN","PRIVATE","","","","","","","","","","","","","","",""
"110007803797","TRIS","00904RMYVTISLAG","TRI REPORTER","PARENT COMPANY","","","US DEPARTMENT OF DEFENSE","FEDERAL","084197540","","","","","","","","","","","","","",""
"110007803797","TRIS","00904RMYVTISLAG","TRI REPORTER","PARENT COMPANY","","","US DEPARTMENT OF DEFENSE","UNKNOWN","","","","","","","","","","","","","","",""
"110007803840","NPDES","PRL020273","BIOSOLIDS","MAILING ADDRESS","","","PRASA AGUAS BUENAS","UNKNOWN","","","","","","","","","","","","","","",""
"110007803840","RMP","100000120095","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110007803840","NPDES","PR0020273","POTW","MAILING ADDRESS","","","PRASA AGUAS BUENAS S.T.P.","UNKNOWN","","","","","","","","","","","","","","",""
"110007803840","NPDES","PR0020273","ICIS-NPDES MAJOR","MAILING ADDRESS","","","PRASA AGUAS BUENAS S.T.P.","UNKNOWN","","","","","","","","","","","","","","",""
"110007803840","RMP","100000120095","RMP REPORTER","OWNER/OPERATOR","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110007803840","NPDES","PRL020273","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA AGUAS BUENAS","UNKNOWN","","","","","","","","","","","","","","",""
"110007803948","NPDES","PR0021695","POTW","MAILING ADDRESS","","","PRASA BRISAS DEL MAR","UNKNOWN","","","","","","","","","","","","","","",""
"110007803948","RMP","100000128426","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110007803948","RMP","100000128426","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110007803948","NPDES","PRL021695","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA BRISAS DEL MAR","UNKNOWN","","","","","","","","","","","","","","",""
"110007803948","NPDES","PR0021695","ICIS-NPDES MAJOR","MAILING ADDRESS","","","PRASA BRISAS DEL MAR","UNKNOWN","","","","","","","","","","","","","","",""
"110007803948","RMP","100000128426","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110007803948","NPDES","PRL021695","BIOSOLIDS","MAILING ADDRESS","","","PRASA BRISAS DEL MAR","UNKNOWN","","","","","","","","","","","","","","",""
"110007803948","NPDES","PR0021695","NPDES PRETREATMENT PROGRAM","MAILING ADDRESS","","","PRASA BRISAS DEL MAR","UNKNOWN","","","","","","","","","","","","","","",""
"110007804386","NPDES","PRL020648","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA MARICAO","UNKNOWN","","","","","","","","","","","","","","",""
"110007804386","NPDES","PRL020648","BIOSOLIDS","MAILING ADDRESS","","","PRASA MARICAO","UNKNOWN","","","","","","","","","","","","","","",""
"110007804386","NPDES","PR0020648","POTW","MAILING ADDRESS","","","PRASA MARICAO STP","UNKNOWN","","","","","","","","","","","","","","",""
"110007804386","NPDES","PR0020648","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA MARICAO STP","UNKNOWN","","","","","","","","","","","","","","",""
"110007804527","RCRAINFO","PRD000691022","CESQG","OPERATOR","04-AUG-2000 00:00:00","","UPR CARIBBEAN PRIMATE RESEARCH CENTER","STATE","","","","","","","","","","","","","","",""
"110007804625","RMP","100000124858","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110007804625","NPDES","PRL020761","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA - PENUELAS WWTP","UNKNOWN","","","","","","","","","","","","","","",""
"110007804625","NPDES","PRL020761","BIOSOLIDS","MAILING ADDRESS","","","PRASA - PENUELAS WWTP","UNKNOWN","","","","","","","","","","","","","","",""
"110007804625","NPDES","PR0020761","POTW","MAILING ADDRESS","","","PRASA PENNUELAS","UNKNOWN","","","","","","","","","","","","","","",""
"110007804625","RMP","100000124858","RMP REPORTER","OWNER/OPERATOR","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","7876202277","","","CIECENTRAL@ACUEDUCTOSPR.COM","","","","","","","","",""
"110007804625","RMP","100000124858","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110007804625","RMP","100000124858","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110007804625","NPDES","PR0020761","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA PENNUELAS","UNKNOWN","","","","","","","","","","","","","","",""
"110007804625","RMP","100000124858","RMP REPORTER","OWNER/OPERATOR","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110007804796","NPDES","PR0020818","NPDES PRETREATMENT PROGRAM","MAILING ADDRESS","","","PRASA SAN GERMAN","UNKNOWN","","","","","","","","","","","","","","",""
"110007804796","NPDES","PR0020818","ICIS-NPDES MAJOR","MAILING ADDRESS","","","PRASA SAN GERMAN","UNKNOWN","","","","","","","","","","","","","","",""
"110007804796","NPDES","PR0020818","POTW","MAILING ADDRESS","","","PRASA SAN GERMAN","UNKNOWN","","","","","","","","","","","","","","",""
"110007804812","NPDES","PR0020851","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA SAN SEBASTIAN","UNKNOWN","","","","","","","","","","","","","","",""
"110007804812","NPDES","PR0020851","POTW","MAILING ADDRESS","","","PRASA SAN SEBASTIAN","UNKNOWN","","","","","","","","","","","","","","",""
"110007804821","RMP","100000125152","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110007804821","RMP","100000125152","RMP REPORTER","OWNER/OPERATOR","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","7876202277","","","CIECENTRAL@ACUEDUCTOSPR.COM","","","","","","","","",""
"110007804821","RMP","100000125152","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110007804821","RMP","100000125152","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110007804821","NPDES","PR0023761","NPDES PRETREATMENT PROGRAM","MAILING ADDRESS","","","PRASA SANTA ISABEL","UNKNOWN","","","","","","","","","","","","","","",""
"110007804821","NPDES","PR0023761","ICIS-NPDES MAJOR","MAILING ADDRESS","","","PRASA SANTA ISABEL","UNKNOWN","","","","","","","","","","","","","","",""
"110007804821","NPDES","PR0023761","POTW","MAILING ADDRESS","","","PRASA SANTA ISABEL","UNKNOWN","","","","","","","","","","","","","","",""
"110007804858","NPDES","PR0020869","POTW","MAILING ADDRESS","","","PRASA TOA ALTA","UNKNOWN","","","","","","","","","","","","","","",""
"110007804858","NPDES","PR0020869","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA TOA ALTA","UNKNOWN","","","","","","","","","","","","","","",""
"110007804858","NPDES","PR0020869","NPDES PRETREATMENT PROGRAM","MAILING ADDRESS","","","PRASA TOA ALTA","UNKNOWN","","","","","","","","","","","","","","",""
"110007804894","NPDES","PR0020923","NPDES PRETREATMENT PROGRAM","MAILING ADDRESS","","","PRASA - VEGA STP","UNKNOWN","","","","","","","","","","","","","","",""
"110007804894","NPDES","PRL020923","BIOSOLIDS","MAILING ADDRESS","","","PRASA VEGA ALTA","UNKNOWN","","","","","","","","","","","","","","",""
"110007804894","NPDES","PRL020923","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA VEGA ALTA","UNKNOWN","","","","","","","","","","","","","","",""
"110007804894","NPDES","PR0020923","ICIS-NPDES MAJOR","MAILING ADDRESS","","","PRASA - VEGA STP","UNKNOWN","","","","","","","","","","","","","","",""
"110007804894","NPDES","PR0020923","POTW","MAILING ADDRESS","","","PRASA - VEGA STP","UNKNOWN","","","","","","","","","","","","","","",""
"110007804983","NPDES","PR0021717","ICIS-NPDES MAJOR","MAILING ADDRESS","","","PRASA YABUCOA STP","UNKNOWN","","","","","","","","","","","","","","",""
"110007804983","RMP","100000126062","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110007804983","NPDES","PR0021717","NPDES PRETREATMENT PROGRAM","MAILING ADDRESS","","","PRASA YABUCOA STP","UNKNOWN","","","","","","","","","","","","","","",""
"110007804983","RMP","100000126062","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110007804983","NPDES","PR0021717","POTW","MAILING ADDRESS","","","PRASA YABUCOA STP","UNKNOWN","","","","","","","","","","","","","","",""
"110007805107","TRIS","00766MDTRNROAD1","TRI REPORTER","PARENT COMPANY","","","MEDTRONIC INC","PRIVATE","006261481","","","","","","","","","","","","","",""
"110007805116","TRIS","00671PRNCM183RD","TRI REPORTER","PARENT COMPANY","","","CHESEBROUGH-POND'S USA","PRIVATE","090444902","","","","","","","","","","","","","",""
"110007805198","NPDES","PR0024279","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","ALBERTO CULVER P R INC","UNKNOWN","","","","","","","","","","","","","","",""
"110007805205","RCRAINFO","PRD000706291","CESQG","OWNER","01-APR-2011 00:00:00","","NEXEO SOLUTIONS LLC","PRIVATE","","","614-790-4277","","6147906080","","","","","","","","","",""
"110007805205","RCRAINFO","PRD000706291","CESQG","OPERATOR","01-APR-2011 00:00:00","","NEXEO SOLUTIONS LLC","PRIVATE","","","614-790-4277","","6147906080","","","","","","","","","",""
"110007805205","RCRAINFO","PRD000706291","CESQG","OWNER","01-JAN-1600 00:00:00","","ASHLAND CHEMICAL CO","PRIVATE","","","NONE","","","","","","","","","","","",""
"110007805205","RCRAINFO","PRD000706291","CESQG","OPERATOR","01-JAN-1600 00:00:00","","ASHLAND CHEMICAL CO","PRIVATE","","","NONE","","","","","","","","","","","",""
"110007805205","TRIS","00962SHLNDST4BL","TRI REPORTER","PARENT COMPANY","","","ASHLAND INC","PRIVATE","005003264","","","","","","","","","","","","","",""
"110007805312","TRIS","00673SYLTRROAD9","TRI REPORTER","PARENT COMPANY","","","OSRAM GMBH MUNICH GERMANY","PRIVATE","001495928","","","","","","","","","","","","","",""
"110007805349","TRIS","00705BXTRHMERCE","TRI REPORTER","PARENT COMPANY","","","BAXTER INTERNATIONAL INC","PRIVATE","005083209","","","","","","","","","","","","","",""
"110007805562","TRIS","00705TRCSNRD14K","TRI REPORTER","PARENT COMPANY","","","PILGRIMS CORP","PRIVATE","007334170","","","","","","","","","","","","","",""
"110007805562","TRIS","00705TRCSNRD14K","TRI REPORTER","PARENT COMPANY","","","PILGRIMS PRIDE CORP","PRIVATE","007334170","","","","","","","","","","","","","",""
"110007805599","TRIS","00738PLLPRRD194","TRI REPORTER","PARENT COMPANY","","","PALL CORP","PRIVATE","002054419","","","","","","","","","","","","","",""
"110007805642","TRIS","00627PNMSHPRRD1","TRI REPORTER","PARENT COMPANY","","","DEXTER SHOE CO","PRIVATE","001101435","","","","","","","","","","","","","",""
"110007805642","TRIS","00627PNMSHPRRD1","TRI REPORTER","PARENT COMPANY","","","DEXTER SHOE CO","PRIVATE","","","207-924-7341","","","","","","","","","","","",""
"110007805688","TRIS","00629LMNMP185RO","TRI REPORTER","PARENT COMPANY","","","ALUMINUM EXTRUSIONS CORP","PRIVATE","090000068","","","","","","","","","","","","","",""
"110007805811","TRIS","00617BRSTLSTATE","TRI REPORTER","PARENT COMPANY","","","BRISTOL-MYERS SQUIBB CO","PRIVATE","001288497","","","","","","","","","","","","","",""
"110007805893","RCRAINFO","PRD090066234","SQG","OWNER","01-JAN-2042 00:00:00","","PUERTO RICO INDUSTRIAL DEVELOPMENT CO","STATE","","","787-758-4747","","","","","","","","","","","",""
"110007805893","TRIS","00636MRSNPDORAD","TRI REPORTER","PARENT COMPANY","","","EMERSON ELECTRIC CO","PRIVATE","006269633","","","","","","","","","","","","","",""
"110007805893","RCRAINFO","PRD090066234","SQG","OPERATOR","01-OCT-2014 00:00:00","","BETTINA COSMETICS INC","PRIVATE","","","","","","","","","","","","","","",""
"110007805937","TRIS","00661CRBGNSTROA","TRI REPORTER","PARENT COMPANY","","","GENERAL ELECTRIC CO (GE CO)","PRIVATE","001367960","","","","","","","","","","","","","",""
"110007805937","RCRAINFO","PRD090070459","SQG","OPERATOR","01-JUL-1969 00:00:00","","GE INDUSTRIAL OF PR LLC.  HUMACAO PLANT","PRIVATE","","","","","","","","","","","","","","",""
"110007805955","TRIS","00625BNNRPPRRD1","TRI REPORTER","PARENT COMPANY","","","SUPERIOR PAINTS MANUFACTURING CO INC","PRIVATE","090122250","","","","","","","","","","","","","",""
"110007806017","RCRAINFO","PRD090087230","LQG","OWNER","01-NOV-2012 00:00:00","","DUPONT PERFORMANCE COATINGS LLC","PRIVATE","","","","","","","","","","","","","","",""
"110007806017","RCRAINFO","PRD090087230","LQG","OPERATOR","01-NOV-2012 00:00:00","","DUPONT PERFORMANCE COATINGS LLC","PRIVATE","","","","","","","","","","","","","","",""
"110007806017","RCRAINFO","PRD090087230","LQG","OPERATOR","01-FEB-2013 00:00:00","","JOSE A LUGO","PRIVATE","","","","","","","","","","","","","","",""
"110007806151","TRIS","00962CHNDLRD869","TRI REPORTER","PARENT COMPANY","","","MAYS CHEMICAL CO","PRIVATE","","","","","","","","","","","","","","",""
"110007806151","RMP","100000032181","RMP REPORTER","PARENT COMPANY","","","MAYS CHEMICAL COMPANY OF PUERTO RICO INC","PRIVATE","","","","","","","","","","","","","","",""
"110007806188","E-GGRT","1007514","GREENHOUSE GAS REPORTER","PARENT COMPANY","01-JAN-2013 00:00:00","31-DEC-2013 00:00:00","ABBVIE INC","UNKNOWN","","","","","","","","","","","","","","",""
"110007806188","RCRAINFO","PRD090131251","LQG","OPERATOR","06-JUL-2012 00:00:00","","ABBVIE, LTD","PRIVATE","","","","","","","","","","","","","","",""
"110007806188","RCRAINFO","PRD987374451","UNSPECIFIED UNIVERSE","OWNER","06-JUL-2012 00:00:00","","ABBVIE, LTD","PRIVATE","","","","","","","","","","","","","","",""
"110007806188","RMP","100000066714","RMP REPORTER","PARENT COMPANY","","","ABBOTT LABORATORIES","COMMERCIAL","1307602","","","","","","","158736","","","","","","",""
"110007806188","RCRAINFO","PRD090131251","LQG","OWNER","06-JUL-2012 00:00:00","","ABBVIE, LTD","PRIVATE","","","","","","","","","","","","","","",""
"110007806188","RCRAINFO","PRD987374451","UNSPECIFIED UNIVERSE","OPERATOR","01-JAN-2013 00:00:00","","ABBOTT HEALTHCARE (PUERTO RICO) LTD.","PRIVATE","","","","","","","","","","","","","","",""
"110007806188","TRIS","00617BBTTCROADN","TRI REPORTER","PARENT COMPANY","","","ABBOTT LABORATORIES","PRIVATE","001307602","","","","","","","","","","","","","",""
"110007806188","RCRAINFO","PRD090131251","LQG","OWNER","25-JUN-2004 00:00:00","","ABBVIE, LTD","PRIVATE","","","","","","","","","","","","","","",""
"110007806188","TRIS","00617BBTTCROADN","TRI REPORTER","PARENT COMPANY","","","ABBOTT LABORATORIES","UNKNOWN","119638237","","","","","","","","","","","","","",""
"110007806188","RMP","100000066714","RMP REPORTER","OWNER/OPERATOR","","","ARLENE PAGAN, PE","UNKNOWN","","","7878311136","","","","","","","","","","","",""
"110007806188","RMP","100000066714","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","ARLENE PAGAN, PE","UNKNOWN","","","7878311136","","","","","","","","","","","",""
"110007806188","E-GGRT","1007514","GREENHOUSE GAS REPORTER","PARENT COMPANY","01-JAN-2015 00:00:00","31-DEC-2015 00:00:00","ABBVIE INC","UNKNOWN","","","","","","","","","","","","","","",""
"110007806188","RCRAINFO","PRD987374451","UNSPECIFIED UNIVERSE","OWNER","25-JUN-2004 00:00:00","","ABBVIE, LTD","PRIVATE","","","","","","","","","","","","","","",""
"110007806320","RCRAINFO","PRD090235227","LQG","OWNER","01-DEC-2003 00:00:00","","ROD BURWELL","PRIVATE","","","612-607-1700","","","","","","","","","","","",""
"110007806320","RCRAINFO","PRD090235227","LQG","OWNER","05-DEC-2013 00:00:00","","STEVE VANDERBOOM","PRIVATE","","","","","","","","","","","","","","",""
"110007806320","RCRAINFO","PRD090235227","LQG","OPERATOR","04-OCT-2010 00:00:00","","NILSA MARTINEZ","PRIVATE","","","","","","","","","","","","","","",""
"110007806357","TRIS","00763RYCHMRD686","TRI REPORTER","PARENT COMPANY","","","RAYCHEM CORP","PRIVATE","009125527","","","","","","","","","","","","","",""
"110007806473","TRIS","00701CRBGNSTATE","TRI REPORTER","PARENT COMPANY","","","GE CO.","PRIVATE","001367960","","","","","","","","","","","","","",""
"110007806525","TRIS","00743CRTRPRT115","TRI REPORTER","PARENT COMPANY","","","CARTER-WALLACE INC","PRIVATE","001223445","","","","","","","","","","","","","",""
"110007806623","RCRAINFO","PRD090472838","SQG","OWNER","01-MAY-1970 00:00:00","","PUERTO RICO INDUSTRIAL DEVELOPMENT CO","STATE","","","787-758-4747","","","","","","","","","","","",""
"110007806623","RCRAINFO","PRD090472838","SQG","OPERATOR","09-FEB-1983 00:00:00","","AMCOR FLEXIBLES PUERTO RICO INC - AMCOR","PRIVATE","","","","","","","","","","","","","","",""
"110007806650","RCRAINFO","PRD090477134","LQG","OPERATOR","25-OCT-2009 00:00:00","","LYMARIS DELGADO","PRIVATE","","","","","","","","","","","","","","",""
"110007806650","RCRAINFO","PRD090477134","LQG","OWNER","25-OCT-2009 00:00:00","","LYMARIS DELGADO","PRIVATE","","","","","","","","","","","","","","",""
"110007806650","TRIS","00701TNLBRHIGHW","TRI REPORTER","PARENT COMPANY","","","WARNER CHILCOTT","PRIVATE","","","","","","","","","","","","","","",""
"110007806650","RCRAINFO","PRD090477134","LQG","OWNER","31-DEC-2011 00:00:00","","WARNER CHILCOTT COMPANY, LLC","PRIVATE","","","","","","","","","","","","","","",""
"110007806678","TRIS","00767HMSPH130CA","TRI REPORTER","PARENT COMPANY","","","SUN CO INC (R&M)","PRIVATE","057152217","","","","","","","","","","","","","",""
"110007806758","TRIS","00630CHCPRCARRE","TRI REPORTER","PARENT COMPANY","","","TECHNITROL, INC","PRIVATE","002300556","","","","","","","","","","","","","",""
"110007806794","TRIS","00619RLNCCLUCHE","TRI REPORTER","PARENT COMPANY","","","SUPERIOR PAINTS MANUFACTURING CO INC","PRIVATE","090122250","","","","","","","","","","","","","",""
"110007806981","TRIS","00619NNCRBLUCHE","TRI REPORTER","PARENT COMPANY","","","THE DOW CHEMICAL CO","PRIVATE","001381581","","","","","","","","","","","","","",""
"110007806981","RMP","100000130495","RMP REPORTER","PARENT COMPANY","","","UNION CARBIDE CORPORATION","UNKNOWN","1381581","","","","","","","","","","","","","",""
"110007806981","RMP","100000130495","RMP REPORTER","OWNER/OPERATOR","","","UNION CARBIDE CORPORATION","UNKNOWN","1289008","","","","","","","","","","","","","",""
