"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","NAICS_CODE","PRIMARY_INDICATOR","CODE_DESCRIPTION"
"110002152606","RCRAINFO","PRD000634360","TSD","334515","PRIMARY","INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS."
"110002315897","RMP","100000127463","RMP REPORTER","22131","UNKNOWN","WATER SUPPLY AND IRRIGATION SYSTEMS"
"110002315897","AIRS/AFS","7203700004","AIR MAJOR","928110","PRIMARY","NATIONAL SECURITY."
"110002315897","AIR","PR0000007203700004","AIR MAJOR","928110","PRIMARY","NATIONAL SECURITY."
"110002315897","RCRAINFO","PR2170027203","CESQG","335911","SECONDARY","STORAGE BATTERY MANUFACTURING."
"110002315897","RCRAINFO","PR2170027203","CESQG","92119","PRIMARY","OTHER GENERAL GOVERNMENT SUPPORT"
"110002315897","TRIS","00735SDDSNRTEPR","TRI REPORTER","928110","PRIMARY","NATIONAL SECURITY."
"110002341127","RCRAINFO","PRD987376076","UNSPECIFIED UNIVERSE","33991","PRIMARY","JEWELRY AND SILVERWARE MANUFACTURING"
"110002341127","TRIS","00961BYMNSLUCHE","TRI REPORTER","332322","PRIMARY","SHEET METAL WORK MANUFACTURING."
"110002341145","RCRAINFO","PRD987373792","UNSPECIFIED UNIVERSE","81292","PRIMARY","PHOTOFINISHING"
"110002341190","RCRAINFO","PRD987381068","CESQG","81292","PRIMARY","PHOTOFINISHING"
"110002348807","RMP","100000173518","RMP REPORTER","22131","UNKNOWN","WATER SUPPLY AND IRRIGATION SYSTEMS"
"110002465804","TRIS","00758BYMNCRD866","TRI REPORTER","332431","PRIMARY","METAL CAN MANUFACTURING."
"110002466448","RCRAINFO","PRD105741763","CESQG","335122","PRIMARY","COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURE MANUFACTURING."
"110002466448","TRIS","00718DLLTMINDUS","TRI REPORTER","335122","PRIMARY","COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURE MANUFACTURING."
"110002466554","RCRAINFO","PRD091144469","UNSPECIFIED UNIVERSE","334613","PRIMARY","MAGNETIC AND OPTICAL RECORDING MEDIA MANUFACTURING."
"110002466554","TRIS","00716NFRMTROAD1","TRI REPORTER","334112","PRIMARY","COMPUTER STORAGE DEVICE MANUFACTURING."
"110004888239","RCRAINFO","PR0000585158","SQG","621511","PRIMARY","MEDICAL LABORATORIES."
"110004888257","RCRAINFO","PR0000597484","OTHER HAZARDOUS WASTE ACTIVITIES","42469","PRIMARY","OTHER CHEMICAL AND ALLIED PRODUCTS MERCHANT WHOLESALERS"
"110004888596","RCRAINFO","PR0001015676","UNSPECIFIED UNIVERSE","48411","PRIMARY","GENERAL FREIGHT TRUCKING, LOCAL"
"110004888710","RCRAINFO","PR8180000012","CESQG","49111","PRIMARY","POSTAL SERVICE"
"110004888756","RCRAINFO","PRD000692533","UNSPECIFIED UNIVERSE","48521","SECONDARY","INTERURBAN AND RURAL BUS TRANSPORTATION"
"110004888756","RCRAINFO","PRD000692533","UNSPECIFIED UNIVERSE","48551","PRIMARY","CHARTER BUS INDUSTRY"
"110004888756","RCRAINFO","PRD000692533","UNSPECIFIED UNIVERSE","561599","SECONDARY","ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES."
"110004888774","RCRAINFO","PRD090399973","UNSPECIFIED UNIVERSE","335313","SECONDARY","SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING."
"110004888774","RCRAINFO","PRD090399973","UNSPECIFIED UNIVERSE","335931","PRIMARY","CURRENT-CARRYING WIRING DEVICE MANUFACTURING."
"110004888774","RCRAINFO","PRD000692590","OTHER HAZARDOUS WASTE ACTIVITIES","335313","PRIMARY","SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING."
"110004888792","TRIS","00928PMCRNNO67A","TRI REPORTER","332813","PRIMARY","ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING."
"110004888792","RCRAINFO","PRD000706374","UNSPECIFIED UNIVERSE","332813","PRIMARY","ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING."
"110004888854","RCRAINFO","PRD090020991","UNSPECIFIED UNIVERSE","32311","PRIMARY","PRINTING"
"110004888970","RCRAINFO","PRD090477829","CESQG","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110004888970","RCRAINFO","PRD090477829","CESQG","339112","SECONDARY","SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING."
"110004889050","TRIS","00607WSTNGRD174","TRI REPORTER","335999","PRIMARY","ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING."
"110004889050","RCRAINFO","PRD105748586","UNSPECIFIED UNIVERSE","335999","PRIMARY","ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING."
"110004889210","RMP","100000123886","RMP REPORTER","22131","UNKNOWN","WATER SUPPLY AND IRRIGATION SYSTEMS"
"110004889229","RCRAINFO","PRD980595110","UNSPECIFIED UNIVERSE","334419","PRIMARY","OTHER ELECTRONIC COMPONENT MANUFACTURING."
"110004889265","RCRAINFO","PRD980647382","SQG","33911","PRIMARY","MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING"
"110004889522","RCRAINFO","PRD987366085","UNSPECIFIED UNIVERSE","92119","PRIMARY","OTHER GENERAL GOVERNMENT SUPPORT"
"110004889773","TRIS","00625LTRLM6AURB","TRI REPORTER","321114","PRIMARY","WOOD PRESERVATION."
"110004889880","RCRAINFO","PRD987375128","CESQG","485113","PRIMARY","BUS AND OTHER MOTOR VEHICLE TRANSIT SYSTEMS."
"110004889951","RMP","100000168061","RMP REPORTER","42471","UNKNOWN","PETROLEUM BULK STATIONS AND TERMINALS"
"110004890315","RCRAINFO","PRD987381076","CESQG","81119","PRIMARY","OTHER AUTOMOTIVE REPAIR AND MAINTENANCE"
"110004890556","AIRS/AFS","7212700016","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110004890556","AIR","PR0000007212700016","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110004890565","AIRS/AFS","7202100223","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110004890565","AIR","PR0000007202100223","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110004890645","RCRAINFO","PRR000018291","UNSPECIFIED UNIVERSE","44719","PRIMARY","OTHER GASOLINE STATIONS"
"110004890985","RCRAINFO","PRO007001571","CESQG","811111","PRIMARY","GENERAL AUTOMOTIVE REPAIR."
"110004891467","RCRAINFO","PRR000000331","CESQG","2211","PRIMARY","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION"
"110004891779","TRIS","00919MNTCDNO113","TRI REPORTER","311520","PRIMARY","ICE CREAM AND FROZEN DESSERT MANUFACTURING."
"110004891804","RCRAINFO","PRR000001222","UNSPECIFIED UNIVERSE","92511","PRIMARY","ADMINISTRATION OF HOUSING PROGRAMS"
"110004892251","RCRAINFO","PRR000002550","CESQG","22111","PRIMARY","ELECTRIC POWER GENERATION"
"110004892297","RCRAINFO","PRR000002683","UNSPECIFIED UNIVERSE","44711","PRIMARY","GASOLINE STATIONS WITH CONVENIENCE STORES"
"110004892411","RCRAINFO","PRR000003228","CESQG","54138","PRIMARY","TESTING LABORATORIES"
"110004892448","RCRAINFO","PRR000003269","LQG","44611","PRIMARY","PHARMACIES AND DRUG STORES"
"110004892769","EIS","11076711","AIR MINOR","48811","PRIMARY","AIRPORT OPERATIONS"
"110004892769","RCRAINFO","PRR000019596","CESQG","62211","PRIMARY","GENERAL MEDICAL AND SURGICAL HOSPITALS"
"110004892885","AIR","PR0000007201300097","AIR SYNTHETIC MINOR","331492","PRIMARY","SECONDARY SMELTING, REFINING, AND ALLOYING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM)."
"110004892885","RCRAINFO","PRR000004655","LQG","335911","PRIMARY","STORAGE BATTERY MANUFACTURING."
"110004892885","RCRAINFO","PRR000004655","LQG","335912","SECONDARY","PRIMARY BATTERY MANUFACTURING."
"110004892885","TRIS","00612BTTRYRD2KM","TRI REPORTER","331492","PRIMARY","SECONDARY SMELTING, REFINING, AND ALLOYING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM)."
"110004892885","AIRS/AFS","7201300097","AIR MINOR","331492","PRIMARY","SECONDARY SMELTING, REFINING, AND ALLOYING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM)."
"110004892956","RCRAINFO","PRR000004879","LQG","44711","PRIMARY","GASOLINE STATIONS WITH CONVENIENCE STORES"
"110004893367","RCRAINFO","PRR000007260","UNSPECIFIED UNIVERSE","45299","PRIMARY","ALL OTHER GENERAL MERCHANDISE STORES"
"110004893465","RCRAINFO","PRR000007625","UNSPECIFIED UNIVERSE","45299","PRIMARY","ALL OTHER GENERAL MERCHANDISE STORES"
"110004893517","ICIS","3400047407","ENFORCEMENT/COMPLIANCE ACTIVITY","236118","PRIMARY","RESIDENTIAL REMODELERS."
"110004893517","RCRAINFO","PRR000007690","CESQG","54171","PRIMARY","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"110004893535","RCRAINFO","PRR000007716","CESQG","45299","PRIMARY","ALL OTHER GENERAL MERCHANDISE STORES"
"110004893633","RCRAINFO","PRR000007922","CESQG","44711","PRIMARY","GASOLINE STATIONS WITH CONVENIENCE STORES"
"110004893848","RCRAINFO","PRR000008383","CESQG","45299","PRIMARY","ALL OTHER GENERAL MERCHANDISE STORES"
"110004893857","RCRAINFO","PRR000008391","SQG","452910","PRIMARY","WAREHOUSE CLUBS AND SUPERCENTERS."
"110004893946","RCRAINFO","PRR000008649","CESQG","45299","PRIMARY","ALL OTHER GENERAL MERCHANDISE STORES"
"110004894035","RCRAINFO","PRR000008789","CESQG","92511","PRIMARY","ADMINISTRATION OF HOUSING PROGRAMS"
"110004894044","RCRAINFO","PRR000008797","UNSPECIFIED UNIVERSE","92511","PRIMARY","ADMINISTRATION OF HOUSING PROGRAMS"
"110004894071","RCRAINFO","PRR000008854","UNSPECIFIED UNIVERSE","45299","PRIMARY","ALL OTHER GENERAL MERCHANDISE STORES"
"110004894188","RCRAINFO","PRR000009100","CESQG","45299","PRIMARY","ALL OTHER GENERAL MERCHANDISE STORES"
"110004894464","RCRAINFO","PRR000009712","UNSPECIFIED UNIVERSE","45299","PRIMARY","ALL OTHER GENERAL MERCHANDISE STORES"
"110004894561","RCRAINFO","PRR000009936","CESQG","2211","PRIMARY","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION"
"110004894909","RCRAINFO","PRR000010983","SQG","452910","PRIMARY","WAREHOUSE CLUBS AND SUPERCENTERS."
"110004894918","TRIS","00754LNCMNURBAP","TRI REPORTER","325510","PRIMARY","PAINT AND COATING MANUFACTURING."
"110004894918","EIS","7438411","AIR EMISSIONS CLASSIFICATION UNKNOWN","325510","PRIMARY","PAINT AND COATING MANUFACTURING."
"110004894918","RCRAINFO","PRR000011064","SQG","32552","SECONDARY","ADHESIVE MANUFACTURING"
"110004894918","TRIS","00754LNCMNURBAP","TRI REPORTER","325520","UNKNOWN","ADHESIVE MANUFACTURING."
"110004894918","RCRAINFO","PRR000011064","SQG","32551","PRIMARY","PAINT AND COATING MANUFACTURING"
"110004895016","TRIS","00638PRCSNBETAN","TRI REPORTER","311119","PRIMARY","OTHER ANIMAL FOOD MANUFACTURING."
"110004895043","RCRAINFO","PRR000011288","LQG","44611","PRIMARY","PHARMACIES AND DRUG STORES"
"110004895043","RCRAINFO","PRR000025247","LQG","424210","PRIMARY","DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS."
"110004895150","RCRAINFO","PRR000011502","UNSPECIFIED UNIVERSE","49111","PRIMARY","POSTAL SERVICE"
"110004895221","RCRAINFO","PRR000011619","CESQG","44411","PRIMARY","HOME CENTERS"
"110004895276","RCRAINFO","PRR000011700","CESQG","44711","PRIMARY","GASOLINE STATIONS WITH CONVENIENCE STORES"
"110004895338","AIRS/AFS","7209700011","AIR MINOR","327320","PRIMARY","READY-MIX CONCRETE MANUFACTURING."
"110004895338","AIR","PR0000007209700011","AIR MINOR","327320","PRIMARY","READY-MIX CONCRETE MANUFACTURING."
"110004895445","RCRAINFO","PRR000012088","LQG","61131","PRIMARY","COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
"110004895524","RCRAINFO","PRR000012344","CESQG","452910","PRIMARY","WAREHOUSE CLUBS AND SUPERCENTERS."
"110004895766","RCRAINFO","PRR000012930","UNSPECIFIED UNIVERSE","44711","PRIMARY","GASOLINE STATIONS WITH CONVENIENCE STORES"
"110004895962","AIR","PR0000007202300002","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110004895962","AIRS/AFS","7202300002","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110004896051","RCRAINFO","PRR000013607","CESQG","452910","PRIMARY","WAREHOUSE CLUBS AND SUPERCENTERS."
"110005973642","AIRS/AFS","7202900015","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110005973642","AIR","PR0000007202900015","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110005974525","RMP","100000120816","RMP REPORTER","22131","UNKNOWN","WATER SUPPLY AND IRRIGATION SYSTEMS"
"110005974525","RMP","100000120816","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110005975294","AIRS/AFS","7200500018","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110005975294","AIR","PR0000007200500018","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110006119002","RCRAINFO","PR0000106872","CESQG","452910","PRIMARY","WAREHOUSE CLUBS AND SUPERCENTERS."
"110006119020","AIR","PR0000007212300017","AIR MINOR","928110","PRIMARY","NATIONAL SECURITY."
"110006119057","RCRAINFO","PRD090112756","UNSPECIFIED UNIVERSE","339911","PRIMARY","JEWELRY (EXCEPT COSTUME) MANUFACTURING."
"110006119235","RCRAINFO","PRR000007393","UNSPECIFIED UNIVERSE","45299","PRIMARY","ALL OTHER GENERAL MERCHANDISE STORES"
"110006433378","RCRAINFO","PR0000333484","CESQG","61131","PRIMARY","COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
"110006433467","RCRAINFO","PRD090095647","SQG","515120","PRIMARY","TELEVISION BROADCASTING"
"110006433467","RCRAINFO","PRD090095647","CESQG","515120","PRIMARY","TELEVISION BROADCASTING"
"110006433760","EIS","7438211","AIR EMISSIONS CLASSIFICATION UNKNOWN","325612","PRIMARY","POLISH AND OTHER SANITATION GOOD MANUFACTURING."
"110006433760","TRIS","00924MXCHMLABRI","TRI REPORTER","325510","PRIMARY","PAINT AND COATING MANUFACTURING."
"110006433760","RCRAINFO","PRR000016683","LQG","32552","SECONDARY","ADHESIVE MANUFACTURING"
"110006433760","RCRAINFO","PRR000016683","LQG","32551","PRIMARY","PAINT AND COATING MANUFACTURING"
"110006433760","TRIS","00924MXCHMLABRI","TRI REPORTER","325520","UNKNOWN","ADHESIVE MANUFACTURING."
"110006622100","AIR","PR0000007212700007","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110006622100","AIRS/AFS","7212700007","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110006622583","RCRAINFO","PRD000689257","UNSPECIFIED UNIVERSE","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110006622583","RMP","100000119908","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110006622592","RMP","100000119524","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110006622609","RCRAINFO","PRD000689299","CESQG","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110006622663","RCRAINFO","PRD000689398","UNSPECIFIED UNIVERSE","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110006622681","RMP","100000123234","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110006622690","RCRAINFO","PRD000689455","UNSPECIFIED UNIVERSE","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110006622690","RMP","100000123163","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110006622716","RMP","100000119784","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110006622716","RCRAINFO","PRD000689505","UNSPECIFIED UNIVERSE","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110006622725","RCRAINFO","PRD000689604","UNSPECIFIED UNIVERSE","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110006622805","RCRAINFO","PRD000691303","UNSPECIFIED UNIVERSE","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110006622823","RCRAINFO","PRD000691352","UNSPECIFIED UNIVERSE","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110006622823","EIS","15514811","AIR EMISSIONS CLASSIFICATION UNKNOWN","221320","PRIMARY","SEWAGE TREATMENT FACILITIES."
"110006622823","AIRS/AFS","7212700047","AIR MINOR","221320","PRIMARY","SEWAGE TREATMENT FACILITIES."
"110006622823","AIR","PR0000007212700047","AIR MINOR","221320","PRIMARY","SEWAGE TREATMENT FACILITIES."
"110006622823","RMP","100000125241","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110006622994","RMP","100000125866","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110006622994","RCRAINFO","PRD000691709","UNSPECIFIED UNIVERSE","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110006623001","AIRS/AFS","7211300027","AIR MINOR","327331","PRIMARY","CONCRETE BLOCK AND BRICK MANUFACTURING."
"110006623001","AIR","PR0000007211300027","AIR MINOR","327331","PRIMARY","CONCRETE BLOCK AND BRICK MANUFACTURING."
"110006868906","ICIS","3400091392","ENFORCEMENT/COMPLIANCE ACTIVITY","236118","PRIMARY","RESIDENTIAL REMODELERS."
"110006868979","AIRS/AFS","7212300028","AIR MINOR","928110","PRIMARY","NATIONAL SECURITY."
"110006868979","RCRAINFO","PR5211810002","CESQG","92811","PRIMARY","NATIONAL SECURITY"
"110006868979","AIR","PR0000007212300028","AIR MINOR","928110","PRIMARY","NATIONAL SECURITY."
"110006868979","TRIS","00751SRMYNRAD1I","TRI REPORTER","928110","PRIMARY","NATIONAL SECURITY."
"110006868988","RCRAINFO","PR1690360614","SQG","92811","PRIMARY","NATIONAL SECURITY"
"110006869148","AIR","PR0000007212300006","AIR MINOR","928110","PRIMARY","NATIONAL SECURITY."
"110006869148","AIRS/AFS","7212300006","AIR MINOR","928110","PRIMARY","NATIONAL SECURITY."
"110006908383","EIS","12277411","AIR MINOR","48811","PRIMARY","AIRPORT OPERATIONS"
"110007008433","AIR","PR0000007202500040","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110007022319","AIRS/AFS","7202100237","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110007022319","AIR","PR0000007202100237","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110007023407","AIRS/AFS","7212700174","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110007023407","AIR","PR0000007212700174","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110007170337","AIRS/AFS","7201300004","AIR MINOR","212312","PRIMARY","CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING."
"110007170337","AIR","PR0000007201300004","AIR MINOR","212312","PRIMARY","CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING."
"110007170346","AIR","PR0000007201300016","AIR MINOR","212399","PRIMARY","ALL OTHER NONMETALLIC MINERAL MINING."
"110007170364","AIR","PR0000007201300020","AIR MINOR","212399","PRIMARY","ALL OTHER NONMETALLIC MINERAL MINING."
"110007170417","AIR","PR0000007201700002","AIR MINOR","331492","PRIMARY","SECONDARY SMELTING, REFINING, AND ALLOYING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM)."
"110007170417","AIRS/AFS","7201700002","AIR MINOR","331492","PRIMARY","SECONDARY SMELTING, REFINING, AND ALLOYING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM)."
"110007170499","AIR","PR0000007202100010","AIR SYNTHETIC MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110007170499","RCRAINFO","PRD090014572","CESQG","812332","PRIMARY","INDUSTRIAL LAUNDERERS."
"110007170499","AIRS/AFS","7202100010","AIR SYNTHETIC MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110007170505","AIR","PR0000007202100014","AIR MINOR","212312","PRIMARY","CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING."
"110007170505","AIRS/AFS","7202100014","AIR MINOR","212312","PRIMARY","CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING."
"110007170578","AIR","PR0000007202300007","AIR MINOR","212319","PRIMARY","OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING."
"110007170578","AIRS/AFS","7202300007","AIR MINOR","212319","PRIMARY","OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING."
"110007170630","AIR","PR0000007202500014","AIR MINOR","332813","PRIMARY","ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING."
"110007170630","AIRS/AFS","7202500014","AIR MINOR","332813","PRIMARY","ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING."
"110007170729","TRIS","00632MRCNNPOBOX","TRI REPORTER","332431","PRIMARY","METAL CAN MANUFACTURING."
"110007170738","AIRS/AFS","7203500002","AIR MINOR","327320","PRIMARY","READY-MIX CONCRETE MANUFACTURING."
"110007170738","AIR","PR0000007203500002","AIR MINOR","327320","PRIMARY","READY-MIX CONCRETE MANUFACTURING."
"110007170747","TRIS","00735PRPDGPR03K","TRI REPORTER","221122","UNKNOWN","ELECTRIC POWER DISTRIBUTION."
"110007170747","AIR","PR0000007203700001","AIR MAJOR","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110007170747","TRIS","00735PRPDGPR03K","TRI REPORTER","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110007170747","AIR","PR0000007203700001","AIR MAJOR","221111","PRIMARY","HYDROELECTRIC POWER GENERATION."
"110007170747","TRIS","00735PRPDGPR03K","TRI REPORTER","221121","UNKNOWN","ELECTRIC BULK POWER TRANSMISSION AND CONTROL."
"110007170747","AIRS/AFS","7203700001","AIR MAJOR","221111","PRIMARY","HYDROELECTRIC POWER GENERATION."
"110007170747","EIS","8960111","AIR EMISSIONS CLASSIFICATION UNKNOWN","221122","PRIMARY","ELECTRIC POWER DISTRIBUTION."
"110007170756","AIR","PR0000007203900001","AIR MINOR","327410","PRIMARY","LIME MANUFACTURING."
"110007170756","AIRS/AFS","7203900001","AIR MINOR","327410","PRIMARY","LIME MANUFACTURING."
"110007170818","RCRAINFO","PRD980299507","UNSPECIFIED UNIVERSE","311211","PRIMARY","FLOUR MILLING."
"110007170818","TRIS","00653PRGRNCARRE","TRI REPORTER","311211","PRIMARY","FLOUR MILLING."
"110007170818","AIRS/AFS","7205500003","AIR MINOR","311211","PRIMARY","FLOUR MILLING."
"110007170818","AIR","PR0000007205500003","AIR MINOR","311211","PRIMARY","FLOUR MILLING."
"110007170818","RCRAINFO","PRD980299507","UNSPECIFIED UNIVERSE","311119","SECONDARY","OTHER ANIMAL FOOD MANUFACTURING."
"110007170836","AIR","PR0000007205900004","AIR MINOR","325120","PRIMARY","INDUSTRIAL GAS MANUFACTURING."
"110007170836","AIRS/AFS","7205900004","AIR MINOR","325120","PRIMARY","INDUSTRIAL GAS MANUFACTURING."
"110007170907","AIR","PR0000007206500005","AIR MINOR","311119","PRIMARY","OTHER ANIMAL FOOD MANUFACTURING."
"110007170925","AIRS/AFS","7205300003","AIR MINOR","311812","PRIMARY","COMMERCIAL BAKERIES."
"110007170925","AIR","PR0000007205300003","AIR MINOR","311812","PRIMARY","COMMERCIAL BAKERIES."
"110007170934","AIR","PR0000007206700004","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110007170934","AIRS/AFS","7206700004","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110007170961","AIRS/AFS","7206900009","AIR MINOR","212312","PRIMARY","CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING."
"110007170961","AIR","PR0000007206900009","AIR MINOR","212312","PRIMARY","CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING."
"110007171005","AIRS/AFS","7208500001","AIR MINOR","311812","PRIMARY","COMMERCIAL BAKERIES."
"110007171005","AIR","PR0000007208500001","AIR MINOR","311812","PRIMARY","COMMERCIAL BAKERIES."
"110007171121","AIR","PR0000007209700023","AIR MINOR","327310","PRIMARY","CEMENT MANUFACTURING."
"110007171121","AIRS/AFS","7209700023","AIR MINOR","327310","PRIMARY","CEMENT MANUFACTURING."
"110007171158","AIR","PR0000007211300002","AIR MINOR","325188","PRIMARY","ALL OTHER BASIC INORGANIC CHEMICAL MANUFACTURING."
"110007171158","AIRS/AFS","7211300002","AIR MINOR","325188","PRIMARY","ALL OTHER BASIC INORGANIC CHEMICAL MANUFACTURING."
"110007171185","AIR","PR0000007211300024","AIR MINOR","311920","PRIMARY","COFFEE AND TEA MANUFACTURING."
"110007171185","AIRS/AFS","7211300024","AIR MINOR","311920","PRIMARY","COFFEE AND TEA MANUFACTURING."
"110007171194","AIR","PR0000007211300026","AIR MINOR","327320","PRIMARY","READY-MIX CONCRETE MANUFACTURING."
"110007171194","AIRS/AFS","7211300026","AIR MINOR","327320","PRIMARY","READY-MIX CONCRETE MANUFACTURING."
"110007171201","AIR","PR0000007211300028","AIR MINOR","327320","PRIMARY","READY-MIX CONCRETE MANUFACTURING."
"110007171201","AIRS/AFS","7211300028","AIR MINOR","327320","PRIMARY","READY-MIX CONCRETE MANUFACTURING."
"110007171309","AIR","PR0000007203300037","AIR MINOR","312140","PRIMARY","DISTILLERIES."
"110007171309","AIRS/AFS","7203300037","AIR MINOR","312140","PRIMARY","DISTILLERIES."
"110007171381","AIRS/AFS","7214300007","AIR MINOR","327213","PRIMARY","GLASS CONTAINER MANUFACTURING."
"110007171381","AIR","PR0000007214300007","AIR MINOR","327213","PRIMARY","GLASS CONTAINER MANUFACTURING."
"110007171390","AIR","PR0000007214700004","AIR MINOR","327320","PRIMARY","READY-MIX CONCRETE MANUFACTURING."
