"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","FED_STATE_CODE","START_DATE","START_DATE_QUALIFIER","END_DATE","END_DATE_QUALIFIER","SOURCE_OF_DATA","LAST_REPORTED_DATE","CREATE_DATE","UPDATE_DATE"
"110007812527","RCRAINFO","PRD987379443","UNSPECIFIED UNIVERSE","FEDERAL","25-MAY-1994 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:14","10-AUG-2010 08:41:01"
"110007812527","NCDB","I02#19910919PR003 1","COMPLIANCE ACTIVITY","FEDERAL","","","","","NCDB","","24-APR-2002 13:01:38","24-APR-2002 13:01:38"
"110007812545","RCRAINFO","PRD987380060","CESQG","FEDERAL","20-MAY-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-OCT-2009 11:02:58","28-MAY-2015 22:43:50"
"110007812563","RCRAINFO","PRD987380102","UNSPECIFIED UNIVERSE","FEDERAL","03-APR-1996 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:43:50"
"110007812563","NCDB","I02#19940920PR003 1","COMPLIANCE ACTIVITY","FEDERAL","","","","","NCDB","","24-APR-2002 11:44:46","26-SEP-2002 11:47:24"
"110007812572","RCRAINFO","PRD987380128","UNSPECIFIED UNIVERSE","FEDERAL","08-JUN-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:14","10-AUG-2010 08:41:01"
"110007812581","RCRAINFO","PRD987380151","UNSPECIFIED UNIVERSE","FEDERAL","11-JUN-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:43:50"
"110007812590","RCRAINFO","PRD987380169","UNSPECIFIED UNIVERSE","FEDERAL","11-JUN-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:43:50"
"110007812607","RCRAINFO","PRD987380185","UNSPECIFIED UNIVERSE","FEDERAL","11-JUN-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:43:50"
"110007812616","RCRAINFO","PRD987380193","UNSPECIFIED UNIVERSE","FEDERAL","11-JUN-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:40:01"
"110007812625","RCRAINFO","PRD987380227","UNSPECIFIED UNIVERSE","FEDERAL","24-JUN-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:43:50"
"110007812634","RCRAINFO","PRD987380235","UNSPECIFIED UNIVERSE","FEDERAL","17-JUL-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:43:50"
"110007812643","ICIS","1400003607","FORMAL ENFORCEMENT ACTION","FEDERAL","06-NOV-2008 00:00:00","FINAL ORDER ISSUED","","","ICIS","17-NOV-2008 12:03:59","12-FEB-2009 11:04:59",""
"110007812643","ICIS","1400003607","ENFORCEMENT/COMPLIANCE ACTIVITY","FEDERAL","06-NOV-2008 00:00:00","ACTUAL ACTIVITY DATE","","","ICIS","18-NOV-2008 15:32:16","12-FEB-2009 11:04:59",""
"110007812652","RCRAINFO","PRD987380417","UNSPECIFIED UNIVERSE","FEDERAL","23-JUL-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:43:50"
"110007812661","RCRAINFO","PRD987380425","UNSPECIFIED UNIVERSE","FEDERAL","22-JUL-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:14","10-AUG-2010 08:41:02"
"110007812689","RCRAINFO","PRD987380573","UNSPECIFIED UNIVERSE","FEDERAL","31-JUL-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:43:50"
"110007812698","RCRAINFO","PRD987380607","CESQG","FEDERAL","28-AUG-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-OCT-2009 11:02:58","28-MAY-2015 22:43:50"
"110007812698","RCRAINFO","PRR000001776","UNSPECIFIED UNIVERSE","FEDERAL","16-OCT-1995 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:45","28-MAY-2015 22:44:10"
"110007812705","RCRAINFO","PRD987380623","CESQG","FEDERAL","28-AUG-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-OCT-2009 11:02:58","28-MAY-2015 22:43:50"
"110007812714","RCRAINFO","PRD987380631","CESQG","FEDERAL","28-AUG-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:43:50"
"110007812723","RCRAINFO","PRD987380649","CESQG","FEDERAL","28-AUG-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-OCT-2009 11:02:58","28-MAY-2015 22:43:50"
"110007812732","RCRAINFO","PRD987380672","CESQG","FEDERAL","31-AUG-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-OCT-2009 11:02:58","28-MAY-2015 22:43:50"
"110007812732","RCRAINFO","PRR000001792","UNSPECIFIED UNIVERSE","FEDERAL","16-OCT-1995 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:45","28-MAY-2015 22:44:10"
"110007812741","RCRAINFO","PRD987380722","UNSPECIFIED UNIVERSE","FEDERAL","18-SEP-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:43:50"
"110007812750","RCRAINFO","PRD987380748","CESQG","FEDERAL","03-SEP-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-OCT-2009 11:02:58","28-MAY-2015 22:43:50"
"110007812769","RCRAINFO","PRD987380755","CESQG","FEDERAL","03-SEP-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-OCT-2009 11:03:01","28-MAY-2015 22:43:50"
"110007812787","RCRAINFO","PRT000010124","UNSPECIFIED UNIVERSE","FEDERAL","20-AUG-1980 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:29","28-MAY-2015 22:43:59"
"110007812787","RCRAINFO","PRD091131615","UNSPECIFIED UNIVERSE","FEDERAL","09-MAR-1981 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","18-DEC-2008 11:01:54","28-MAY-2015 22:43:31"
"110007812787","RCRAINFO","PRD987380938","CESQG","FEDERAL","03-JUN-1997 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","14-DEC-2001 19:00:10","09-MAY-2012 14:40:33"
"110007812787","RCRAINFO","PRO008006215","UNSPECIFIED UNIVERSE","FEDERAL","01-JUL-1997 00:00:00","EARLIEST RCRAINFO DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:40","24-OCT-2016 12:25:07"
"110007812787","ICIS","2655785","FORMAL ENFORCEMENT ACTION","FEDERAL","27-JUN-2002 00:00:00","COMPLAINT/PROPOSED ORDER","","","ICIS","28-SEP-2002 10:51:27","10-FEB-2003 12:44:33","10-JUN-2003 00:00:00"
"110007812796","RCRAINFO","PRD987380946","CESQG","FEDERAL","10-SEP-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:40:01"
"110007812796","RCRAINFO","PRR000001826","UNSPECIFIED UNIVERSE","FEDERAL","16-OCT-1995 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:45","28-MAY-2015 22:44:10"
"110007812812","RCRAINFO","PRD987381050","UNSPECIFIED UNIVERSE","FEDERAL","18-SEP-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-OCT-2009 11:03:01","28-MAY-2015 22:40:01"
"110007812830","RCRAINFO","PRD987381100","CESQG","FEDERAL","02-OCT-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-OCT-2009 11:03:02","28-MAY-2015 22:43:50"
"110007812849","RCRAINFO","PRD987381126","CESQG","FEDERAL","02-OCT-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","01-JUL-2009 10:16:57","28-MAY-2015 22:43:50"
"110007812858","RCRAINFO","PRD987381134","UNSPECIFIED UNIVERSE","FEDERAL","02-OCT-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:43:50"
"110007812858","ICIS","600036741","ENFORCEMENT/COMPLIANCE ACTIVITY","FEDERAL","14-SEP-2006 00:00:00","ACTUAL ACTIVITY DATE","","","ICIS","16-OCT-2007 21:34:51","15-NOV-2007 16:22:43","07-SEP-2011 14:41:30"
"110007812867","RCRAINFO","PRD987381159","UNSPECIFIED UNIVERSE","FEDERAL","09-OCT-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-OCT-2009 11:03:02","10-AUG-2010 08:41:02"
"110007812867","NCDB","I02#19890427A2002 4","COMPLIANCE ACTIVITY","FEDERAL","","","","","NCDB","","24-APR-2002 14:56:26","18-MAR-2003 09:46:22"
"110007812867","NCDB","I02#19950321PR004 2","COMPLIANCE ACTIVITY","FEDERAL","","","","","NCDB","","24-APR-2002 12:59:34","18-MAR-2003 09:46:22"
"110007812876","RMP","100000119999","RMP REPORTER","FEDERAL","18-JUN-2004 00:00:00","FIRST REPORT POSTMARK DATE","","","RMP","23-MAR-2018 00:00:00","19-JUN-2000 10:04:14","14-FEB-2014 11:04:50"
"110007812876","ICIS","32124","FORMAL ENFORCEMENT ACTION","FEDERAL","26-MAY-1998 00:00:00","FINAL ORDER ISSUED","","","ICIS","01-MAR-1999 09:03:38","17-JUN-1998 00:00:00","10-JUN-2003 00:00:00"
"110007812876","ICIS","32123","FORMAL ENFORCEMENT ACTION","FEDERAL","02-MAY-2002 00:00:00","FINAL ORDER ISSUED","","","ICIS","22-MAY-2002 08:05:33","11-FEB-2003 13:50:26","10-JUN-2003 00:00:00"
"110007812876","ICIS","2658702","FORMAL ENFORCEMENT ACTION","FEDERAL","27-JAN-2003 00:00:00","COMPLAINT/PROPOSED ORDER","","","ICIS","12-FEB-2003 10:08:11","17-JUN-2003 16:28:59","12-FEB-2004 09:39:53"
"110007812876","ICIS","32189","FORMAL ENFORCEMENT ACTION","FEDERAL","25-JUL-1995 00:00:00","COMPLAINT/PROPOSED ORDER","","","ICIS","13-JUN-2002 07:06:44","13-OCT-1995 00:00:00","10-JUN-2003 00:00:00"
"110007812876","NPDES","PR0022918","ICIS-NPDES NON-MAJOR","FEDERAL","01-SEP-1983 00:00:00","ORIGINAL PERMIT ISSUE DATE","","","ICIS","16-APR-2014 00:00:00","20-FEB-2007 13:58:05","03-SEP-2016 12:58:11"
"110007812876","RCRAINFO","PRD987381167","UNSPECIFIED UNIVERSE","FEDERAL","13-OCT-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:43:50"
"110007812885","RCRAINFO","PRD987381175","UNSPECIFIED UNIVERSE","FEDERAL","24-OCT-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:40:01"
"110007812894","RCRAINFO","PRD987381217","CESQG","FEDERAL","28-SEP-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:43:50"
"110007812910","RCRAINFO","PRD987381233","UNSPECIFIED UNIVERSE","FEDERAL","28-OCT-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:15","28-MAY-2015 22:43:50"
"110007812910","AIR","PR0000007209100045","AIR MINOR","FEDERAL","19-OCT-2014 00:00:00","OPR","","","ICIS","06-MAR-2015 15:32:51","27-OCT-2009 15:20:15","07-OCT-2016 18:33:32"
"110007812910","AIRS/AFS","7209100045","AIR MINOR","FEDERAL","","","","","AIRS/AFS","26-JUN-2014 00:00:00","27-OCT-2009 15:20:15","01-OCT-2014 11:21:51"
"110007812910","EIS","15510811","AIR EMISSIONS CLASSIFICATION UNKNOWN","FEDERAL","","","","","EIS","07-JUL-0017 00:00:00","14-APR-2015 23:57:32","01-JUN-2017 14:13:01"
"110007812929","AIR","PR0000007201900018","AIR MINOR","FEDERAL","19-OCT-2014 00:00:00","OPR","","","ICIS","19-OCT-2014 00:00:00","28-NOV-2001 19:32:17","07-OCT-2016 18:27:04"
"110007812929","AIRS/AFS","7201900018","AIR MINOR","FEDERAL","","","","","AIRS/AFS","14-MAR-2014 00:00:00","28-NOV-2001 19:32:17","30-APR-2014 11:14:38"
"110007812929","RCRAINFO","PRD987381241","UNSPECIFIED UNIVERSE","FEDERAL","28-OCT-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:15","28-MAY-2015 22:43:50"
"110007812938","RCRAINFO","PRD987381258","CESQG","FEDERAL","21-MAR-1995 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:15","28-MAY-2015 22:40:01"
"110007812947","NCDB","I02#199805070001  1","COMPLIANCE ACTIVITY","FEDERAL","","","","","NCDB","","24-APR-2002 18:22:20","24-SEP-2002 13:50:49"
"110007812947","RCRAINFO","PRD987381266","SQG","FEDERAL","04-NOV-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","10-JUN-2015 00:00:00","27-AUG-2015 19:16:12",""
"110007812947","EIS","11421611","AIR MINOR","FEDERAL","","","","","EIS","14-JAN-0017 00:00:00","14-APR-2015 23:56:20","01-JUN-2017 14:12:25"
"110007812947","NCDB","I02#19941208PR004 1","COMPLIANCE ACTIVITY","FEDERAL","","","","","NCDB","","24-APR-2002 15:12:35","24-SEP-2002 13:50:49"
"110007812956","RCRAINFO","PRD987381282","UNSPECIFIED UNIVERSE","FEDERAL","10-NOV-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:15","10-AUG-2010 08:41:02"
"110007812965","RCRAINFO","PRD987381308","CESQG","FEDERAL","03-DEC-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:15","28-MAY-2015 22:43:50"
"110007812983","RCRAINFO","PRD987381324","UNSPECIFIED UNIVERSE","FEDERAL","07-DEC-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:15","10-AUG-2010 08:41:02"
"110007812992","RCRAINFO","PRD987381332","UNSPECIFIED UNIVERSE","FEDERAL","16-DEC-1992 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:15","28-MAY-2015 22:43:50"
"110007813009","RCRAINFO","PRD987381365","UNSPECIFIED UNIVERSE","FEDERAL","08-MAR-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:43:50"
"110007813018","RCRAINFO","PRD987381381","UNSPECIFIED UNIVERSE","FEDERAL","15-JAN-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:17","10-AUG-2010 08:41:02"
"110007813027","RCRAINFO","PRD987381407","LQG","FEDERAL","23-FEB-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","10-AUG-2010 08:48:39","28-MAY-2015 22:43:50"
"110007813027","BR","PRD987381407","HAZARDOUS WASTE BIENNIAL REPORTER","FEDERAL","","","01-JAN-2010 00:00:00","YEAR REPORTING STOPPED","RCRAINFO","31-DEC-2009 00:00:00","18-DEC-2010 00:58:48","21-DEC-2010 08:44:49"
"110007813036","SEMS","PRD987381423","SUPERFUND (NON-NPL)","FEDERAL","","","","","SEMS","","22-MAY-2013 13:07:07","11-DEC-2015 00:04:41"
"110007813036","RCRAINFO","PRR000002816","UNSPECIFIED UNIVERSE","FEDERAL","16-APR-1996 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:12","28-MAY-2015 22:44:12"
"110007813036","RCRAINFO","PRD987381423","UNSPECIFIED UNIVERSE","FEDERAL","18-FEB-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:43:50"
"110007813045","RCRAINFO","PRD987381431","CESQG","FEDERAL","18-FEB-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","14-DEC-2001 19:01:42","28-MAY-2015 22:43:50"
"110007813063","RCRAINFO","PRD987381456","UNSPECIFIED UNIVERSE","FEDERAL","26-FEB-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:17","10-AUG-2010 08:41:03"
"110007813072","RCRAINFO","PRD987381464","UNSPECIFIED UNIVERSE","FEDERAL","26-FEB-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:17","10-AUG-2010 08:41:03"
"110007813072","NCDB","I02#199607230002  1","COMPLIANCE ACTIVITY","FEDERAL","","","","","NCDB","","24-APR-2002 18:25:02","24-APR-2002 18:25:02"
"110007813081","BR","PRD987381480","HAZARDOUS WASTE BIENNIAL REPORTER","FEDERAL","","","01-JAN-2016 00:00:00","YEAR REPORTING STOPPED","RCRAINFO","31-DEC-2015 00:00:00","14-DEC-2017 00:00:00",""
"110007813081","RCRAINFO","PRD987381480","SQG","FEDERAL","04-MAR-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","26-JUL-2017 00:00:00","17-OCT-2017 00:00:00",""
"110007813090","RCRAINFO","PRD987381506","CESQG","FEDERAL","10-MAR-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-JUN-2016 00:00:00","24-JUN-2016 16:06:46","28-JUL-2016 10:22:56"
"110007813107","RCRAINFO","PRD987381514","UNSPECIFIED UNIVERSE","FEDERAL","09-MAR-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:17","10-AUG-2010 08:41:03"
"110007813116","RCRAINFO","PRD987381522","SQG","FEDERAL","12-MAR-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","16-MAR-2015 00:00:00","26-NOV-2007 10:36:17","28-APR-2015 12:14:10"
"110007813116","ICIS","1400001415","ENFORCEMENT/COMPLIANCE ACTIVITY","FEDERAL","06-NOV-2008 00:00:00","ACTUAL ACTIVITY DATE","","","ICIS","18-NOV-2008 15:32:16","12-FEB-2009 11:04:53",""
"110007813116","ICIS","1400001415","FORMAL ENFORCEMENT ACTION","FEDERAL","06-NOV-2008 00:00:00","FINAL ORDER ISSUED","","","ICIS","17-NOV-2008 12:03:59","12-FEB-2009 11:04:53",""
"110007813125","RCRAINFO","PRD987381530","UNSPECIFIED UNIVERSE","FEDERAL","20-MAR-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:43:50"
"110007813134","RCRAINFO","PRD987381555","UNSPECIFIED UNIVERSE","FEDERAL","25-MAR-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:17","10-AUG-2010 08:41:03"
"110007813143","RCRAINFO","PRD987381563","CESQG","FEDERAL","20-MAR-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-OCT-2009 11:03:02","28-MAY-2015 22:40:01"
"110007813161","RCRAINFO","PRD987381613","UNSPECIFIED UNIVERSE","FEDERAL","15-APR-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:43:50"
"110007813170","RCRAINFO","PRD987381621","UNSPECIFIED UNIVERSE","FEDERAL","15-JUN-1995 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:43:50"
"110007813189","RCRAINFO","PRD987381639","UNSPECIFIED UNIVERSE","FEDERAL","19-APR-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","18-DEC-2008 11:01:58","28-MAY-2015 22:43:50"
"110007813198","RCRAINFO","PRD987381647","UNSPECIFIED UNIVERSE","FEDERAL","19-APR-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:17","10-AUG-2010 08:41:03"
"110007813205","RCRAINFO","PRD987381654","UNSPECIFIED UNIVERSE","FEDERAL","29-APR-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:40:01"
"110007813214","RCRAINFO","PRD987381662","UNSPECIFIED UNIVERSE","FEDERAL","01-MAR-1994 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","18-DEC-2008 11:01:58","28-MAY-2015 22:43:50"
"110007813223","RCRAINFO","PRD987381688","UNSPECIFIED UNIVERSE","FEDERAL","11-MAY-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:43:50"
"110007813232","RCRAINFO","PRD987381704","UNSPECIFIED UNIVERSE","FEDERAL","14-MAY-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:43:50"
"110007813241","RCRAINFO","PRD987381720","UNSPECIFIED UNIVERSE","FEDERAL","19-MAY-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:43:50"
"110007813250","RCRAINFO","PRD987381738","CESQG","FEDERAL","19-MAY-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:40:01"
"110007813269","RCRAINFO","PRD987381746","TRANSPORTER","FEDERAL","26-OCT-1999 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","20-NOV-2017 00:00:00","16-MAR-2018 00:00:00",""
"110007813269","RCRAINFO","PRD987381746","CESQG","FEDERAL","26-OCT-1999 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-OCT-2009 11:03:02","28-MAY-2015 22:43:50"
"110007813278","RCRAINFO","PRD987381753","UNSPECIFIED UNIVERSE","FEDERAL","24-MAY-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:43:50"
"110007813287","RCRAINFO","PRD987381779","UNSPECIFIED UNIVERSE","FEDERAL","19-MAY-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:17","10-AUG-2010 08:41:03"
"110007813296","RCRAINFO","PRD987381795","CESQG","FEDERAL","01-JUN-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","14-DEC-2001 19:03:09","09-MAY-2012 14:40:34"
"110007813303","BR","PRD987381803","HAZARDOUS WASTE BIENNIAL REPORTER","FEDERAL","","","","","RCRAINFO","31-DEC-2007 00:00:00","10-SEP-2010 06:20:52",""
"110007813303","RCRAINFO","PRD987381803","SQG","FEDERAL","02-JUN-1997 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:40:01"
"110007813312","RCRAINFO","PRD987381811","UNSPECIFIED UNIVERSE","FEDERAL","03-JUN-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:43:50"
"110007813321","RCRAINFO","PRD987381837","UNSPECIFIED UNIVERSE","FEDERAL","08-JUN-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:43:50"
"110007813349","RCRAINFO","PRD987381852","UNSPECIFIED UNIVERSE","FEDERAL","17-JUN-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:43:50"
"110007813358","RCRAINFO","PRD987381860","UNSPECIFIED UNIVERSE","FEDERAL","17-JUN-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:17","10-AUG-2010 08:41:03"
"110007813367","RCRAINFO","PRD987381878","UNSPECIFIED UNIVERSE","FEDERAL","01-JUL-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:17","10-AUG-2010 08:41:03"
"110007813376","RCRAINFO","PRD987381894","UNSPECIFIED UNIVERSE","FEDERAL","05-AUG-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:17","10-AUG-2010 08:41:03"
"110007813385","RCRAINFO","PRD987381910","UNSPECIFIED UNIVERSE","FEDERAL","12-DEC-1995 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:17","28-MAY-2015 22:43:50"
"110007813394","RCRAINFO","PRD987381928","UNSPECIFIED UNIVERSE","FEDERAL","24-AUG-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:17","10-AUG-2010 08:41:03"
"110007813401","TRIS","00690SNSRMSTATE","TRI REPORTER","","","","","","TRIS","","19-SEP-2006 19:17:14","31-DEC-2015 14:35:33"
