"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","ALTERNATIVE_NAME","ALTERNATIVE_NAME_TYPE"
"110007804821","ICIS","2659778","PRASA SANTA ISABEL","PROGRAM NAME"
"110007804821","ICIS","2656539","PRASA SANTA ISABEL WWTP","PROGRAM NAME"
"110007804821","ICIS","2658906","SANTA ISABEL STP","PROGRAM NAME"
"110007804821","ICIS","38732","SANTA ISABEL STP","PROGRAM NAME"
"110007804830","RCRAINFO","PRD000691535","SANTA JUANITA STP","PROGRAM NAME"
"110007804858","ICIS","44423","TOA ALTA STP","PRIMARY"
"110007804858","NPDES","PR0020869","PRASA TOA ALTA WWTP","PROGRAM NAME"
"110007804858","ICIS","2655251","PRASA TOA ALTA STP","PROGRAM NAME"
"110007804858","ICIS","44423","PRASA TOA ALTA","PROGRAM NAME"
"110007804858","RCRAINFO","PRD000691550","TOA ALTA STP","PROGRAM NAME"
"110007804867","RCRAINFO","PRD000691568","TRUJILLO ALTO STP","PROGRAM NAME"
"110007804885","RCRAINFO","PRD000691584","VALLE HERMOSO STP","PROGRAM NAME"
"110007804894","RCRAINFO","PRD000691592","VEGA ALTA STP","PROGRAM NAME"
"110007804894","ICIS","44429","PRASA VEGA ALTA","PRIMARY"
"110007804894","ICIS","44429","VEGA ALTA STP","PROGRAM NAME"
"110007804894","NPDES","PR0020923","PRASA VEGA ALTA WWTP","PROGRAM NAME"
"110007804894","ICIS","2655253","PRASA VEGA ALTA STP","PROGRAM NAME"
"110007804929","RCRAINFO","PRD000691626","VILLA CAROLINA STP","PROGRAM NAME"
"110007804929","ICIS","41135","VILLA CAROLINA STP","PROGRAM NAME"
"110007804938","RCRAINFO","PRD000691634","VILLA PALMIRA STP","PROGRAM NAME"
"110007804947","RCRAINFO","PRD000691642","VILLALBA STP","PROGRAM NAME"
"110007804956","ICIS","44532","VILLAS DE LOIZA STP","PROGRAM NAME"
"110007804956","RCRAINFO","PRD000691659","VILLAS DE LOIZA STP","PROGRAM NAME"
"110007804965","ICIS","44458","VILLAS DEL SOL STP","PROGRAM NAME"
"110007804965","RCRAINFO","PRD000691667","VILLAS DEL SOL STP","PROGRAM NAME"
"110007804974","RCRAINFO","PRD000691675","VISTA DEL MORRO STP","PROGRAM NAME"
"110007804983","ICIS","44554","YABUCOA STP","PROGRAM NAME"
"110007804983","ICIS","2655255","PRASA YABUCOA STP","PROGRAM NAME"
"110007804983","NPDES","PR0021717","PRASA YABUCOA WWTP","PROGRAM NAME"
"110007804983","ICIS","2659063","PRASA YABUCOA WWTP","PROGRAM NAME"
"110007804983","RCRAINFO","PRD000691691","YABUCOA STP","PROGRAM NAME"
"110007804983","ICIS","2660995","PRASA YABUCOA WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110007804983","RMP","100000126062","YABUCOA WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110007804992","RCRAINFO","PRD000691717","ZONA LIBRE STP","PROGRAM NAME"
"110007805009","RCRAINFO","PRD000692541","BORDEN PUERTO RICO INC","PROGRAM NAME"
"110007805018","RCRAINFO","PRD000692566","CARRERAS TRUCKING CO","PROGRAM NAME"
"110007805027","RCRAINFO","PRD000692608","GTE SYLVANIA","PROGRAM NAME"
"110007805045","NCDB","I02#199801210002  1","OSRAM SYLVANIA PR CORP","PROGRAM NAME"
"110007805045","NCDB","I02#19900315PR001 1","G T E COMMONWEALTH","PROGRAM NAME"
"110007805045","RCRAINFO","PRD000692624","OSRAM SYLVANIA PUERTO RICO CO RP","PROGRAM NAME"
"110007805054","RCRAINFO","PRD000692632","G T E SYLVANIA","PROGRAM NAME"
"110007805072","RCRAINFO","PRD000692657","INDUSTRIAL SIDERURGICA INC","PROGRAM NAME"
"110007805072","SEMS","PRD000692657","INDUSTRIAL SIDERURGICA INC.","PROGRAM NAME"
"110007805081","RCRAINFO","PRD000692673","COCO LOPEZ MANUFACTURING CO","PROGRAM NAME"
"110007805107","RCRAINFO","PRD000692699","MEDTRONIC PR INC","PRIMARY"
"110007805107","TRIS","00766MDTRNROAD1","MEDTRONIC PR INC.","PRIMARY"
"110007805107","AIRS/AFS","7214900005","MEDTRONIC MEDREL","PROGRAM NAME"
"110007805107","TRIS","00766MDTRNROAD1","MEDTRONIC PR INC","PROGRAM NAME"
"110007805107","BR","PRD000692699","MEDTRONIC PUERTO RICO OPERATIONS CO CRDM","PROGRAM NAME"
"110007805107","NCDB","I02#19951121PR003 2","MEDTRONIC PUERTO RICO, INC","PROGRAM NAME"
"110007805107","AIR","PR0000007214900005","MEDTRONIC MEDREL","PROGRAM NAME"
"110007805116","NCDB","I02#19920324PR003 1","CHESEBROUGH-PONDS, INC","PROGRAM NAME"
"110007805116","RCRAINFO","PRD000692723","CHESEBROUGH PONDS MFG CO","PROGRAM NAME"
"110007805116","ICIS","44496","CHESEBROUGH PONDS MFG CO","PROGRAM NAME"
"110007805116","NCDB","I02#19920324PR001 1","CHESEBROUGH PONDS MFG CO","PROGRAM NAME"
"110007805116","TRIS","00671PRNCM183RD","CHESEBROUGH-POND'S MANUFACTURING CO","PROGRAM NAME"
"110007805116","TRIS","00671PRNCM183RD","CHESEBROUGH-POND'S MFG. CO.","PRIMARY"
"110007805116","BR","PRD000692723","CHESEBROUGH PONDS MFG CO","PROGRAM NAME"
"110007805125","RCRAINFO","PRD000692749","PUERTO RICO CHEMICAL CO","PROGRAM NAME"
"110007805125","ICIS","44223","PUERTO RICO CHEMICAL CO","PROGRAM NAME"
"110007805134","RCRAINFO","PRD000692756","PUERTO RICO OLEFINS CO","PROGRAM NAME"
"110007805134","SEMS","PRD000692756","PUERTO RICO OLEFINS CO","PROGRAM NAME"
"110007805143","NCDB","I02#19931130PR004 2","RANSBURG MANUFACTURING CORP","PROGRAM NAME"
"110007805143","RCRAINFO","PRD000692764","RANSBURG MANUFACTURING CORP","PROGRAM NAME"
"110007805143","ICIS","35851","RANSBURG MANUFACTURING CORP","PROGRAM NAME"
"110007805152","RCRAINFO","PRD000692780","RESOURCES TECH INC","PROGRAM NAME"
"110007805161","RCRAINFO","PRD000692806","SOILAX CARIBBEAN S A","PROGRAM NAME"
"110007805170","RCRAINFO","PRD000692848","SHERWIN-WILLIAMS CO THE","PROGRAM NAME"
"110007805189","RCRAINFO","PRD000694281","PONCE REGIONAL COLLEGE","PRIMARY"
"110007805198","RCRAINFO","PRD000706283","ALBERTO CULVER PR INC","PROGRAM NAME"
"110007805198","NPDES","PR0024279","ALBERTO CULVER PR INC","PROGRAM NAME"
"110007805205","TRIS","00962SHLNDST4BL","ASHLAND DISTRIBUTION CO.","PRIMARY NAME"
"110007805205","NCDB","I02#2000062914684 2","ASHLAND CHEMICAL","PROGRAM NAME"
"110007805205","TRIS","00962SHLNDST4BL","ASHLAND INC","MAILING NAME"
"110007805205","BR","PRD000706291","NEXEO SOLUTIONS LLC - CATANO","PROGRAM NAME"
"110007805205","RCRAINFO","PRD000706291","ASHLAND CHEMICAL CO","PRIMARY"
"110007805205","TRIS","00962SHLNDST4BL","ASHLAND DISTRIBUTION CO","PROGRAM NAME"
"110007805214","RCRAINFO","PRD000706309","CINDERELLA SHOE CORP","PROGRAM NAME"
"110007805232","RCRAINFO","PRD000706341","DUPONT E I DE NEMOURS & CO PONCE","PROGRAM NAME"
"110007805241","RCRAINFO","PRD000706358","ADOLFO PASTRANA GONZALEZ","PROGRAM NAME"
"110007805250","RCRAINFO","PRD000706366","ORLANDO GONZALEZ TRUCKING","PROGRAM NAME"
"110007805269","RCRAINFO","PRD000706382","PCI INTERNATIONAL INC","PROGRAM NAME"
"110007805278","RCRAINFO","PRD000706390","PUERTO RICO MARINE MANAGEMENT INC","PROGRAM NAME"
"110007805287","RCRAINFO","PRD000706408","FLORSHEIM SHOE CO","PROGRAM NAME"
"110007805296","RCRAINFO","PRD000706416","SABANA GARDENS WAREHOUSE AX","PROGRAM NAME"
"110007805296","RCRAINFO","PRD980536569","C CHEMICAL CORP INC THE","PROGRAM NAME"
"110007805296","RCRAINFO","PRT000010330","SABANA GARDENS WAREHOUSE BX","PROGRAM NAME"
"110007805303","RCRAINFO","PRD000706424","S K & F LAB CO","PROGRAM NAME"
"110007805312","TRIS","00673SYLTRROAD9","OSRAM SYLVANIA PUERTO RICO CORP","PROGRAM NAME"
"110007805312","RCRAINFO","PRD000706432","OSRAM SYLVANIA PUERTO RICO CORP","PROGRAM NAME"
"110007805312","ICIS","40881","OSRAM SYLVANIA PR CORP","PROGRAM NAME"
"110007805312","RCRAINFO","PRD000767889","OSRAM SYLVANIA PR CORP","PROGRAM NAME"
"110007805312","NCDB","I02#199804290001  1","O S R A M SYLVANIA PUERTO RICO CORP","PRIMARY"
"110007805312","NCDB","I02#19940920PR004 1","OSRAM SYLVANIA PUERTO RICO CORP","PROGRAM NAME"
"110007805312","NCDB","D02#E-02-2000-4361","OSRAM SYLVANIA PUERTO RICO CORP","PROGRAM NAME"
"110007805321","RCRAINFO","PRD000706440","BAYER CORP","PROGRAM NAME"
"110007805349","AIRS/AFS","7200900008","BAXTER HEALTH CARE (AKA TRAVENOL LAB)","PROGRAM NAME"
"110007805349","AIR","PR0000007200900008","BAXTER HEALTH CARE OF PUERTO RICO","PROGRAM NAME"
"110007805349","SFDW","PR0505085","BAXTER HEALTHCARE OF PR","PROGRAM NAME"
"110007805349","CEDRI","CEDRI2198","BAXTER HEALTHCARE OF PUERTO RICO","PROGRAM NAME"
"110007805349","TRIS","00705BXTRHMERCE","BAXTER HEALTHCARE OF PUERTO RICO","PROGRAM NAME"
"110007805349","AIR","PR0000007200900008","BAXTER HEALTH CARE","MAILING NAME"
"110007805349","NCDB","I02#19900629PR001 2","BAXTER HEALTHCARE CORP OF PR","PROGRAM NAME"
"110007805349","EIS","6982111","BAXTER HEALTHCARE CORP  OF PUERTO RICO","PROGRAM NAME"
"110007805349","EIS","12277611","BAXTER-AIBONITO","PROGRAM NAME"
"110007805349","NPDES","PRR053139","BAXTER HEALTHCARE OF PUERTO RICO","PROGRAM NAME"
"110007805349","TRIS","00705BXTRHMERCE","BAXTER HEALTHCARE CORP. OF PUERTO RICO","PRIMARY"
"110007805349","RCRAINFO","PRD000706465","BAXTER HEALTHCARE CORP OF PR AIBONITO","PRIMARY"
"110007805349","BR","PRD000706465","BAXTER HEALTHCARE  OF PUERTO RICO","PROGRAM NAME"
"110007805349","AIRS/AFS","7200900008","BAXTER HEALTH CARE","MAILING NAME"
"110007805358","RCRAINFO","PRD000706481","UPJOHN INTER AMERICAN CORP PR BRANCH","PROGRAM NAME"
"110007805376","ICIS","46188","WORTHEN CARIBE INC","PROGRAM NAME"
"110007805376","RCRAINFO","PRD000708313","WORTHEN CARIBE INC","PROGRAM NAME"
"110007805385","RCRAINFO","PRD000726778","PUERTO RICO MARINE MANAGEMENT INC","PROGRAM NAME"
"110007805394","RCRAINFO","PRD000726802","ARROYO PHARMACEUTICAL INCORPORATED","PROGRAM NAME"
"110007805401","RCRAINFO","PRD000726810","PUERTO RICO MARINE MANAGEMENT INC","PRIMARY"
"110007805401","RCRAINFO","PRD000726810","SEA STAR LINE LLC","PROGRAM NAME"
"110007805410","RCRAINFO","PRD000742999","PR MARINE MANAGEMENT INC","PROGRAM NAME"
"110007805429","RCRAINFO","PRD000743187","ENVIRONMENTAL MANAGEMENT SERVICES","PROGRAM NAME"
"110007805447","RCRAINFO","PRD000767871","CENTRAL SOYA PUERTO RICO,INC.","PROGRAM NAME"
"110007805465","RCRAINFO","PRD000767897","NCH CORPORATION PUERTO RICO","PROGRAM NAME"
"110007805465","SEMS","PRD000767897","N.C.H. CORPORATION","PROGRAM NAME"
"110007805465","ICIS","26012","NCH CORPORATION PUERTO RICO","PROGRAM NAME"
"110007805474","RCRAINFO","PRD000767913","CHOMERICS PUERTO RICO INC","PROGRAM NAME"
"110007805483","RCRAINFO","PRD000767921","BIG ENVIRONMENTAL CONTROLS INC","PROGRAM NAME"
"110007805492","RCRAINFO","PRD000767939","AMERICAN LINEN SUPPLY CO","PROGRAM NAME"
"110007805508","RCRAINFO","PRD000831487","CARIBE HYDROBLASTING CORP","PROGRAM NAME"
"110007805526","RCRAINFO","PRD000831628","UNION CARBIDE CORP LINDE DIV","PROGRAM NAME"
"110007805535","RCRAINFO","PRD000831636","WESTERN READY MIX","PROGRAM NAME"
"110007805544","RCRAINFO","PRD000866939","MAYAGUEZ WATER TREATMENT PLANT","PROGRAM NAME"
"110007805544","ICIS","36544","MAYAGUEZ WATER TREATMENT PLANT","PROGRAM NAME"
"110007805562","NCDB","I02#19900629PR001 1","TO RICOS","PROGRAM NAME"
"110007805562","RCRAINFO","PRD000912220","TO-RICOS INC","PROGRAM NAME"
"110007805562","AIR","PR0000007200900001","TO-RICO","PROGRAM NAME"
"110007805562","TRIS","00705TRCSNRD14K","TO-RICOS LTD","PROGRAM NAME"
"110007805562","AIRS/AFS","7200900001","TO-RICO","PROGRAM NAME"
"110007805562","TRIS","00705TRCSNRD14K","TO-RICOS INC.","PRIMARY"
"110007805562","ICIS","40529","TO-RICOS INC","PROGRAM NAME"
"110007805571","RCRAINFO","PRD021885603","HEWLETT PACKARD DE PUERTO RICO","PROGRAM NAME"
"110007805580","RCRAINFO","PRD034393298","NATIONAL CIRCUITS CARIBE INC","PROGRAM NAME"
"110007805599","RCRAINFO","PRD049402969","PALL BIOMEDICAL INC","PRIMARY"
"110007805599","TRIS","00738PLLPRRD194","PALL BIOMEDICAL","PROGRAM NAME"
"110007805599","BR","PRD049402969","PALL BIOMEDICAL, INC.","PROGRAM NAME"
"110007805599","NCDB","I02#19880222PR001 2","PALL HYDROLICS","PROGRAM NAME"
"110007805599","NCDB","I02#19880222PR002 1","PALL BIOMEDICAL","PROGRAM NAME"
"110007805606","RCRAINFO","PRD049489875","STC PUERTO RICO INC","PROGRAM NAME"
"110007805624","RCRAINFO","PRD049548019","GUZMAN FRANCISCO E","PROGRAM NAME"
"110007805633","RCRAINFO","PRD053734661","NOVATEK MANUFACTURING CORP","PROGRAM NAME"
"110007805642","RCRAINFO","PRD055104251","PAN AM SHOE CO","PROGRAM NAME"
"110007805642","TRIS","00627PNMSHPRRD1","PAN AM SHOE CO INC","PROGRAM NAME"
"110007805642","NCDB","I02#199610090002  1","PAN AM SHOE CO","PROGRAM NAME"
"110007805642","NCDB","I02#199410185036  1","PAN AM SHOE CO, INC","PROGRAM NAME"
"110007805651","RCRAINFO","PRD000706325","COSMAIR CARIBE","PROGRAM NAME"
"110007805651","RCRAINFO","PRD057344079","COSMAIR CARIBE INC","PROGRAM NAME"
"110007805688","NCDB","I02#19941027PR004 2","ALUMINUM EXTRUSION CORP","PROGRAM NAME"
"110007805688","NCDB","I02#199705200002  1","ALUMINUM EXTRUSION CORP","PROGRAM NAME"
"110007805688","SEMS","PRD090000068","PERFILES DE ALUMINIO","ALIAS NAME"
"110007805688","SEMS","PRD090000068","ALUMINUM EXTRUSION CORPORATION","PROGRAM NAME"
"110007805688","RCRAINFO","PRD090000068","ALUMINUM EXTRUSSION CORP","PROGRAM NAME"
"110007805688","RCRAINFO","PRN008011124","PERFILES DE ALUMINIO","PROGRAM NAME"
"110007805688","TRIS","00629LMNMP185RO","ALUMINUM PROCESSING CORP","PROGRAM NAME"
"110007805697","RCRAINFO","PRD090008780","CARIBBEAN SNACKS INC","PROGRAM NAME"
"110007805713","RCRAINFO","PRD090009549","GENERAL CHEMICALS & COSMETICS INC","PROGRAM NAME"
"110007805722","RCRAINFO","PRD090011800","OXOCHEM ENTERPRISE","PROGRAM NAME"
"110007805759","RCRAINFO","PRD090020488","KEM MANUFACTURING CORP","PROGRAM NAME"
"110007805768","RCRAINFO","PRD090021874","PUERTO RICO CONTAINER CO LIMITED","PROGRAM NAME"
"110007805777","RCRAINFO","PRD090025529","CARIBE MILLWORK CORP","PROGRAM NAME"
"110007805795","RCRAINFO","PRD090027632","DELMAR SHOE CO","PROGRAM NAME"
"110007805811","NCDB","I02#199211174549  1","BRISTOL MYERS BARCELONETA, INC","PROGRAM NAME"
"110007805811","NCDB","D02#EPCRA-93-0305","BRISTOL-MYERS BARCELONETA, INC","PROGRAM NAME"
"110007805811","SFDW","PR0209022 931","LAUSELL, INC.-BRISTOL OF PR, INC","PROGRAM NAME"
"110007805811","TRIS","00617BRSTLSTATE","BRISTOL-MYERS SQUIBB MANUFACTU RING CO","PROGRAM NAME"
"110007805811","NCDB","I02#200006130005  2","BRISTOL-MEYERS BARCELONETA, INC","PRIMARY"
"110007805811","RCRAINFO","PRD090036021","BRISTOL-MYERS SQUIBB MANUFACTURING CO","PRIMARY"
"110007805811","ICIS","40650","BRISTOL-MYERS SQUIBB MANUFACTURING CO","PROGRAM NAME"
"110007805811","NCDB","I02#199210295211  3","BRISTOL MYERS BARCELONETA, INC","PROGRAM NAME"
"110007805811","TRIS","00617BRSTLSTATE","BRISTOL-MYERS SQUIBB MGR. CO.","PRIMARY"
"110007805811","NCDB","I02#200306290007  1","BRISTOL MYERS SQUIBB CO","PROGRAM NAME"
"110007805811","BR","PRD090036021","BRISTOL-MYERS SQUIBB MANUFACTURING CO.","PROGRAM NAME"
"110007805811","AIR","PR0000007201700008","BRISTOL MYERS SQUIBB MANUFACTURING CO.","PROGRAM NAME"
"110007805811","NCDB","I02#199210295211  2","BRISTOL MYERS BARCELONETA, INC","PROGRAM NAME"
"110007805811","NCDB","I02#199210295211  4","BRISTOL MYERS BARCCELONETA, INC","PRIMARY"
"110007805811","BR","PRD090031021","BRISTOL MYERS SQUIBB MANUFACTURING CO. (BARCELONETA)","PROGRAM NAME"
"110007805811","NCDB","I02#199210295211  5","BRISTOL MYERS BARCELONETA INC","PRIMARY"
"110007805811","AIRS/AFS","7201700008","BRISTOL MYERS SQUIBB MANUFACTURING CO.","PROGRAM NAME"
"110007805811","EIS","7113811","BRISTOL-MYERS SQUIBB MANUFACTURING COMPANY","PROGRAM NAME"
"110007805811","NCDB","I02#199210295211  1","BRISTOL MYERS BARCELONETA, INC","PROGRAM NAME"
"110007805811","RCRAINFO","PRD090031021","BRISTOL MYERS SQUIBB MANUFACTURING CO. (BARCELONETA)","PROGRAM NAME"
"110007805811","TRIS","00617BRSTLSTATE","BRISTOL-MYERS SQUIBB MANUFACTURING CO","MAILING NAME"
"110007805820","NCDB","I02#19880922PR001 3","GENERAL FOODS, INC","PROGRAM NAME"
"110007805820","RCRAINFO","PRD090036302","GENERAL FOODS INC","PROGRAM NAME"
"110007805820","NCDB","I02#199709030001  1","KRAFT FOODS","PROGRAM NAME"
"110007805857","ICIS","29401","OMARK CARIBBEAN INC","PROGRAM NAME"
"110007805857","RCRAINFO","PRD090038092","OMARK CARIBBEAN INC","PROGRAM NAME"
"110007805875","RCRAINFO","PRD090059163","ENLATADORA DE PUERTO RICO INC","PROGRAM NAME"
"110007805884","RCRAINFO","PRD090060088","COINCO PUERTO RICO INC","PROGRAM NAME"
"110007805893","NCDB","I02#1995120510770 2","EMERSON ELECTRIC CO","PROGRAM NAME"
"110007805893","TRIS","00636MRSNPDORAD","EMERSON PUERTO RICO INC.","PRIMARY"
"110007805893","TRIS","00636MRSNPDORAD","EMERSON PUERTO RICO INC","PROGRAM NAME"
"110007805893","RCRAINFO","PRD090066234","EMERSON PUERTO RICO INC","PRIMARY"
"110007805900","RCRAINFO","PRD090066259","RHEEM PUERTO RICO INC","PROGRAM NAME"
"110007805928","RCRAINFO","PRD090067059","PEPSI COLA PR BOTTLING CO","PROGRAM NAME"
"110007805937","BR","PRD090070459","GE INDUSTRIAL OF PUERTO RICO LLC","PROGRAM NAME"
"110007805937","AIR","PR0000007206900017","CARIBE GENERAL ELECTRIC DISTR.COMPONENTS","PROGRAM NAME"
"110007805937","RCRAINFO","PRD090070459","CARIBE GENERAL ELECTRIC PRODUCT HUMACAO","PRIMARY"
"110007805937","NCDB","I02#199705290002  1","CARIBE GE PRODUCTS IC","PROGRAM NAME"
"110007805937","AIRS/AFS","7206900017","CARIBE GENERAL ELECTRIC DISTR.COMPONENTS","PROGRAM NAME"
"110007805937","NCDB","I02#19941021PR004 1","CARIBE G E PRODUCTS, INC (HUMACAO PLANT)","PROGRAM NAME"
"110007805937","TRIS","00661CRBGNSTROA","GE INDUSTRIAL OF PR LLC","PROGRAM NAME"
"110007805946","RCRAINFO","PRD090080748","POWER PARTS INC","PROGRAM NAME"
"110007805955","TRIS","00625BNNRPPRRD1","BANNER PAINTS DIV OF SUPERIOR PAINTS MFG CO INC","PROGRAM NAME"
"110007805955","RCRAINFO","PRD090081225","BANNER PUERTO RICO PAINTS INC","PROGRAM NAME"
"110007805955","NCDB","I02#19890629PR001 2","BANNER PRINTS PR, INC","PROGRAM NAME"
"110007805955","RCRAINFO","PRR000009639","BANNER PAINTS","PROGRAM NAME"
"110007805964","NCDB","I02#19921203A2004 1","PETROLEUM CHEMICAL CORP","PROGRAM NAME"
"110007805964","NCDB","I02#19921210PR003 1","PETROLEUM CHEMICAL CORP","PROGRAM NAME"
"110007805964","ICIS","31918","PETROLEUM CHEMICAL CORPORATION","PROGRAM NAME"
"110007805964","EIS","15517511","PETROLEUM EMULSION (FORMERLY PETROLEUM CHEMICAL)","PROGRAM NAME"
"110007805964","RCRAINFO","PRD090083171","PETROLEUM CHEMICAL CORPORATION","PROGRAM NAME"
"110007805964","TRIS","00632PTRLMURBIN","PETROLEUM CHEMICAL CORP","PROGRAM NAME"
"110007805964","NCDB","D02#EPCRA-94-0304","PETROLEUM CHEMICAL CORP","PROGRAM NAME"
"110007805973","ICIS","1800001995","GOYA DE PUERTO RICO INCORPORATED","PROGRAM NAME"
"110007805973","NCDB","I02#19920826A2001 1","GOYA DE PUERTO RICO, INC","PROGRAM NAME"
"110007805973","NCDB","I02#19871117PR001 1","GOYA DE PUERTO RICO, INC","PROGRAM NAME"
"110007805973","AIRS/AFS","7202100031","TRADEWIND FOODS INC (GOYA,LITHO,CAN)","PROGRAM NAME"
"110007805973","AIR","PR0000007202100031","TRADEWIND FOODS INC (GOYA,LITHO,CAN)","PROGRAM NAME"
"110007805973","ICIS","40567","GOYA DE PUERTO RICO INC.","PROGRAM NAME"
"110007805973","EIS","15516011","TRADEWIND FOODS, INC. (FORMERLY GOYA DE PUERTO RICO, ISLAND LITHO  ISLAND CAN))","PROGRAM NAME"
"110007805973","AIR","PR0000007202100209","ISLAND LITHO","PROGRAM NAME"
"110007805973","AIR","PR0000007202100219","TRADEWINDS FOODS (DBA GOYA DE PR)(CLOSED)","PROGRAM NAME"
"110007805973","RCRAINFO","PRD090083387","GOYA DE PUERTO RICO INC.","PROGRAM NAME"
"110007805973","NCDB","I02#19930311PR003 2","GOYA DE PUERTO RICO, INC","PROGRAM NAME"
"110007805973","AIR","PR0000007202100031","GOYA DE PR INC","MAILING NAME"
"110007805973","AIRS/AFS","7202100031","GOYA DE PR INC","MAILING NAME"
"110007805973","ICIS","40567","TRADEWINDS FOODS, INC.","PRIMARY"
"110007805973","TRIS","00619SLNDLST167","ISLAND LITHO CORP.","PROGRAM NAME"
"110007805973","EIS","7114411","ISLAND LITHO CORP","PROGRAM NAME"
"110007805973","BR","PRD090466996","TRADEWIND FOODS INC","PROGRAM NAME"
"110007805973","NCDB","I02#19920826PR003 1","GOYA DE PUERTO RICO INC..","PROGRAM NAME"
"110007805973","RCRAINFO","PRD090466996","ISLAND LITHO CORP","PRIMARY"
"110007805973","AIR","PR0000007202100125","TRADEWINDS FOODS, INC. (CLOSED)","PROGRAM NAME"
"110007805973","AIR","PR0000007202100126","ISLAND CAN, CORP.","PROGRAM NAME"
"110007805973","ICIS","40567","TRADEWIND FOODS INC.","PRIMARY"
"110007805991","RCRAINFO","PRD090084872","BECKMAN INSTRUMENTS INC - CAROLINA","PROGRAM NAME"
"110007806017","BR","PRD090087230","AXALTA COATING SYSTEMS LLC - SAN JUAN RSC","PROGRAM NAME"
"110007806017","RCRAINFO","PRD090087230","DUPONT REFINISH SERVICE CENTER","PRIMARY"
"110007806026","RCRAINFO","PRD090090671","CORPORACION SUBLISTATICA S A - FORMER","PROGRAM NAME"
"110007806035","RCRAINFO","PRD090098765","HORMIGONERA MAYAGUEZANA INC","PROGRAM NAME"
"110007806044","RCRAINFO","PRD090101338","MO KA SHOE CORP","PRIMARY"
"110007806053","RCRAINFO","PRD090105610","PR PORTS AUTHOIRTY","PROGRAM NAME"
"110007806062","RCRAINFO","PRD090105677","STANRIC INC.","PROGRAM NAME"
"110007806071","RCRAINFO","PRD090107632","SENECA ELECTRONICS INC","PROGRAM NAME"
"110007806099","NPDES","PRR053234","PETROWEST, INC. (HORMIGUEROS)","PROGRAM NAME"
"110007806099","RCRAINFO","PRD090111311","ARCAM PHARMACEUTICALS CORP","PRIMARY"
"110007806099","NPDES","PRR053260","PETROWEST, INC.","PROGRAM NAME"
"110007806106","RCRAINFO","PRD090114471","THOMAS & BETTS CARIBE INC","PROGRAM NAME"
"110007806115","RCRAINFO","PRD090116096","FOOT MITS SHOE CO","PROGRAM NAME"
"110007806124","RCRAINFO","PRD090123894","STERLING PRODUCTS INT INC","PROGRAM NAME"
"110007806133","RCRAINFO","PRD090127267","TEXACO PUERTO RICO INC","PROGRAM NAME"
"110007806142","RCRAINFO","PRD090128356","PERKIN ELMER CARIBBEAN CORP","PROGRAM NAME"
"110007806151","NCDB","I02#19930217PR003 1","OCHOA INDUSTRIAL SALES CORP","PROGRAM NAME"
"110007806151","ICIS","32248","OCHOA INDUSTRIAL SALES CORP","PROGRAM NAME"
"110007806151","TRIS","00962CHNDLRD869","OCHOA INDL. SALES CORP.","PRIMARY"
"110007806151","RMP","100000032181","MAYS OCHOA CORPORATION","PROGRAM NAME"
"110007806151","RCRAINFO","PRR000024521","MAYS CHEMICAL COMPANY OF PUERTO RICO INC","PROGRAM NAME"
"110007806151","ICIS","1800045734","MAYS OCHOA CHEMICAL COMPANY","PROGRAM NAME"
"110007806151","RCRAINFO","PRD090128562","OCHOA INDUSTRIAL SALES CORP","PROGRAM NAME"
"110007806151","TRIS","00962CHNDLRD869","MAYS CHEMICAL CO OF PR DBA MAYS OCHOA","PROGRAM NAME"
"110007806179","NCDB","I02#19920730PR003 1","UNION CARBIDE GRAPHITO","PROGRAM NAME"
"110007806179","RCRAINFO","PRD090130832","UNION CARBIDE GRAFITO INC","PROGRAM NAME"
"110007806179","ICIS","44357","UNION CARBIDE GRAFITO INC","PROGRAM NAME"
"110007806179","NCDB","I02#19911018PR001 1","UNION CARBIDE GRAPHITO","PROGRAM NAME"
"110007806188","TRIS","00617BBTTCROADN","ABBOTT HEALTHCARE (PR) LTD","PROGRAM NAME"
"110007806188","AIRS/AFS","7201700003","ABBOTT PHARMACEUTICAL PR LTD","MAILING NAME"
"110007806188","ICIS","9929","ABBOTT CHEMICALS INC","PROGRAM NAME"
"110007806188","ICIS","3400041917","ABBOTT HEALTHCARE","PROGRAM NAME"
"110007806188","RCRAINFO","PRD090131251","ABBOTT CHEMICALS INC","PRIMARY"
"110007806188","RCRAINFO","PRD090131215","ABBOTT PHARMACEUTICALS PR LTD","PROGRAM NAME"
"110007806188","AIRS/AFS","7201700015","ABBOTT HEALTHCARE LTD","PROGRAM NAME"
"110007806188","E-GGRT","1007514","ABBVIE LTD.","PROGRAM NAME"
"110007806188","RCRAINFO","PRR000024455","ABBOTT DIAGNOSTICS INTERNATIONAL LTD","PROGRAM NAME"
"110007806188","NCDB","I02#199306104549  1","ABBOTT LABORATORIES, PR OPERATIONS","PROGRAM NAME"
"110007806188","NCDB","I02#199306100000  1","ABBOTT LABORATORIES, PR OPERATIONS","PROGRAM NAME"
"110007806188","RMP","100000066714","ABBOTT LABORATORIES - PUERTO RICO OPERATIONS","PROGRAM NAME"
"110007806188","AIRS/AFS","7201700003","ABBVIE LTD","PROGRAM NAME"
