,,,,,,,,,,,,,,,,,,
Beach Monitoring and Public Notification Program,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Date,Beach ID,Beach Name,Latitude,Longitude,Sampling Route,Sampling Type,"Enterococcus
 (colonies/100 mL)","Temperature
(°C)",pH ,Observations,,,,,,,,
9-Sep-15,RW-23,Balneario de Puerto Nuevo,18.4913667,-66.3990444,Route: 6: Arecibo – Vega Alta ,Routine,10,28.90,8.17,,,,,,,,,
9-Sep-15,RW-17,Balneario Cerro Gordo or Javier Calderón Nieves,18.4812500,-66.3406556,Route: 6: Arecibo – Vega Alta ,Routine,10,29.20,8.16/8.16,,,,,,,,,
14-Sep-15,RW-6,Balneario de Patillas,17.9739750,-65.9889806,Route 2: Arroyo - Luquillo,Re-sampling,85,27.30,Bacteriological Re-sampling,,,,,,,,,
14-Sep-15,RW-4,Balneario Punta Santiago,18.1584139,-65.7551861,Route 2: Arroyo - Luquillo,Re-sampling,52,29.70,Bacteriological Re-sampling,,,,,,,,,
14-Sep-15,RW-31,Tropical Beach,18.1869278,-65.7259667,Route 2: Arroyo - Luquillo,Re-sampling,131,29.30,Bacteriological Re-sampling,,,,,,,,,
14-Sep-15,RW-15,Balneario de Añasco or Balneario Tres Hermanos,18.2879972,-67.1939222,Route 5: Añasco - Aguadilla,Re-sampling,20,29.00,Bacteriological Re-sampling,,,,,,,,,
14-Sep-15,RW-5,Balneario de Rincón,18.3409250,-67.2560056,Route 5: Añasco - Aguadilla,Re-sampling,20,29.00,Bacteriological Re-sampling,,,,,,,,,
14-Sep-15,RW-22,Pico de Piedra,18.3843639,-67.2129889,Route 5: Añasco - Aguadilla,Re-sampling,10,30.00,Bacteriological Re-sampling,,,,,,,,,
14-Sep-15,RW-16,Balneario Crash Boat,18.4576667,-67.1637778,Route 5: Añasco - Aguadilla,Re-sampling,<1,30.00,Bacteriological Re-sampling,,,,,,,,,
14-Sep-15,RW-38,Muelle de Arecibo,18.4792583,-66.7004667,Route: 6: Arecibo – Vega Alta ,Re-sampling,<1,29.00,Bacteriological Re-sampling,,,,,,,,,
14-Sep-15,RW-19,Balneario Punta Salinas,18.4716583,-66.1859944,Route 1: Dorado - Loíza,Re-sampling,31,30.00,Bacteriological Re-sampling,,,,,,,,,
22-Sep-15,RW-15,Balneario de Añasco or Balneario Tres Hermanos,18.2879972,-67.1939222,Route 5: Añasco - Aguadilla,Routine,327,29.60,8.17,,,,,,,,,
22-Sep-15,RW-5,Balneario de Rincón,18.3409250,-67.2560056,Route 5: Añasco - Aguadilla,Routine,96,28.60,8.15,,,,,,,,,
22-Sep-15,RW-22,Pico de Piedra,18.3843639,-67.2129889,Route 5: Añasco - Aguadilla,Routine,31,29.30,8.17,,,,,,,,,
22-Sep-15,RW-16,Balneario Crash Boat,18.4576667,-67.1637778,Route 5: Añasco - Aguadilla,Routine,384,29.90,8.20/8.19,,,,,,,,,
22-Sep-15,RW-33,Playita Rosada,17.9717167,-66.0315000,Route 3: Lajas - Salinas,Routine,<1,28.80,8.03,,,,,,,,,
22-Sep-15,RW-10,Playa Santa,17.9377111,-66.9551972,Route 3: Lajas - Salinas,Routine,41,29.30,8.13,,,,,,,,,
22-Sep-15,RW-9,Caña Gorda,17.9525306,-66.8845611,Route 3: Lajas - Salinas,Routine,<1,30.00,8.05,,,,,,,,,
22-Sep-15,RW-34,Playa del Hilton,17.9692833,-66.6027278,Route 3: Lajas - Salinas,Routine,10,30.80,8.24,,,,,,,,,
22-Sep-15,RW-35,Playa Jauca,17.9598889,-66.3704167,Route 3: Lajas - Salinas,Routine,10,32.10,7.95/7.96,,,,,,,,,
22-Sep-15,RW-36,Balneario de Salinas,17.9775889,-66.3324972,Route 3: Lajas - Salinas,Routine,10,31.10,8.17,,,,,,,,,
22-Sep-15,RW-12B,Playa el Combate,17.9747944,-67.2129056,Route 4: Cabo Rojo,Routine,<1,30.90,Invalid Data,,,,,,,,,
22-Sep-15,RW-14A,Playa Moja Casabe,17.9858100,-67.2145900,Route 4: Cabo Rojo,Routine,20,30.10,Invalid Data,,,,,,,,,
22-Sep-15,RW-13,Balneario de Boquerón,18.0194417,-67.1722444,Route 4: Cabo Rojo,Routine,<1,30.40,Invalid Data,,,,,,,,,
22-Sep-15,RW-8,Playa Buyé ,18.0488722,-67.1986250,Route 4: Cabo Rojo,Routine,10,30.10,Invalid Data,,,,,,,,,
22-Sep-15,RW-37,Villa Lamela,18.0645333,-67.1975278,Route 4: Cabo Rojo,Routine,<1,29.50,Invalid Data,,,,,,,,,
23-Sep-15,RW-7,Balneario Punta Guilarte,17.9620417,-66.0400000,Route 2: Arroyo - Luquillo,Routine,10,28.90,7.99,,,,,,,,,
23-Sep-15,RW-6,Balneario de Patillas,17.9739750,-65.9889806,Route 2: Arroyo - Luquillo,Routine,960,28.60,7.91,,,,,,,,,
23-Sep-15,RW-30,Playa Guayanés,18.0626944,-65.8191944,Route 2: Arroyo - Luquillo,Routine,74,28.10,7.98,,,,,,,,,
23-Sep-15,RW-4,Balneario Punta Santiago,18.1584139,-65.7551861,Route 2: Arroyo - Luquillo,Routine,<1,29.40,8.02,,,,,,,,,
23-Sep-15,RW-31,Tropical Beach,18.1869278,-65.7259667,Route 2: Arroyo - Luquillo,Routine,31,30.20,8.01/8.01,,,,,,,,,
23-Sep-15,RW-2,Balneario Seven Seas,18.3692667,-65.6360722,Route 2: Arroyo - Luquillo,Routine,<1,29.70,8.05,,,,,,,,,
23-Sep-15,RW-32,Playa Azul,18.3818667,-65.7184583,Route 2: Arroyo - Luquillo,Routine,<1,29.20,8.03,,,,,,,,,
23-Sep-15,RW-1A,Balneario La Monserrate,18.3855917,-65.7294722,Route 2: Arroyo - Luquillo,Routine,<1,29.40,8.03,,,,,,,,,
23-Sep-15,RW-38,Muelle de Arecibo,18.4792583,-66.7004667,Route: 6: Arecibo – Vega Alta ,Routine,4106,27.30,8.18,,,,,,,,,
23-Sep-15,RW-39,Mar Chiquita,18.4729167,-66.4856556,Route: 6: Arecibo – Vega Alta ,Routine,<1,29.00,8.15,,,,,,,,,
23-Sep-15,RW-23,Balneario de Puerto Nuevo,18.4913667,-66.3990444,Route: 6: Arecibo – Vega Alta ,Routine,<1,28.80,8.13,,,,,,,,,
23-Sep-15,RW-17,Balneario Cerro Gordo or Javier Calderón Nieves,18.4812500,-66.3406556,Route: 6: Arecibo – Vega Alta ,Routine,10,29.10,8.13/8.12,,,,,,,,,
23-Sep-15,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,18.4746944,-66.2808917,Route 1: Dorado - Loíza,Routine,31,28.80,8.07,,,,,,,,,
23-Sep-15,RW-19,Balneario Punta Salinas,18.4716583,-66.1859944,Route 1: Dorado - Loíza,Routine,10,28.50,8.08,,,,,,,,,
23-Sep-15,RW-20A,Balneario El Escambrón,18.4672361,-66.0899583,Route 1: Dorado - Loíza,Routine,<1,29.40,8.12,,,,,,,,,
23-Sep-15,RW-25A,Playa Sixto Escobar,18.4667306,-66.0866667,Route 1: Dorado - Loíza,Routine,<1,29.50,8.05,,,,,,,,,
23-Sep-15,RW-26,Playita del Condado,18.4611306,-66.0824083,Route 1: Dorado - Loíza,Routine,86,30.00,8.15/8.16,,,,,,,,,
23-Sep-15,RW-27,Ocean Park,18.4530111,-66.0488806,Route 1: Dorado - Loíza,Routine,10,29.80,8.16,,,,,,,,,
23-Sep-15,RW-28,Playa El Alambique,18.4440917,-66.0221500,Route 1: Dorado - Loíza,Routine,<1,29.90,8.15,,,,,,,,,
23-Sep-15,RW-21C,Balneario de Carolina,18.4459889,-66.0035722,Route 1: Dorado - Loíza,Routine,20,30.20,8.17,,,,,,,,,
23-Sep-15,RW-29,Vacía Talega,18.4478583,-65.9062306,Route 1: Dorado - Loíza,Routine,20,30.60,8.2,,,,,,,,,
5-Oct-15,RW-12B,Playa el Combate,17.9747944,-67.2129056,Route 4: Cabo Rojo,Routine,10,30.20,7.88/7.87,,,,,,,,,
5-Oct-15,RW-14A,Playa Moja Casabe,17.9858100,-67.2145900,Route 4: Cabo Rojo,Routine,<1,30.30,7.88,,,,,,,,,
5-Oct-15,RW-13,Balneario de Boquerón,18.0194417,-67.1722444,Route 4: Cabo Rojo,Routine,10,30.40,7.99,,,,,,,,,
5-Oct-15,RW-8,Playa Buyé ,18.0488722,-67.1986250,Route 4: Cabo Rojo,Routine,10,29.90,7.88,,,,,,,,,
5-Oct-15,RW-37,Villa Lamela,18.0645333,-67.1975278,Route 4: Cabo Rojo,Routine,<1,29.50,8.01,,,,,,,,,
5-Oct-15,RW-15,Balneario de Añasco or Balneario Tres Hermanos,18.2879972,-67.1939222,Route 5: Añasco - Aguadilla,Routine,41,29.30,8.01,,,,,,,,,
5-Oct-15,RW-5,Balneario de Rincón,18.3409250,-67.2560056,Route 5: Añasco - Aguadilla,Routine,31,29.20,8.17,,,,,,,,,
5-Oct-15,RW-22,Pico de Piedra,18.3843639,-67.2129889,Route 5: Añasco - Aguadilla,Routine,31,29.10,8.2,,,,,,,,,
5-Oct-15,RW-16,Balneario Crash Boat,18.4576667,-67.1637778,Route 5: Añasco - Aguadilla,Routine,10,29.60,8.20/8.20,,,,,,,,,
5-Oct-15,RW-33,Playita Rosada,17.9717167,-66.0315000,Route 3: Lajas - Salinas,Routine,<1,30.20,8.1,,,,,,,,,
5-Oct-15,RW-10,Playa Santa,17.9377111,-66.9551972,Route 3: Lajas - Salinas,Routine,63,31.00,7.93,,,,,,,,,
5-Oct-15,RW-9,Caña Gorda,17.9525306,-66.8845611,Route 3: Lajas - Salinas,Routine,52,31.60,7.61,,,,,,,,,
5-Oct-15,RW-34,Playa del Hilton,17.9692833,-66.6027278,Route 3: Lajas - Salinas,Routine,<1,31.10,8.12,,,,,,,,,
5-Oct-15,RW-35,Playa Jauca,17.9598889,-66.3704167,Route 3: Lajas - Salinas,Routine,10,32.50,8.35/8.34,,,,,,,,,
5-Oct-15,RW-36,Balneario de Salinas,17.9775889,-66.3324972,Route 3: Lajas - Salinas,Routine,10,31.20,8.17,,,,,,,,,
5-Oct-15,RW-24A,Balneario Sun Bay,18.0963030,-65.4654220,Vieques,Routine,<1,29.40,8.06/8.06,,,,,,,,,
5-Oct-15,RW-24B,Balneario Sun Bay,18.0967220,-65.4589440,Vieques,Routine,<1,29.40,8.2/8.2,,,,,,,,,
6-Oct-15,RW-38,Muelle de Arecibo,18.4792583,-66.7004667,Route: 6: Arecibo – Vega Alta ,Routine,<1,28.00,8.05,,,,,,,,,
6-Oct-15,RW-39,Mar Chiquita,18.4729167,-66.4856556,Route: 6: Arecibo – Vega Alta ,Routine,10,28.50,8.14,,,,,,,,,
6-Oct-15,RW-23,Balneario de Puerto Nuevo,18.4913667,-66.3990444,Route: 6: Arecibo – Vega Alta ,Routine,<1,29.20,8.13,,,,,,,,,
6-Oct-15,RW-17,Balneario Cerro Gordo or Javier Calderón Nieves,18.4812500,-66.3406556,Route: 6: Arecibo – Vega Alta ,Routine,<1,29.30,8.12/8.12,,,,,,,,,
6-Oct-15,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,18.4746944,-66.2808917,Route 1: Dorado - Loíza,Routine,<1,29.00,7.82,,,,,,,,,
6-Oct-15,RW-19,Balneario Punta Salinas,18.4716583,-66.1859944,Route 1: Dorado - Loíza,Routine,<1,28.90,7.98,,,,,,,,,
6-Oct-15,RW-20A,Balneario El Escambrón,18.4672361,-66.0899583,Route 1: Dorado - Loíza,Routine,<1,29.80,8.01,,,,,,,,,
6-Oct-15,RW-25A,Playa Sixto Escobar,18.4667306,-66.0866667,Route 1: Dorado - Loíza,Routine,<1,29.60,7.99,,,,,,,,,
6-Oct-15,RW-26,Playita del Condado,18.4611306,-66.0824083,Route 1: Dorado - Loíza,Routine,<1,29.80,8.07/8.07,,,,,,,,,
6-Oct-15,RW-27,Ocean Park,18.4530111,-66.0488806,Route 1: Dorado - Loíza,Routine,<1,29.20,8.05,,,,,,,,,
6-Oct-15,RW-28,Playa El Alambique,18.4440917,-66.0221500,Route 1: Dorado - Loíza,Routine,<1,29.30,8.06,,,,,,,,,
6-Oct-15,RW-21C,Balneario de Carolina,18.4459889,-66.0035722,Route 1: Dorado - Loíza,Routine,10,29.50,8.06,,,,,,,,,
6-Oct-15,RW-29,Vacía Talega,18.4478583,-65.9062306,Route 1: Dorado - Loíza,Routine,<1,29.80,8.08,,,,,,,,,
6-Oct-15,RW-7,Balneario Punta Guilarte,17.9620417,-66.0400000,Route 2: Arroyo - Luquillo,Routine,83,29.90,7.97,,,,,,,,,
6-Oct-15,RW-6,Balneario de Patillas,17.9739750,-65.9889806,Route 2: Arroyo - Luquillo,Routine,10,30.10,7.92,,,,,,,,,
6-Oct-15,RW-30,Playa Guayanés,18.0626944,-65.8191944,Route 2: Arroyo - Luquillo,Routine,840,30.20,8.02,,,,,,,,,
6-Oct-15,RW-4,Balneario Punta Santiago,18.1584139,-65.7551861,Route 2: Arroyo - Luquillo,Routine,20,30.20,8.03,,,,,,,,,
6-Oct-15,RW-31,Tropical Beach,18.1869278,-65.7259667,Route 2: Arroyo - Luquillo,Routine,84,30.20,7.97/7.98,,,,,,,,,
6-Oct-15,RW-2,Balneario Seven Seas,18.3692667,-65.6360722,Route 2: Arroyo - Luquillo,Routine,<1,30.20,8.09,,,,,,,,,
6-Oct-15,RW-32,Playa Azul,18.3818667,-65.7184583,Route 2: Arroyo - Luquillo,Routine,<1,30.30,8.13,,,,,,,,,
6-Oct-15,RW-1A,Balneario La Monserrate,18.3855917,-65.7294722,Route 2: Arroyo - Luquillo,Routine,31,30.10,8.11,,,,,,,,,
13-Oct-15,RW-7,Balneario Punta Guilarte,17.9620417,-66.0400000,Route 2: Arroyo - Luquillo,Re-sampling,72,30.30,Bacteriological Re-sampling,,,,,,,,,
13-Oct-15,RW-30,Playa Guayanés,18.0626944,-65.8191944,Route 2: Arroyo - Luquillo,Re-sampling,144,29.20,Bacteriological Re-sampling,,,,,,,,,
13-Oct-15,RW-31,Tropical Beach,18.1869278,-65.7259667,Route 2: Arroyo - Luquillo,Re-sampling,30,30.10,Bacteriological Re-sampling,,,,,,,,,
19-Oct-15,RW-33,Playita Rosada,17.9717167,-66.0315000,Route 3: Lajas - Salinas,Routine,<1,29.60,8.08,,,,,,,,,
19-Oct-15,RW-10,Playa Santa,17.9377111,-66.9551972,Route 3: Lajas - Salinas,Routine,20,29.50,8.04,,,,,,,,,
19-Oct-15,RW-9,Caña Gorda,17.9525306,-66.8845611,Route 3: Lajas - Salinas,Routine,<1,31.10,7.9,,,,,,,,,
19-Oct-15,RW-34,Playa del Hilton,17.9692833,-66.6027278,Route 3: Lajas - Salinas,Routine,96,30.70,8.15,,,,,,,,,
19-Oct-15,RW-35,Playa Jauca,17.9598889,-66.3704167,Route 3: Lajas - Salinas,Routine,<1,31.90,8.15/8.16,,,,,,,,,
19-Oct-15,RW-36,Balneario de Salinas,17.9775889,-66.3324972,Route 3: Lajas - Salinas,Routine,109,31.10,8.12,,,,,,,,,
19-Oct-15,RW-12B,Playa el Combate,17.9747944,-67.2129056,Route 4: Cabo Rojo,Routine,31,30.50,8.02/8.02,,,,,,,,,
19-Oct-15,RW-14A,Playa Moja Casabe,17.9858100,-67.2145900,Route 4: Cabo Rojo,Routine,<1,30.20,8.05,,,,,,,,,
19-Oct-15,RW-13,Balneario de Boquerón,18.0194417,-67.1722444,Route 4: Cabo Rojo,Routine,<1,30.20,8.02,,,,,,,,,
19-Oct-15,RW-8,Playa Buyé ,18.0488722,-67.1986250,Route 4: Cabo Rojo,Routine,<1,30.00,8.02,,,,,,,,,
19-Oct-15,RW-37,Villa Lamela,18.0645333,-67.1975278,Route 4: Cabo Rojo,Routine,10,30.10,7.95,,,,,,,,,
19-Oct-15,RW-15,Balneario de Añasco or Balneario Tres Hermanos,18.2879972,-67.1939222,Route 5: Añasco - Aguadilla,Routine,<1,29.60,8.1,,,,,,,,,
19-Oct-15,RW-5,Balneario de Rincón,18.3409250,-67.2560056,Route 5: Añasco - Aguadilla,Routine,10,30.50,7.95,,,,,,,,,
19-Oct-15,RW-22,Pico de Piedra,18.3843639,-67.2129889,Route 5: Añasco - Aguadilla,Routine,20,29.70,7.98,,,,,,,,,
19-Oct-15,RW-16,Balneario Crash Boat,18.4576667,-67.1637778,Route 5: Añasco - Aguadilla,Routine,10,29.50,8.04/8.07,,,,,,,,,
20-Oct-15,RW-38,Muelle de Arecibo,18.4792583,-66.7004667,Route: 6: Arecibo – Vega Alta ,Routine,63,27.90,7.86,,,,,,,,,
20-Oct-15,RW-39,Mar Chiquita,18.4729167,-66.4856556,Route: 6: Arecibo – Vega Alta ,Routine,<1,27.90,8.06,,,,,,,,,
20-Oct-15,RW-23,Balneario de Puerto Nuevo,18.4913667,-66.3990444,Route: 6: Arecibo – Vega Alta ,Routine,86,29.00,8.04,,,,,,,,,
20-Oct-15,RW-17,Balneario Cerro Gordo or Javier Calderón Nieves,18.4812500,-66.3406556,Route: 6: Arecibo – Vega Alta ,Routine,512,31.00,7.99/8.0,,,,,,,,,
20-Oct-15,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,18.4746944,-66.2808917,Route 1: Dorado - Loíza,Routine,<1,29.60,8.04,,,,,,,,,
20-Oct-15,RW-19,Balneario Punta Salinas,18.4716583,-66.1859944,Route 1: Dorado - Loíza,Routine,<1,29.20,8,,,,,,,,,
20-Oct-15,RW-20A,Balneario El Escambrón,18.4672361,-66.0899583,Route 1: Dorado - Loíza,Routine,<1,29.90,7.97,,,,,,,,,
20-Oct-15,RW-25A,Playa Sixto Escobar,18.4667306,-66.0866667,Route 1: Dorado - Loíza,Routine,<1,30.40,8.03,,,,,,,,,
20-Oct-15,RW-26,Playita del Condado,18.4611306,-66.0824083,Route 1: Dorado - Loíza,Routine,293,30.50,8.16,,,,,,,,,
20-Oct-15,RW-27,Ocean Park,18.4530111,-66.0488806,Route 1: Dorado - Loíza,Routine,<1,29.90,8.07/8.07,,,,,,,,,
20-Oct-15,RW-28,Playa El Alambique,18.4440917,-66.0221500,Route 1: Dorado - Loíza,Routine,<1,29.50,8.12,,,,,,,,,
20-Oct-15,RW-21C,Balneario de Carolina,18.4459889,-66.0035722,Route 1: Dorado - Loíza,Routine,<1,30.00,8.11,,,,,,,,,
20-Oct-15,RW-29,Vacía Talega,18.4478583,-65.9062306,Route 1: Dorado - Loíza,Routine,10,30.70,8.09,,,,,,,,,
20-Oct-15,RW-7,Balneario Punta Guilarte,17.9620417,-66.0400000,Route 2: Arroyo - Luquillo,Routine,10,29.00,7.67,,,,,,,,,
20-Oct-15,RW-6,Balneario de Patillas,17.9739750,-65.9889806,Route 2: Arroyo - Luquillo,Routine,20,28.30,7.76,,,,,,,,,
20-Oct-15,RW-30,Playa Guayanés,18.0626944,-65.8191944,Route 2: Arroyo - Luquillo,Routine,355,29.40,7.96,,,,,,,,,
20-Oct-15,RW-4,Balneario Punta Santiago,18.1584139,-65.7551861,Route 2: Arroyo - Luquillo,Routine,20,28.40,7.97,,,,,,,,,
20-Oct-15,RW-31,Tropical Beach,18.1869278,-65.7259667,Route 2: Arroyo - Luquillo,Routine,243,29.00,7.93/7.93,,,,,,,,,
20-Oct-15,RW-2,Balneario Seven Seas,18.3692667,-65.6360722,Route 2: Arroyo - Luquillo,Routine,<1,30.30,7.96,,,,,,,,,
20-Oct-15,RW-32,Playa Azul,18.3818667,-65.7184583,Route 2: Arroyo - Luquillo,Routine,<1,29.80,8,,,,,,,,,
20-Oct-15,RW-1A,Balneario La Monserrate,18.3855917,-65.7294722,Route 2: Arroyo - Luquillo,Routine,<1,29.60,8.01,,,,,,,,,
26-Oct-15,RW-34,Playa del Hilton,17.9692833,-66.6027278,Route 3: Lajas - Salinas,Re-sampling,63,27.50,Bacteriological Re-sampling,,,,,,,,,
26-Oct-15,RW-36,Balneario de Salinas,17.9775889,-66.3324972,Route 3: Lajas - Salinas,Re-sampling,20,28.00,Bacteriological Re-sampling,,,,,,,,,
26-Oct-15,RW-30,Playa Guayanés,18.0626944,-65.8191944,Route 2: Arroyo - Luquillo,Re-sampling,529,28.10,Bacteriological Re-sampling,,,,,,,,,
26-Oct-15,RW-31,Tropical Beach,18.1869278,-65.7259667,Route 2: Arroyo - Luquillo,Re-sampling,73,28.60,Bacteriological Re-sampling,,,,,,,,,
26-Oct-15,RW-23,Balneario de Puerto Nuevo,18.4913667,-66.3990444,Route: 6: Arecibo – Vega Alta ,Re-sampling,85,28.00,Bacteriological Re-sampling,,,,,,,,,
26-Oct-15,RW-17,Balneario Cerro Gordo or Javier Calderón Nieves,18.4812500,-66.3406556,Route: 6: Arecibo – Vega Alta ,Re-sampling,31,28.40,Bacteriological Re-sampling,,,,,,,,,
26-Oct-15,RW-26,Playita del Condado,18.4611306,-66.0824083,Route 1: Dorado - Loíza,Re-sampling,<1,28.70,Bacteriological Re-sampling,,,,,,,,,
2-Nov-15,RW-12B,Playa el Combate,17.9747944,-67.2129056,Route 4: Cabo Rojo,Routine,41,29.70,8.01/8.0,,,,,,,,,
2-Nov-15,RW-14A,Playa Moja Casabe,17.9858100,-67.2145900,Route 4: Cabo Rojo,Routine,880,28.50,8,,,,,,,,,
2-Nov-15,RW-13,Balneario de Boquerón,18.0194417,-67.1722444,Route 4: Cabo Rojo,Routine,<1,29.90,8.06,,,,,,,,,
2-Nov-15,RW-8,Playa Buyé ,18.0488722,-67.1986250,Route 4: Cabo Rojo,Routine,<1,29.20,8.07,,,,,,,,,
2-Nov-15,RW-37,Villa Lamela,18.0645333,-67.1975278,Route 4: Cabo Rojo,Routine,<1,27.70,8.05,,,,,,,,,
2-Nov-15,RW-33,Playita Rosada,17.9717167,-66.0315000,Route 3: Lajas - Salinas,Routine,<1,28.90,8.14,,,,,,,,,
2-Nov-15,RW-10,Playa Santa,17.9377111,-66.9551972,Route 3: Lajas - Salinas,Routine,20,29.10,8.1,,,,,,,,,
2-Nov-15,RW-9,Caña Gorda,17.9525306,-66.8845611,Route 3: Lajas - Salinas,Routine,<1,29.40,7.95,,,,,,,,,
2-Nov-15,RW-34,Playa del Hilton,17.9692833,-66.6027278,Route 3: Lajas - Salinas,Routine,<1,30.00,8.23,,,,,,,,,
2-Nov-15,RW-35,Playa Jauca,17.9598889,-66.3704167,Route 3: Lajas - Salinas,Routine,41,31.30,8.07/8.07,,,,,,,,,
2-Nov-15,RW-36,Balneario de Salinas,17.9775889,-66.3324972,Route 3: Lajas - Salinas,Routine,10,30.20,8.13,,,,,,,,,
2-Nov-15,RW-15,Balneario de Añasco or Balneario Tres Hermanos,18.2879972,-67.1939222,Route 5: Añasco - Aguadilla,Routine,52,28.60,8.04,,,,,,,,,
2-Nov-15,RW-5,Balneario de Rincón,18.3409250,-67.2560056,Route 5: Añasco - Aguadilla,Routine,96,29.10,8.12,,,,,,,,,
2-Nov-15,RW-22,Pico de Piedra,18.3843639,-67.2129889,Route 5: Añasco - Aguadilla,Routine,10,28.90,8.15,,,,,,,,,
2-Nov-15,RW-16,Balneario Crash Boat,18.4576667,-67.1637778,Route 5: Añasco - Aguadilla,Routine,<1,29.80,8.17/8.18,,,,,,,,,
3-Nov-15,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,18.4746944,-66.2808917,Route 1: Dorado - Loíza,Routine,473,27.50,7.86,,,,,,,,,
3-Nov-15,RW-19,Balneario Punta Salinas,18.4716583,-66.1859944,Route 1: Dorado - Loíza,Routine,<1,27.70,7.98,,,,,,,,,
3-Nov-15,RW-20A,Balneario El Escambrón,18.4672361,-66.0899583,Route 1: Dorado - Loíza,Routine,<1,28.80,8.04,,,,,,,,,
3-Nov-15,RW-25A,Playa Sixto Escobar,18.4667306,-66.0866667,Route 1: Dorado - Loíza,Routine,5172,27.80,8.03,,,,,,,,,
3-Nov-15,RW-26,Playita del Condado,18.4611306,-66.0824083,Route 1: Dorado - Loíza,Routine,20,27.60,8.04/8.03,,,,,,,,,
3-Nov-15,RW-27,Ocean Park,18.4530111,-66.0488806,Route 1: Dorado - Loíza,Routine,10,27.10,8.09,,,,,,,,,
3-Nov-15,RW-28,Playa El Alambique,18.4440917,-66.0221500,Route 1: Dorado - Loíza,Routine,52,27.70,8.08,,,,,,,,,
3-Nov-15,RW-21C,Balneario de Carolina,18.4459889,-66.0035722,Route 1: Dorado - Loíza,Routine,<1,28.00,8.07,,,,,,,,,
3-Nov-15,RW-29,Vacía Talega,18.4478583,-65.9062306,Route 1: Dorado - Loíza,Routine,31,28.10,8.07,,,,,,,,,
3-Nov-15,RW-7,Balneario Punta Guilarte,17.9620417,-66.0400000,Route 2: Arroyo - Luquillo,Routine,132,27.70,8,,,,,,,,,
3-Nov-15,RW-6,Balneario de Patillas,17.9739750,-65.9889806,Route 2: Arroyo - Luquillo,Routine,122,27.50,7.936,,,,,,,,,
3-Nov-15,RW-30,Playa Guayanés,18.0626944,-65.8191944,Route 2: Arroyo - Luquillo,Routine,24196,27.60,7.96,,,,,,,,,
3-Nov-15,RW-4,Balneario Punta Santiago,18.1584139,-65.7551861,Route 2: Arroyo - Luquillo,Routine,63,28.20,8.01,,,,,,,,,
3-Nov-15,RW-31,Tropical Beach,18.1869278,-65.7259667,Route 2: Arroyo - Luquillo,Routine,933,28.80,8.07/8.08,,,,,,,,,
3-Nov-15,RW-2,Balneario Seven Seas,18.3692667,-65.6360722,Route 2: Arroyo - Luquillo,Routine,<1,28.80,8.07,,,,,,,,,
3-Nov-15,RW-32,Playa Azul,18.3818667,-65.7184583,Route 2: Arroyo - Luquillo,Routine,10,28.80,8.07,,,,,,,,,
3-Nov-15,RW-1A,Balneario La Monserrate,18.3855917,-65.7294722,Route 2: Arroyo - Luquillo,Routine,<1,28.90,8.06,,,,,,,,,
3-Nov-15,RW-38,Muelle de Arecibo,18.4792583,-66.7004667,Route: 6: Arecibo – Vega Alta ,Routine,839,28.50,8.11,,,,,,,,,
3-Nov-15,RW-39,Mar Chiquita,18.4729167,-66.4856556,Route: 6: Arecibo – Vega Alta ,Routine,10,28.10,8.16,,,,,,,,,
3-Nov-15,RW-23,Balneario de Puerto Nuevo,18.4913667,-66.3990444,Route: 6: Arecibo – Vega Alta ,Routine,31,27.80,8.16,,,,,,,,,
3-Nov-15,RW-17,Balneario Cerro Gordo or Javier Calderón Nieves,18.4812500,-66.3406556,Route: 6: Arecibo – Vega Alta ,Routine,631,28.10,8.13/8.13,,,,,,,,,
9-Nov-15,RW-38,Muelle de Arecibo,18.4792583,-66.7004667,Route: 6: Arecibo – Vega Alta ,RE-sampling,10,28.00,Bacteriological Re-sampling,,,,,,,,,
9-Nov-15,RW-17,Balneario Cerro Gordo or Javier Calderón Nieves,18.4812500,-66.3406556,Route: 6: Arecibo – Vega Alta ,RE-sampling,86,28.00,Bacteriological Re-sampling,,,,,,,,,
9-Nov-15,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,18.4746944,-66.2808917,Route 1: Dorado - Loíza,RE-sampling,<1,29.00,Bacteriological Re-sampling,,,,,,,,,
9-Nov-15,RW-25A,Playa Sixto Escobar,18.4667306,-66.0866667,Route 1: Dorado - Loíza,RE-sampling,<1,28.00,Bacteriological Re-sampling,,,,,,,,,
9-Nov-15,RW-7,Balneario Punta Guilarte,17.9620417,-66.0400000,Route 2: Arroyo - Luquillo,RE-sampling,278,26.50,Bacteriological Re-sampling,,,,,,,,,
9-Nov-15,RW-6,Balneario de Patillas,17.9739750,-65.9889806,Route 2: Arroyo - Luquillo,RE-sampling,187,26.50,Bacteriological Re-sampling,,,,,,,,,
